Source,Target,Weight20202
c250,k311,0.0572
c250,k315,0.105
c250,k8309,0.067
c250,k831,0.0793
c250,t85590a,0.061
c251,c252,0.0569
c259,c7800,0.0558
c259,c786,0.0731
c259,c787,0.1172
c259,k8309,0.0633
c259,k831,0.0528
c259,k8681,0.055
c259,r180,0.0879
c259,z90411,0.0773
c329,c7839,0.0537
c3411,c771,0.088
c3411,j95811,0.0632
c3412,c771,0.0521
c3431,c771,0.0746
c3432,c7972,0.0596
c3490,c787,0.0761
c3490,c7931,0.1806
c3490,c7951,0.122
c3490,c799,0.0564
c3490,d630,0.0593
c3490,g893,0.0626
c3490,j910,0.1074
c3490,t451x5a,0.0572
c3490,z923,0.0509
c3491,c3492,0.1336
c3491,j910,0.0636
c3492,j910,0.0541
c4022,g63,0.0508
c414,m84454a,0.0652
c439,c7931,0.0507
c44319,c44519,0.1538
c4441,c490,0.0518
c480,c499,0.0664
c499,c762,0.0659
c50411,c50412,0.0666
c50411,z170,0.0515
c50412,z170,0.0745
c50911,c50912,0.1017
c50911,c773,0.0636
c50911,z170,0.0972
c50911,z171,0.1175
c50911,z79811,0.1173
c50911,z9011,0.104
c50912,c773,0.0953
c50912,c779,0.0518
c50912,z170,0.1897
c50912,z171,0.1433
c50912,z79811,0.0906
c50912,z9012,0.0937
c50919,c7800,0.0623
c50919,c787,0.0514
c50919,c7931,0.0711
c50919,c7951,0.0985
c50919,j910,0.0519
c50919,z170,0.0923
c50919,z79811,0.1659
c50919,z9013,0.0978
c519,c774,0.0771
c519,n762,0.0603
c539,n820,0.1301
c541,n950,0.14
c561,c562,0.3527
c561,c785,0.0741
c561,c7982,0.0788
c562,c785,0.0638
c562,c7982,0.0743
c562,r971,0.0551
c569,c786,0.1288
c569,r180,0.1076
c569,z90722,0.0733
c61,c7951,0.192
c61,d630,0.0551
c6291,q992,0.0886
c649,c7800,0.0653
c651,c661,0.1
c672,c674,0.0667
c679,n1330,0.0505
c679,z936,0.0595
c711,z48811,0.06
c712,g914,0.0556
c713,c714,0.0737
c714,i00,0.068
c719,z483,0.072
c73,c770,0.0986
c7490,c7952,0.1849
c7490,c800,0.0545
c7490,z85858,0.0602
c7492,c7952,0.0565
c770,c7989,0.0768
c771,c7802,0.0658
c771,c7972,0.0536
c771,j910,0.0594
c772,c7801,0.0589
c772,c7802,0.053
c772,c784,0.0552
c772,c786,0.086
c772,c787,0.0628
c772,c7889,0.0613
c772,c7989,0.0669
c773,c792,0.0746
c773,z170,0.1182
c773,z171,0.0824
c775,c785,0.0551
c775,c7982,0.0754
c779,c7800,0.0598
c779,c7801,0.0615
c779,c7802,0.0573
c779,c787,0.0561
c779,c7951,0.0523
c779,c7972,0.055
c7800,c786,0.0741
c7800,c787,0.1916
c7800,c7931,0.1295
c7800,c7951,0.154
c7800,c7989,0.0614
c7800,d630,0.0746
c7800,g893,0.1161
c7800,j910,0.0651
c7800,r180,0.0528
c7800,t451x5a,0.0541
c7800,z9221,0.0521
c7801,c7802,0.7125
c7801,c786,0.0713
c7801,c787,0.1178
c7801,c7931,0.0893
c7801,c7951,0.0922
c7801,c7989,0.0976
c7801,d630,0.0594
c7801,g893,0.075
c7801,j910,0.0726
c7802,c786,0.0675
c7802,c787,0.1053
c7802,c7931,0.0796
c7802,c7951,0.0846
c7802,c7989,0.0845
c7802,d630,0.051
c7802,g893,0.069
c7802,j910,0.0684
c781,c7839,0.0825
c782,j910,0.079
c784,c785,0.0998
c784,c786,0.0545
c784,c7889,0.1276
c784,c7911,0.0932
c784,c7961,0.0532
c784,c7989,0.0522
c785,c786,0.0832
c785,c7911,0.1025
c785,c7919,0.0715
c785,c7982,0.154
c786,c787,0.1584
c786,c7889,0.0612
c786,c7989,0.0782
c786,d630,0.0635
c786,d6481,0.0543
c786,g893,0.1065
c786,j910,0.0816
c786,r180,0.2566
c786,r188,0.0579
c786,z8543,0.0631
c786,z9221,0.0514
c787,c7889,0.0534
c787,c7931,0.1086
c787,c7951,0.2451
c787,c7989,0.0622
c787,d61810,0.0535
c787,d630,0.1218
c787,d6481,0.0547
c787,e43,0.0588
c787,g893,0.1796
c787,j910,0.0765
c787,k831,0.0718
c787,r180,0.0811
c787,r188,0.0664
c787,r627,0.0546
c787,r64,0.0574
c787,t451x5a,0.1046
c787,z515,0.07
c787,z9221,0.0971
c787,z923,0.0635
c7889,r180,0.0597
c7901,c7902,0.1886
c7911,c7919,0.1145
c7911,c7982,0.1145
c7931,c7951,0.1791
c7931,c7989,0.0567
c7931,d630,0.0678
c7931,g893,0.0779
c7931,g935,0.062
c7931,g936,0.1737
c7931,j910,0.0697
c7931,z85118,0.0567
c7931,z9221,0.0648
c7931,z923,0.0844
c7949,g9519,0.0508
c7949,g9529,0.1362
c7949,m4804,0.0618
c7949,m8458xa,0.0649
c7951,c7989,0.0733
c7951,d61810,0.0607
c7951,d630,0.134
c7951,d6481,0.0545
c7951,e43,0.0523
c7951,e8352,0.0691
c7951,g893,0.2317
c7951,j910,0.1046
c7951,m8458xa,0.0647
c7951,t451x5a,0.0985
c7951,z515,0.066
c7951,z853,0.0538
c7951,z9221,0.1078
c7951,z923,0.1163
c7961,c7962,0.6775
c7961,c7982,0.094
c7962,c7982,0.0967
c7971,c7972,0.5339
c7972,m8458xa,0.0503
c7989,g893,0.0888
c7989,j910,0.057
c7a090,c7b02,0.052
c7a090,c7b09,0.075
c7a1,c7a8,0.0623
c7a1,c7b8,0.2634
c7a8,c7b02,0.0579
c7a8,c7b8,0.3081
c7a8,e340,0.077
c7b02,c7b09,0.1756
c7b02,e340,0.1737
c7b09,e340,0.1632
c7b8,e340,0.0657
c801,m8458xa,0.0535
c8330,d6481,0.0515
c8330,z5111,0.0901
c8338,z5112,0.0756
c8339,z5111,0.1096
c8339,z5112,0.089
c9000,d61810,0.0816
c9000,d630,0.0511
c9000,t451x5a,0.0616
c9000,z9484,0.1081
c9001,z9484,0.0694
c9002,z5112,0.0901
c9002,z9484,0.0985
c9030,m8448xd,0.0548
c9100,d61810,0.1559
c9100,d6481,0.0783
c9100,d701,0.0588
c9100,d709,0.0824
c9100,e883,0.0581
c9100,g620,0.0864
c9100,i158,0.0599
c9100,r5081,0.1084
c9100,t451x5a,0.0841
c9100,z5111,0.1829
c9100,z95828,0.0615
c9101,d89811,0.0804
c9101,d89813,0.0566
c9101,q998,0.0773
c9101,t865,0.0717
c9101,z9481,0.0733
c9102,d89810,0.0752
c9102,z5112,0.1477
c9110,d801,0.0696
c9150,k9281,0.0799
c9200,d61810,0.1227
c9200,d709,0.0576
c9200,e883,0.0552
c9200,r5081,0.1238
c9200,t451x5a,0.0689
c9200,z5111,0.0653
c9201,d89811,0.1851
c9201,d89812,0.0509
c9201,d89813,0.0684
c9201,t865,0.1439
c9202,d89813,0.0978
c9202,t865,0.1057
c9211,d89811,0.1002
c9211,t865,0.0925
c946,d471,0.0756
d0511,z4001,0.0654
d0512,z4001,0.051
d069,o3443,0.0893
d069,o9a12,0.0535
d120,d122,0.1507
d120,d123,0.213
d120,d124,0.1459
d120,d125,0.1088
d122,d123,0.2276
d122,d124,0.1591
d122,d125,0.1112
d122,d128,0.0568
d123,d124,0.2482
d123,d125,0.209
d123,d127,0.0722
d123,d128,0.051
d123,k621,0.0686
d124,d125,0.1704
d124,d127,0.0961
d125,d127,0.0675
d176,k4030,0.0888
d1771,q851,0.0955
d1779,q068,0.0677
d1801,p0725,0.0613
d1802,q283,0.0574
d250,d251,0.1279
d250,d252,0.1093
d251,d252,0.1452
d251,n800,0.0703
d251,n801,0.0706
d251,o3413,0.0773
d252,n800,0.0794
d252,n801,0.0523
d252,o3413,0.2252
d259,n736,0.0599
d259,n920,0.1642
d259,n939,0.0681
d259,o3413,0.3857
d270,d271,0.1871
d270,o3483,0.0583
d320,g935,0.054
d320,g936,0.0516
d321,g9529,0.0804
d333,h9041,0.2126
d333,h9042,0.1252
d3501,d3502,0.1683
d351,e210,0.1381
d352,e220,0.0543
d352,e221,0.0884
d352,e230,0.0812
d352,e236,0.0686
d352,h4742,0.0644
d352,j342,0.1123
d45,d7581,0.0732
d469,d61818,0.0579
d469,d709,0.0518
d469,r5081,0.0625
d47z1,q794,0.0912
d47z1,t86298,0.1824
d496,g911,0.0583
d497,e230,0.0534
d500,k921,0.0647
d500,k922,0.0618
d500,n920,0.0725
d509,d62,0.057
d509,d638,0.0747
d509,e1122,0.0624
d509,e43,0.0503
d509,e8342,0.0642
d509,e871,0.0606
d509,e872,0.0576
d509,e876,0.0622
d509,i110,0.0515
d509,i129,0.0539
d509,i130,0.0604
d509,i2720,0.0529
d509,k219,0.0516
d509,k449,0.0604
d509,n179,0.0608
d509,n390,0.0509
d509,o9902,0.0682
d509,z7901,0.0509
d539,d61818,0.0529
d539,d684,0.0799
d539,d689,0.0565
d539,d6959,0.0762
d539,d696,0.0562
d539,e538,0.0521
d539,k7010,0.0583
d539,k7011,0.0622
d539,k7030,0.0598
d539,k7031,0.1077
d539,k7290,0.0701
d539,k766,0.1001
d5700,d730,0.0521
d5700,d7389,0.1099
d5700,e83111,0.1269
d5700,m879,0.0611
d5700,q8901,0.0762
d5700,z832,0.1227
d5701,m90552,0.1474
d57219,d730,0.0571
d593,d594,0.1561
d593,m311,0.1118
d594,m311,0.0519
d599,t8203xa,0.0686
d61810,d630,0.0585
d61810,d701,0.0827
d61810,d709,0.1861
d61810,d849,0.0817
d61810,e883,0.0524
d61810,g893,0.0822
d61810,k1230,0.06
d61810,k1231,0.0702
d61810,k521,0.08
d61810,r5081,0.3162
d61810,t451x5a,0.4588
d61810,z5111,0.1444
d61810,z9484,0.0845
d61810,z95828,0.0575
d61818,d684,0.0864
d61818,d689,0.0588
d61818,d6959,0.0803
d61818,e43,0.0515
d61818,i8510,0.0815
d61818,k3189,0.0583
d61818,k7030,0.0841
d61818,k7031,0.0865
d61818,k7290,0.1031
d61818,k7460,0.1074
d61818,k7581,0.0531
d61818,k766,0.1559
d61818,r188,0.0778
d61818,r5081,0.0636
d61818,t451x5a,0.0591
d62,d689,0.0546
d62,d696,0.1124
d62,d72829,0.0833
d62,e039,0.0943
d62,e1122,0.0904
d62,e1165,0.0798
d62,e119,0.0648
d62,e43,0.0634
d62,e6601,0.0545
d62,e669,0.075
d62,e7800,0.0601
d62,e785,0.101
d62,e8339,0.0644
d62,e8342,0.0773
d62,e8351,0.0526
d62,e860,0.052
d62,e870,0.0722
d62,e871,0.1196
d62,e872,0.13
d62,e875,0.0776
d62,e876,0.1026
d62,f17210,0.0652
d62,f329,0.0738
d62,f419,0.0634
d62,g4733,0.0623
d62,g8929,0.0618
d62,g9341,0.0778
d62,i10,0.0972
d62,i110,0.0634
d62,i129,0.0839
d62,i130,0.0638
d62,i2510,0.1115
d62,i252,0.0598
d62,i480,0.0901
d62,i4891,0.0735
d62,i959,0.0988
d62,j449,0.0843
d62,j690,0.0517
d62,j90,0.068
d62,j9601,0.0796
d62,j9811,0.0724
d62,k219,0.0883
d62,k3189,0.0569
d62,k449,0.0912
d62,k5900,0.07
d62,k766,0.0763
d62,k920,0.0519
d62,k921,0.0919
d62,k922,0.1287
d62,m1990,0.0607
d62,n170,0.0824
d62,n179,0.1174
d62,n186,0.0661
d62,n390,0.075
d62,n400,0.0539
d62,r578,0.0621
d62,r6521,0.0764
d62,r739,0.057
d62,z515,0.0689
d62,z66,0.0959
d62,z7901,0.1018
d62,z7902,0.0842
d62,z794,0.0752
d62,z7982,0.0998
d62,z7984,0.0681
d62,z79890,0.0597
d62,z79899,0.0875
d62,z8673,0.0593
d62,z87891,0.0948
d62,z9049,0.0521
d62,z951,0.0552
d62,z955,0.0628
d62,z992,0.0596
d630,d6481,0.1382
d630,d6959,0.0517
d630,g893,0.16
d630,j910,0.0783
d630,r180,0.0527
d630,t451x5a,0.1269
d630,z5111,0.0814
d630,z9221,0.0717
d630,z923,0.0541
d638,d6959,0.066
d638,d696,0.0684
d638,e1122,0.068
d638,e1142,0.0546
d638,e1165,0.0512
d638,e43,0.0837
d638,e46,0.0555
d638,e8339,0.0635
d638,e8342,0.0765
d638,e860,0.0514
d638,e871,0.0725
d638,e872,0.0622
d638,e875,0.0613
d638,e876,0.059
d638,e8770,0.0521
d638,g9341,0.0619
d638,i120,0.0504
d638,i129,0.054
d638,i130,0.0613
d638,i2720,0.0505
d638,i959,0.0534
d638,j189,0.0531
d638,j90,0.0594
d638,k7031,0.057
d638,k7290,0.0502
d638,k766,0.0708
d638,n170,0.0589
d638,n179,0.0634
d638,n186,0.0654
d638,n390,0.0564
d638,r188,0.0608
d638,r6521,0.0579
d638,z515,0.0604
d638,z66,0.0549
d638,z681,0.0648
d638,z794,0.056
d638,z992,0.0639
d6481,d6959,0.0673
d6481,d701,0.145
d6481,g620,0.05
d6481,g893,0.0824
d6481,r5081,0.0682
d6481,t451x5a,0.2474
d6481,z5111,0.2514
d6481,z95828,0.0585
d649,d696,0.0934
d649,d72829,0.0649
d649,e039,0.1211
d649,e1122,0.0955
d649,e1165,0.1007
d649,e119,0.087
d649,e43,0.0503
d649,e6601,0.0758
d649,e669,0.0918
d649,e7800,0.0729
d649,e785,0.1335
d649,e8339,0.05
d649,e8342,0.0874
d649,e860,0.1068
d649,e871,0.1536
d649,e872,0.1372
d649,e875,0.0831
d649,e876,0.1563
d649,f0390,0.0547
d649,f17210,0.092
d649,f329,0.1126
d649,f419,0.1049
d649,g4733,0.066
d649,g8929,0.0865
d649,g9341,0.0889
d649,i10,0.1281
d649,i110,0.0841
d649,i129,0.0872
d649,i130,0.0577
d649,i2510,0.1244
d649,i252,0.054
d649,i480,0.0864
d649,i4891,0.0751
d649,i959,0.07
d649,j1289,0.0908
d649,j189,0.0837
d649,j449,0.0808
d649,j45909,0.0676
d649,j9601,0.1153
d649,k219,0.1217
d649,k5900,0.0737
d649,m1990,0.0625
d649,n170,0.0514
d649,n179,0.1534
d649,n189,0.0583
d649,n390,0.1057
d649,n400,0.0656
d649,o9902,0.1278
d649,r531,0.0504
d649,r6521,0.0613
d649,z20828,0.1335
d649,z370,0.1029
d649,z3a39,0.0581
d649,z515,0.0698
d649,z66,0.1155
d649,z7901,0.1094
d649,z7902,0.0684
d649,z794,0.1115
d649,z7982,0.1232
d649,z7984,0.0855
d649,z79890,0.0659
d649,z79899,0.1279
d649,z86718,0.0533
d649,z8673,0.0705
d649,z87891,0.1257
d649,z9049,0.0676
d649,z90710,0.0529
d649,z951,0.0501
d649,z955,0.0567
d649,z9981,0.0525
d65,k7200,0.0801
d680,o9912,0.0507
d682,d6851,0.0512
d6832,t45515a,0.3653
d6832,t45525a,0.1142
d684,d6959,0.159
d684,e874,0.0553
d684,e8770,0.0579
d684,e8809,0.0548
d684,f1020,0.0576
d684,i8510,0.1593
d684,i8511,0.0935
d684,k3189,0.1201
d684,k652,0.0793
d684,k7010,0.0667
d684,k7011,0.1386
d684,k7030,0.1107
d684,k7031,0.2657
d684,k7040,0.1392
d684,k7200,0.0947
d684,k7290,0.1773
d684,k7460,0.079
d684,k7581,0.0592
d684,k766,0.2551
d684,k767,0.175
d684,k920,0.0596
d684,k922,0.0546
d684,n170,0.052
d684,r188,0.0814
d684,r578,0.0699
d684,r6521,0.0577
d6851,o9912,0.0701
d6861,m3214,0.0836
d6861,m329,0.0636
d6861,o9912,0.0742
d6869,j80,0.0539
d689,d6959,0.0685
d689,d696,0.076
d689,e870,0.0566
d689,e874,0.0561
d689,e8809,0.0554
d689,i8510,0.0666
d689,k3189,0.0636
d689,k7011,0.0526
d689,k7030,0.0563
d689,k7031,0.1255
d689,k7200,0.0991
d689,k7290,0.1245
d689,k7460,0.0682
d689,k766,0.1481
d689,k767,0.0625
d689,k922,0.0587
d689,n170,0.0704
d689,r188,0.0784
d689,r578,0.0588
d689,r6521,0.0854
d689,t45515a,0.0564
d689,z515,0.0568
d693,o9912,0.0534
d693,z9081,0.0566
d6959,e8339,0.0523
d6959,e8342,0.0577
d6959,e872,0.0518
d6959,e8770,0.0554
d6959,f1020,0.0511
d6959,f10239,0.0623
d6959,i8510,0.0841
d6959,k3189,0.0799
d6959,k7010,0.0697
d6959,k7030,0.1219
d6959,k7031,0.1382
d6959,k7040,0.0613
d6959,k7200,0.0518
d6959,k7290,0.1144
d6959,k7460,0.1046
d6959,k7581,0.0563
d6959,k766,0.1862
d6959,k767,0.0551
d6959,n170,0.0504
d6959,r188,0.0716
d6959,r6521,0.059
d6959,t451x5a,0.1163
d696,e039,0.0596
d696,e1122,0.0864
d696,e1165,0.0698
d696,e43,0.0544
d696,e785,0.0611
d696,e8339,0.0843
d696,e8342,0.0918
d696,e8351,0.0682
d696,e860,0.0685
d696,e870,0.0871
d696,e871,0.1039
d696,e872,0.1221
d696,e875,0.0926
d696,e876,0.0927
d696,e8770,0.0588
d696,g4733,0.0517
d696,g92,0.0548
d696,g9341,0.1006
d696,i10,0.0536
d696,i110,0.064
d696,i129,0.066
d696,i130,0.0686
d696,i2510,0.0785
d696,i252,0.0516
d696,i2720,0.0596
d696,i480,0.0807
d696,i4891,0.0677
d696,i509,0.0526
d696,i959,0.0738
d696,j1289,0.0826
d696,j189,0.0661
d696,j449,0.0545
d696,j690,0.0571
d696,j90,0.0641
d696,j9601,0.0895
d696,j9811,0.0558
d696,k219,0.0557
d696,k7031,0.0549
d696,k7290,0.0637
d696,k7460,0.0887
d696,k766,0.0964
d696,n170,0.0891
d696,n179,0.0992
d696,n186,0.0851
d696,n189,0.0556
d696,n390,0.0693
d696,n400,0.0624
d696,r188,0.0601
d696,r6521,0.1087
d696,r739,0.0645
d696,z20828,0.06
d696,z515,0.0959
d696,z66,0.0999
d696,z7901,0.0629
d696,z794,0.0603
d696,z7982,0.0616
d696,z79899,0.0594
d696,z87891,0.0627
d696,z951,0.0515
d696,z992,0.0786
d701,r5081,0.1494
d701,t451x5a,0.1196
d709,d849,0.0578
d709,k1230,0.0501
d709,r5081,0.453
d709,t451x5a,0.1231
d72829,e039,0.052
d72829,e1165,0.0602
d72829,e669,0.0568
d72829,e785,0.0598
d72829,e8342,0.0543
d72829,e860,0.0791
d72829,e871,0.0765
d72829,e872,0.0765
d72829,e875,0.0526
d72829,e876,0.0803
d72829,f17210,0.0639
d72829,f329,0.0518
d72829,f419,0.052
d72829,g8929,0.0526
d72829,i10,0.0651
d72829,i2510,0.0558
d72829,i959,0.06
d72829,j449,0.0538
d72829,k219,0.0538
d72829,k5900,0.0556
d72829,n179,0.0702
d72829,r000,0.0719
d72829,r112,0.0533
d72829,r739,0.0778
d72829,t380x5a,0.1153
d72829,z7982,0.0516
d72829,z79899,0.0544
d72829,z87891,0.0516
d730,e83111,0.0629
d730,e8319,0.0571
d735,i76,0.0578
d735,n280,0.1116
d7389,z832,0.0747
d801,z9484,0.0727
d802,d803,0.0654
d821,q213,0.1505
d821,q2547,0.1587
d821,q2579,0.1032
d821,q9381,0.36
d849,r5081,0.0613
d849,t451x5a,0.0702
d849,z940,0.0647
d860,d8685,0.0604
d8685,d8689,0.1002
d8689,g030,0.0696
d891,n08,0.0509
d8940,i498,0.0923
d8940,q7960,0.146
d89810,g720,0.086
d89810,t8609,0.0637
d89810,t865,0.1345
d89811,e83111,0.0659
d89811,t8609,0.1635
d89811,t865,0.3759
d89812,e300,0.1425
d89812,h04123,0.0543
d89812,t8609,0.103
d89812,t865,0.0856
d89813,t8609,0.1329
d89813,t865,0.4606
d89813,z9481,0.0521
e038,e230,0.213
e038,e232,0.1369
e038,e2749,0.0764
e039,e1122,0.1443
e039,e1165,0.0998
e039,e119,0.1262
e039,e6601,0.1032
e039,e669,0.1136
e039,e7800,0.1151
e039,e785,0.2514
e039,e8342,0.0643
e039,e860,0.1074
e039,e871,0.1473
e039,e872,0.1142
e039,e875,0.0722
e039,e876,0.1469
e039,f0390,0.0801
e039,f17210,0.0777
e039,f329,0.169
e039,f419,0.1438
e039,g4733,0.1063
e039,g8929,0.1054
e039,g9341,0.0905
e039,i10,0.2058
e039,i110,0.1
e039,i129,0.1273
