Source,Target,Weight20192,Weight20201,Weight20202
p0738,z3831,0.1149,0.133,0.1277
p0739,p221,0.0843,0.0857,0.1019
p0739,p229,0.053,0.0586,0.0678
p0739,p590,0.2299,0.2183,0.2009
p0739,p700,0.0564,0.0461,0.0527
p0739,p704,0.1218,0.1172,0.1375
p0739,p929,0.1048,0.076,0.0874
p0739,z051,0.0734,0.0778,0.0724
p0739,z3801,0.0554,0.0443,0.0566
p0739,z3831,0.1159,0.1492,0.1105
p081,p0821,0.1228,0.1198,0.1046
p081,p599,0.0728,0.0678,0.0793
p081,p704,0.1059,0.122,0.1162
p081,p9683,0.0862,0.0661,0.0815
p081,z0110,0.0555,0.0535,0.0299
p081,z051,0.0637,0.0644,0.0582
p081,z2882,0.0592,0.0526,0.0635
p081,z3800,0.0572,0.0574,0.0594
p081,z3801,0.0958,0.1001,0.0999
p0821,p599,0.0679,0.07,0.0679
p0821,p9683,0.1627,0.1369,0.1344
p0821,z0110,0.0512,0.0407,0.0132
p0821,z051,0.0618,0.0503,0.057999999999999996
p0821,z2882,0.0629,0.0668,0.0627
p0821,z3800,0.0608,0.0589,0.057
p0821,z3801,0.0509,0.0476,0.0514
p09,r94120,0.4281,0.3963,0.3301
p120,p1281,0.0565,0.06,0.0486
p122,p524,0.0717,,
p122,p598,0.0523,,
p122,p8339,0.0509,,
p1281,p545,0.062,0.0522,0.0523
p1281,p831,0.0502,0.0231,0.0131
p140,p143,0.1358,,0.0571
p140,s81011d,0.0509,,
p140,s8391xa,0.05,,
p140,z052,0.0527,,
p143,p9161,0.0526,,
p153,p548,0.0687,,
p153,q833,0.0951,,
p220,p221,0.0515,0.0426,0.0655
p220,p251,0.0612,0.0575,0.053
p220,p271,0.0922,0.08199999999999999,0.0934
p220,p279,0.0599,0.0482,0.0705
p220,p284,0.4332,0.4583,0.4546
p220,p2912,0.2121,0.1901,0.1978
p220,p2989,0.0811,0.0834,0.0709
p220,p369,0.1716,0.1478,0.1798
p220,p375,0.0882,0.0961,0.1221
p220,p393,0.0529,0.055999999999999994,0.0717
p220,p520,0.0684,0.053,0.0814
p220,p545,0.0601,0.0614,0.0533
p220,p590,0.3972,0.4394,0.4442
p220,p610,0.1703,0.1395,0.1868
p220,p612,0.4985,0.4943,0.5139
p220,p615,0.0531,0.0674,0.0517
p220,p700,0.0536,0.0409,0.0435
p220,p701,0.0507,0.0564,0.0484
p220,p704,0.1295,0.1309,0.1275
p220,p711,0.0847,0.0608,0.055999999999999994
p220,p7421,0.0563,0.0642,0.0828
p220,p7422,0.1837,0.1826,0.2214
p220,p7883,0.1191,0.109,0.1288
p220,p8330,0.0665,0.0578,0.0486
p220,p8388,0.0602,0.0414,0.0608
p220,p84,0.2476,0.2633,0.2557
p220,p9209,0.115,0.1133,0.1424
p220,p922,0.0773,0.1035,0.0902
p220,p928,0.0946,0.0784,0.0914
p220,p929,0.2088,0.1681,0.1801
p220,p9689,0.1542,0.1824,0.1877
p220,q211,0.1103,0.11800000000000001,0.1381
p220,q250,0.2263,0.2168,0.2322
p220,q673,0.07400000000000001,0.0319,0.0203
p220,z051,0.1054,0.1437,0.1206
p220,z3831,0.1588,0.1623,0.1284
p221,p229,0.0735,0.0561,0.0637
p221,p284,0.0891,0.0973,0.1068
p221,p2911,0.0527,0.035,0.0352
p221,p2912,0.0605,0.0704,0.09699999999999999
p221,p2989,0.0627,0.0528,0.0495
p221,p369,0.0854,0.083,0.0647
p221,p590,0.1383,0.1612,0.1731
p221,p599,0.0782,0.0834,0.087
p221,p612,0.052000000000000005,0.0402,0.0624
p221,p700,0.0616,0.052000000000000005,0.0509
p221,p701,0.0579,0.0477,0.0596
p221,p704,0.1047,0.099,0.1178
p221,p84,0.1355,0.138,0.1464
p221,p9209,0.0524,0.034,0.0756
p221,p922,0.0973,0.0979,0.1004
p221,p929,0.1571,0.1777,0.1806
p221,p961,0.1079,0.0988,0.1284
p221,p9683,0.073,0.0675,0.0706
p221,p9689,0.0531,0.0447,0.055
p221,q211,0.0548,0.0455,0.0748
p221,q250,0.061,0.0524,0.0649
p221,z0110,0.0537,0.0447,0.0329
p221,z051,0.1161,0.1264,0.1194
p221,z3801,0.0618,0.0663,0.0683
p228,p2401,0.0653,,0.0488
p228,p928,0.05,0.02,0.0148
p229,p251,0.0515,0.0477,0.0627
p229,p284,0.1161,0.1027,0.1132
p229,p2912,0.0831,0.079,0.0988
p229,p369,0.1097,0.0905,0.0779
p229,p590,0.1219,0.1265,0.1098
p229,p612,0.0727,0.0587,0.0571
p229,p704,0.068,0.0627,0.0609
p229,p84,0.1018,0.1151,0.1209
p229,p929,0.113,0.1092,0.1155
p229,p9689,0.0597,0.0587,0.0613
p229,q250,0.0563,0.0502,0.0533
p229,z051,0.0764,0.073,0.0781
p229,z3831,0.0744,0.0591,0.0537
p239,p269,0.1071,,
p239,p598,0.0536,,
p239,p760,0.052000000000000005,,
p239,p808,0.0569,,
p239,q429,0.0728,,
p2401,p251,0.107,0.0504,0.052000000000000005
p2401,p285,0.0622,0.0605,0.0325
p2401,p2930,0.0975,0.142,0.0523
p2411,p922,0.0914,0.07400000000000001,0.0567
p250,p252,0.102,,
p250,p269,0.1169,,0.0686
p250,p271,0.0546,0.062,0.0665
p250,p278,0.0869,,
p250,p280,0.0736,0.1372,
p250,p2981,0.0585,,
p250,p521,0.1241,0.0502,
p250,p5222,0.1129,0.0661,0.1554
p250,p615,0.0502,0.0817,
p250,p7421,0.0746,0.0392,0.0425
p250,p7441,0.1215,0.172,0.1761
p250,p779,0.0629,,
p250,p8339,0.0564,,
p250,p960,0.1169,,0.0614
p250,q339,0.0905,,
p250,z3862,0.0957,,
p251,p252,0.1055,0.1633,0.1376
p251,p285,0.0561,0.0518,0.0745
p251,p2930,0.0735,0.1096,0.1279
p251,p2981,0.059000000000000004,,0.0128
p251,p369,0.0597,0.0799,0.0495
p251,p7421,0.0844,0.0432,0.0287
p251,p7422,0.0663,0.0734,0.0391
p251,p84,0.0641,0.0478,0.0473
p251,q336,0.1083,0.0723,0.0878
p252,p278,0.0518,,
p252,p2930,0.0693,,0.0126
p252,p712,0.051,,
p252,p8330,0.0582,,
p252,p960,0.0866,0.0943,0.0439
p252,q336,0.0692,0.0595,0.0392
p252,q339,0.0525,,
p269,p271,0.0699,0.0463,0.0221
p269,p2930,0.0699,0.0382,0.0513
p269,p389,0.0523,,
p269,p393,0.0581,0.0513,0.0248
p269,p521,0.1478,0.0849,
p269,p5221,0.0597,0.1085,
p269,p5222,0.09300000000000001,0.1526,0.0981
p269,p60,0.1277,0.2222,0.1976
p269,p610,0.0548,0.0339,0.0337
p269,p616,0.055999999999999994,0.1129,0.1875
p269,p711,0.0525,0.0813,0.0439
p269,p7421,0.0881,0.0951,0.0564
p269,p7432,0.0908,0.0259,0.0442
p269,p7441,0.0854,0.0316,
p269,p74421,0.0708,0.1368,0.0386
p269,p9161,0.1023,,
p269,p9162,0.0536,,
p269,p960,0.0952,0.0995,0.0569
p269,q429,0.0597,,
p271,p2810,0.0558,0.0905,0.179
p271,p284,0.0748,0.0632,0.0804
p271,p285,0.0698,0.0604,0.0421
p271,p393,0.083,0.0668,0.0998
p271,p520,0.0799,0.0737,0.0935
p271,p521,0.0692,0.0308,0.0846
p271,p590,0.0507,0.0425,0.048
p271,p610,0.1027,0.078,0.1329
p271,p612,0.155,0.1347,0.1448
p271,p615,0.0897,0.0873,0.0404
p271,p711,0.063,0.0474,0.0549
p271,p7421,0.1109,0.0869,0.12300000000000001
p271,p7422,0.2192,0.1613,0.1049
p271,p7432,0.0794,0.0524,0.07
p271,p7441,0.1744,0.0836,0.128
p271,p74421,0.0538,0.0839,0.0431
p271,p7883,0.067,0.0559,0.0535
p271,p8330,0.0901,0.0287,0.0583
p271,p84,0.0667,0.047,0.0399
p271,p928,0.0602,0.0463,0.0636
p271,q250,0.12,0.1198,0.0996
p271,q320,0.0662,0.0909,0.0429
p278,p280,0.2281,,
p278,p364,0.0951,,
p278,p615,0.0504,,
p278,p779,0.0644,,
p278,p8339,0.115,,
p278,p912,0.076,,
p278,t85528a,0.0501,,
p278,z0572,0.0575,,
p279,p2810,0.0743,0.0491,0.1427
p279,p284,0.0531,0.0478,0.0553
p279,p520,0.1134,0.0749,0.0512
p279,p612,0.0965,0.087,0.1146
p279,p7422,0.0894,0.1137,0.1221
p279,p761,0.0505,,0.0859
p279,p7883,0.0596,0.0669,0.066
p279,p8330,0.1092,0.1486,0.0827
p279,p926,0.061,,0.0153
p279,q250,0.0586,0.0655,0.0813
p279,q673,0.0554,0.0734,0.0435
p280,p364,0.0784,,
p280,p722,0.0712,,
p280,p8339,0.0531,,
p280,z052,0.0736,,0.0527
p280,z0572,0.0531,,
p2810,p284,0.0517,0.0566,0.0581
p2810,p285,0.1188,0.1318,0.094
p2810,p2889,0.085,0.1073,0.0451
p2810,p2930,0.0947,0.1,0.1255
p2810,p369,0.0542,0.0348,0.0583
p2810,p393,0.0538,0.0905,0.0715
p2810,p398,0.0739,0.0462,0.0311
p2810,p520,0.0731,0.052000000000000005,0.0741
p2810,p521,0.0733,0.0151,0.0783
p2810,p60,0.1286,0.0609,0.0985
p2810,p610,0.0615,0.0801,0.1257
p2810,p612,0.0721,0.0674,0.0891
p2810,p614,0.0874,0.0791,0.1
p2810,p711,0.0878,0.0832,0.075
p2810,p741,0.0849,0.033,0.0328
p2810,p7421,0.1081,0.0864,0.0778
p2810,p7422,0.1099,0.1109,0.1062
p2810,p7431,0.0681,0.0684,0.0562
p2810,p7432,0.2279,0.0824,0.0978
p2810,p7441,0.0557,0.1153,0.1437
p2810,p74421,0.0582,0.0586,0.0327
p2810,p761,0.11,0.0458,0.0806
p2810,p7883,0.064,0.0572,0.0523
p2810,p8330,0.17300000000000001,0.1081,0.1322
p2810,p84,0.0587,0.0728,0.0439
p2810,p926,0.0514,0.051,0.0583
p2810,p9689,0.0661,0.0861,0.0749
p2810,q203,0.0588,0.0565,0.0432
p2810,q228,0.0708,0.0797,0.0707
p2810,q233,0.059000000000000004,0.0302,0.034
p2810,q250,0.078,0.0831,0.0909
p2810,q251,0.1174,0.0792,0.0886
p2810,q2542,0.0747,0.0763,0.0997
p2810,q262,0.0604,0.0453,0.0174
p284,p285,0.1843,0.182,0.1447
p284,p2912,0.3022,0.3142,0.3293
p284,p2989,0.0888,0.0831,0.0644
p284,p369,0.138,0.0995,0.1326
p284,p375,0.0901,0.1013,0.1042
p284,p393,0.053,0.0565,0.065
p284,p520,0.0584,0.0627,0.0638
p284,p545,0.0627,0.0498,0.0518
p284,p590,0.4355,0.4499,0.4271
p284,p610,0.1367,0.1027,0.1542
p284,p612,0.4899,0.4755,0.5092
p284,p704,0.1531,0.128,0.1437
p284,p711,0.0726,0.0536,0.0508
p284,p7422,0.1613,0.1456,0.2006
p284,p7883,0.1234,0.1339,0.1687
p284,p8330,0.061,0.0567,0.0553
p284,p8388,0.0608,0.0487,0.0543
p284,p84,0.2226,0.2479,0.2442
p284,p9209,0.1081,0.136,0.1835
p284,p922,0.0871,0.1467,0.1163
p284,p928,0.0782,0.0629,0.0848
p284,p929,0.2004,0.1888,0.1727
p284,p9689,0.1777,0.1762,0.2051
p284,q211,0.1235,0.1232,0.1329
p284,q250,0.2005,0.1855,0.209
p284,q673,0.0723,0.0267,0.0269
p284,z051,0.1243,0.1401,0.131
p284,z3801,0.0532,0.0538,0.0561
p284,z3831,0.1756,0.1571,0.1356
p285,p2912,0.0956,0.1264,0.11199999999999999
p285,p2930,0.0969,0.09,0.1065
p285,p369,0.1342,0.1188,0.1273
p285,p375,0.0687,0.0603,0.0448
p285,p590,0.1167,0.0926,0.0889
p285,p60,0.0547,0.0251,0.0368
p285,p610,0.1246,0.1377,0.1261
p285,p612,0.1822,0.1522,0.1442
p285,p614,0.0755,0.0852,0.0715
p285,p704,0.0637,0.0586,0.044000000000000004
p285,p711,0.077,0.0684,0.1016
p285,p7421,0.0566,0.0525,0.0572
p285,p7422,0.1154,0.1377,0.115
p285,p7432,0.0868,0.0416,0.0583
p285,p7441,0.0519,0.0362,0.0478
p285,p7883,0.057,0.0738,0.0687
p285,p8330,0.0755,0.0386,0.0617
p285,p84,0.2365,0.2484,0.2041
p285,p90,0.0934,0.07400000000000001,0.1103
p285,p9209,0.0858,0.08,0.0821
p285,p922,0.0904,0.0789,0.0818
p285,p928,0.0506,0.0594,0.083
p285,p929,0.1187,0.114,0.0813
p285,p9689,0.161,0.156,0.1335
p285,q210,0.0694,0.0803,0.0562
p285,q211,0.092,0.0719,0.0715
p285,q250,0.1689,0.1509,0.1497
p2889,p2912,0.05,0.0352,0.0405
p2889,p2930,0.0548,0.0584,0.0489
p2889,p7432,0.0603,0.0203,0.0381
p2889,p7883,0.0597,0.0388,0.0584
p290,p2930,0.0984,,0.0129
p290,p2981,0.1023,,
p290,p523,0.0687,,
p290,p60,0.1317,,0.1228
p290,p712,0.1307,,0.0614
p290,p772,0.0637,,
p290,p779,0.054000000000000006,,
p290,p960,0.0511,,0.0614
p290,q174,0.077,,
p290,q692,0.1577,,
p290,q699,0.0872,,0.0518
p2911,p819,0.0813,0.0652,0.0661
p2912,p369,0.0644,0.0512,0.0696
p2912,p375,0.0943,0.0796,0.0954
p2912,p590,0.2021,0.1948,0.2033
p2912,p610,0.0885,0.0864,0.1277
p2912,p612,0.2338,0.2263,0.2352
p2912,p704,0.0722,0.0643,0.0701
p2912,p711,0.0642,0.065,0.0435
p2912,p7422,0.0791,0.0945,0.1438
p2912,p7883,0.1078,0.1019,0.1549
p2912,p8330,0.0625,0.0362,0.0357
p2912,p8388,0.0562,0.0694,0.065
p2912,p84,0.126,0.1372,0.1475
p2912,p9209,0.1269,0.1244,0.1324
p2912,p922,0.0991,0.1302,0.1412
p2912,p928,0.0826,0.0661,0.067
p2912,p929,0.1234,0.1112,0.1139
p2912,p9689,0.0887,0.0911,0.0975
p2912,q250,0.0507,0.0462,0.0474
p2912,z051,0.0563,0.0611,0.0608
p2912,z3830,0.0533,0.0647,0.0602
p2912,z3831,0.107,0.0711,0.0862
p2930,p369,0.0635,0.099,0.0457
p2930,p520,0.0578,0.034,0.0726
p2930,p60,0.09300000000000001,0.0381,0.0871
p2930,p610,0.0697,0.0884,0.1221
p2930,p614,0.0628,0.0507,0.0288
p2930,p711,0.0597,0.0663,0.0925
p2930,p7421,0.0829,0.0435,0.0576
p2930,p7422,0.0514,0.0283,0.0831
p2930,p7432,0.1139,0.0236,0.0338
p2930,p7441,0.052000000000000005,0.0122,0.0368
p2930,p8330,0.0932,0.0426,0.0761
p2930,p84,0.0624,0.0744,0.0765
p2930,p90,0.054000000000000006,0.0389,0.0465
p2930,p9689,0.0547,0.06,0.0573
p2930,q228,0.0785,0.069,0.0341
p2930,q336,0.087,0.0607,0.0885
p2930,q790,0.0694,0.025,0.0636
p2981,p60,0.1277,0.0555,0.0422
p2981,p616,0.055999999999999994,,
p2981,p7431,0.1043,0.0271,
p2981,p7449,0.0585,,
p2981,p772,0.0573,,
p2981,p90,0.0571,0.0293,0.0266
p2981,p9160,0.0591,0.0333,0.0209
p2981,p9162,0.1607,,0.0951
p2981,p960,0.0952,,
p2989,p590,0.0797,0.0695,0.0622
p2989,p612,0.0761,0.0754,0.0707
p2989,p701,0.055,0.0444,0.0392
p364,p389,0.0717,,
p364,p615,0.0506,0.0396,
p364,p722,0.0862,,
p364,p7431,0.0555,,
p364,p7432,0.0561,0.0259,0.0446
p364,z0572,0.0585,,
p369,p520,0.0546,0.0353,0.0233
p369,p590,0.11199999999999999,0.0827,0.095
p369,p60,0.0519,0.0278,0.0278
p369,p610,0.0876,0.0783,0.1168
p369,p612,0.1644,0.135,0.1619
p369,p704,0.0701,0.0483,0.0471
p369,p7883,0.0573,0.0464,0.052000000000000005
p369,p8330,0.051,0.0467,0.0234
p369,p84,0.1416,0.1256,0.1369
p369,p90,0.0533,0.0346,0.0649
p369,p9209,0.0522,0.0495,0.0617
p369,p929,0.0585,0.0517,0.0365
p369,p9689,0.0871,0.0801,0.1043
p369,q250,0.0673,0.0713,0.0752
p375,p590,0.0775,0.0842,0.0972
p375,p610,0.0608,0.0593,0.0772
p375,p612,0.1176,0.1229,0.14800000000000002
p375,p711,0.069,0.0335,0.0444
p375,p7422,0.0921,0.0728,0.0938
p375,p7883,0.1194,0.0609,0.1186
p375,p8330,0.0933,0.0283,0.0551
p375,p8388,0.1409,0.1001,0.1288
p375,p84,0.0625,0.0522,0.0513
p375,p9209,0.0844,0.1074,0.1133
p375,p928,0.052000000000000005,0.0511,0.0709
p375,p929,0.061,0.0694,0.0668
p375,p961,0.1023,0.1037,0.1371
p375,p9689,0.0715,0.0543,0.0648
p389,p598,0.0523,,
p389,p761,0.0555,,
p389,p8381,0.1397,,
p389,p960,0.0523,,
p389,q644,0.1047,,0.068
p391,p5221,0.0523,,
p391,p8330,0.0655,0.0486,0.0441
p393,p521,0.0564,0.0383,0.0704
p393,p610,0.0525,0.0677,0.0901
p393,p612,0.0895,0.0814,0.1053
p393,p741,0.0687,0.0389,0.0595
p393,p7421,0.0741,0.0875,0.0659
p393,p7422,0.0977,0.1077,0.0972
p393,p7441,0.0673,0.0616,0.0474
p393,p74421,0.0701,0.0498,0.024
p393,p761,0.09300000000000001,0.0257,0.1192
p393,p926,0.0623,0.0561,0.045
p393,q627,0.057999999999999996,0.0387,0.0621
p398,p741,0.0651,0.0926,0.0178
p398,p7883,0.052000000000000005,0.0218,0.0069
p398,p926,0.0756,0.0537,0.0405
p520,p610,0.0535,0.0827,0.1394
p520,p612,0.1096,0.0993,0.1039
p520,p711,0.0561,0.0595,0.0837
p520,p7421,0.0717,0.0755,0.099
p520,p7422,0.10099999999999999,0.0849,0.1161
p520,p7432,0.0544,0.0717,0.0688
p520,p7441,0.1166,0.0977,0.0626
p520,p74422,0.1143,0.0624,0.0509
p520,p7883,0.0518,0.0456,0.0521
p520,p8330,0.0597,0.057999999999999996,0.0913
p520,q250,0.0515,0.0537,0.0503
p520,q320,0.0583,,
p520,q673,0.055,0.0328,0.0315
p521,p5221,0.0836,,0.0322
p521,p610,0.0501,0.017,0.0478
p521,p612,0.0595,0.0462,0.0682
p521,p7421,0.0712,0.0939,0.0526
p521,p7422,0.0802,0.0437,0.0678
p521,p7432,0.052000000000000005,0.0253,0.0189
p521,p7441,0.0512,0.0916,0.0499
p521,p779,0.076,0.0833,
p521,p8330,0.0855,0.053,0.0514
p521,q233,0.0645,0.0392,
p5221,p5222,0.115,0.0642,
p5221,p616,0.0794,,
p5221,p740,0.0751,,
p5221,p7441,0.0916,,
p5221,p772,0.083,,
p5221,p779,0.0644,0.0525,0.1004
p5221,p8339,0.0575,,
p5221,p912,0.076,,0.0614
p5221,p9162,0.0728,,
p5221,p960,0.0597,,
p5221,q112,0.083,,
p5221,q375,0.0909,,
p5221,q627,0.0575,,
p5222,p524,0.0585,,
p5222,p60,0.1895,0.1483,0.0354
p5222,p616,0.0542,,0.0981
p5222,p7422,0.0558,0.0251,0.0315
p5222,p7431,0.0518,0.0789,0.0647
p5222,p7441,0.0847,,0.0944
p5222,p761,0.0536,,
p5222,p90,0.057,0.0435,0.039
p5222,p912,0.1062,,0.1848
p5222,p9162,0.052000000000000005,,
p5222,p960,0.09300000000000001,0.0571,
p5222,q039,0.1025,0.0453,0.0589
p523,p524,0.2,,
p523,p8339,0.0585,,
p523,q385,0.0585,,
p524,p779,0.0659,,
p524,q232,0.0687,,
p524,s92325a,0.0905,,
p524,s92411a,0.0905,,
p541,p598,0.079,0.0363,0.0339
p541,p740,0.0612,,0.028999999999999998
p541,p7432,0.0528,,0.0208
p541,p761,0.0504,0.0531,
p541,p779,0.0816,0.0515,0.113
p541,p9201,0.10400000000000001,,0.0197
p545,p590,0.0548,0.0437,0.0481
p545,p612,0.0705,0.0535,0.0546
p545,p84,0.063,0.0325,0.038
p551,z0110,0.0668,0.0524,0.0356
p590,p610,0.1295,0.1067,0.1132
p590,p612,0.374,0.382,0.4038
p590,p700,0.0757,0.0519,0.0677
p590,p701,0.0576,0.0617,0.0693
p590,p704,0.214,0.2094,0.2251
p590,p711,0.057,0.0472,0.0489
p590,p7422,0.1096,0.1104,0.1376
p590,p7883,0.07,0.0709,0.0939
p590,p8388,0.0592,0.0492,0.0614
p590,p84,0.16899999999999998,0.1637,0.1697
p590,p9209,0.0981,0.1045,0.1483
p590,p922,0.1244,0.1489,0.1178
p590,p928,0.0736,0.0849,0.1033
p590,p929,0.2771,0.2437,0.2663
p590,p9689,0.1396,0.1428,0.1502
p590,q211,0.1335,0.1328,0.1519
p590,q250,0.1637,0.1515,0.1689
p590,q673,0.0531,0.0258,0.0278
p590,z0110,0.0532,0.0528,0.0342
p590,z051,0.1999,0.2141,0.1995
p590,z3801,0.0897,0.08199999999999999,0.0822
p590,z3831,0.184,0.2014,0.1644
p593,p741,0.0706,0.078,0.0545
p593,p926,0.0672,0.0289,
p598,p722,0.0573,,
p598,q411,0.0573,,
p598,z0541,0.0608,,
p599,p704,0.0832,0.0741,0.0737
p599,p929,0.0708,0.0714,0.0836
p599,p9683,0.0894,0.0834,0.0808
p599,z0110,0.07,0.0747,0.0463
p599,z051,0.1652,0.1542,0.1496
p599,z23,0.1215,0.11599999999999999,0.0946
p599,z3800,0.1688,0.1506,0.1384
p599,z3801,0.1911,0.1664,0.1485
p60,p610,0.1044,0.0509,0.096
p60,p614,0.0566,0.0943,0.068
p60,p711,0.0612,0.0947,0.0429
p60,p740,0.0799,,0.0276
p60,p7421,0.0556,0.0189,0.0408
p60,p7431,0.1338,0.1517,0.0616
p60,p7432,0.0669,0.0514,0.1013
p60,p74421,0.0547,,
p60,p761,0.1372,0.0444,0.0587
p60,p772,0.0688,,
p60,p779,0.0978,0.0435,0.1045
p60,p8330,0.0695,0.0356,0.0726
p60,p90,0.1104,0.1003,0.0894
p60,p9161,0.0658,,0.0844
p60,p9162,0.1006,0.0515,0.0418
p60,p9163,0.0894,0.0989,0.1794
p60,p960,0.0639,0.0968,0.076
p60,q039,0.0695,0.0298,
p60,q228,0.0811,,0.0416
p610,p612,0.2286,0.1678,0.2364
p610,p615,0.0721,0.1534,0.1183
p610,p704,0.0745,0.0724,0.0722
p610,p711,0.1219,0.1209,0.1194
p610,p7421,0.0657,0.0765,0.0823
p610,p7422,0.1734,0.1854,0.1923
p610,p7432,0.0756,0.0613,0.0756
p610,p761,0.0588,0.0226,0.0431
p610,p7883,0.0913,0.0649,0.0915
p610,p8330,0.0744,0.0706,0.0657
p610,p8388,0.0551,0.0674,0.0625
p610,p84,0.1215,0.1126,0.1203
p610,p90,0.0639,0.0689,0.0726
p610,p9209,0.0694,0.0706,0.0856
p610,p922,0.1294,0.1149,0.1263
p610,p928,0.0713,0.0919,0.0589
p610,p929,0.0836,0.0686,0.0638
p610,p942,0.0561,0.0375,0.035
p610,p9689,0.109,0.0954,0.1238
p610,q210,0.0516,0.057,0.0603
p610,q211,0.0502,0.0465,0.0582
p610,q228,0.0577,0.0277,0.0378
p610,q250,0.1496,0.1242,0.1534
p610,q673,0.0565,0.0207,0.0227
p610,q909,0.0525,0.0248,0.0451
p612,p615,0.0681,0.1015,0.066
p612,p704,0.1012,0.0892,0.099
p612,p711,0.0972,0.0719,0.0692
p612,p7421,0.0851,0.0846,0.1141
p612,p7422,0.235,0.2406,0.2673
p612,p7432,0.0526,0.0631,0.0574
p612,p7441,0.0616,0.0534,0.0491
p612,p761,0.066,0.0268,0.0533
p612,p7883,0.168,0.1654,0.2044
p612,p8330,0.0873,0.0796,0.0574
p612,p8388,0.068,0.0547,0.0675
p612,p84,0.2396,0.1989,0.2132
p612,p9209,0.1417,0.1221,0.1894
p612,p922,0.11199999999999999,0.1659,0.1362
p612,p928,0.1296,0.0826,0.10800000000000001
p612,p929,0.14800000000000002,0.14,0.1216
p612,p9689,0.2075,0.2172,0.2321
p612,q210,0.0553,0.0492,0.057
p612,q211,0.1197,0.111,0.1362
p612,q250,0.2566,0.2546,0.2718
p612,q673,0.1218,0.0454,0.0506
p612,z051,0.0758,0.0923,0.0907
p612,z3831,0.1591,0.1364,0.1268
p614,p711,0.0612,0.0949,0.0699
p614,p7432,0.0834,0.0705,0.0363
p614,p8330,0.0753,0.0122,0.1045
p614,p90,0.1203,0.0873,0.11699999999999999
p614,p9160,0.0696,0.0147,0.0355
p614,q228,0.0586,0.0408,0.0366
p614,q233,0.0585,,
p614,q336,0.0657,0.0294,
p615,p711,0.0786,0.0692,0.0803
p615,p718,0.0853,0.1012,0.0348
p615,p7422,0.0908,0.1083,0.0567
p615,p7441,0.1194,0.1082,0.0202
p615,p74421,0.0656,0.07400000000000001,0.0418
p615,p761,0.0581,0.0594,0.0205
p615,p928,0.0634,0.0652,0.0341
p615,z3862,0.0923,,
p616,p7431,0.0545,,
p616,p7449,0.0767,0.0736,0.0606
p616,p9162,0.0665,0.0736,0.1457
p616,p9163,0.09300000000000001,0.1359,0.0505
p616,q642,0.055999999999999994,,
p616,r1901,0.0689,,
p618,p7441,0.0579,,
p618,p839,0.0629,,
p618,p9162,0.0569,,
p700,z0110,0.0592,0.0396,0.0255
p700,z3801,0.0517,0.0446,0.0568
p704,p7422,0.0577,0.0464,0.0573
p704,p84,0.1022,0.0914,0.1105
p704,p929,0.1621,0.1405,0.1327
p704,p9683,0.0508,0.0532,0.0673
p704,p9689,0.0648,0.061,0.0709
p704,q211,0.062,0.064,0.0753
p704,q250,0.0731,0.0642,0.066
p704,z0110,0.0586,0.0575,0.0305
p704,z051,0.1341,0.1479,0.1406
p704,z3801,0.0829,0.0884,0.0953
p704,z3831,0.0925,0.0989,0.0877
p711,p712,0.0635,0.096,0.1093
p711,p7421,0.0695,0.1024,0.1049
p711,p7422,0.1881,0.2118,0.1667
p711,p7432,0.1945,0.11199999999999999,0.1193
p711,p74421,0.0618,0.0656,0.0642
p711,p761,0.05,0.0271,0.0213
p711,p7883,0.0703,0.0417,0.0356
p711,p8330,0.0868,0.0667,0.057999999999999996
p711,p84,0.0695,0.0585,0.078
p711,p90,0.094,0.0808,0.0936
p711,p922,0.0785,0.0836,0.065
p711,p9689,0.0506,0.0472,0.0533
p711,q250,0.0668,0.0434,0.069
p711,q336,0.0588,,0.0217
p712,p7432,0.0931,0.1625,0.0872
p712,p772,0.0799,,
p712,q410,0.1359,,0.0584
p712,q790,0.0527,0.0422,0.0487
p718,p740,0.0548,0.0483,
p718,p7432,0.0507,0.0808,0.0508
p718,p74421,0.0563,0.0235,0.0218
p718,p761,0.07,,0.0212
p722,q564,0.083,,
p722,z052,0.0799,0.062,
p722,z6710,0.0553,,
p740,p7422,0.0554,0.0436,0.0522
p740,p7431,0.0918,0.047,0.0194
p740,p7432,0.051,0.0476,0.0192
p740,p74421,0.0857,0.0298,0.0818
p740,p779,0.0695,,
p740,p9160,0.0757,,0.0725
p740,p928,0.0581,0.0204,0.0394
p740,p960,0.0679,,
p741,p7421,0.222,0.1045,0.2018
p741,p7422,0.0561,0.0369,0.0458
p741,p7431,0.0679,0.0366,0.0515
p741,p74421,0.0609,0.0659,0.0813
p741,p926,0.1243,0.0531,0.0957
p741,p9689,0.0503,0.0424,0.053
p7421,p7422,0.1151,0.0959,0.1386
p7421,p7431,0.0797,0.1132,0.0851
p7421,p7432,0.0823,0.114,0.0969
p7421,p7441,0.1221,0.0698,0.04
p7421,p74421,0.1981,0.2144,0.1897
p7421,p84,0.0511,0.0463,0.0657
p7421,p90,0.0643,0.0237,0.0195
p7421,p926,0.0754,0.0881,0.0499
p7421,p9689,0.0529,0.0475,0.0536
p7422,p7431,0.0852,0.141,0.0875
p7422,p7432,0.142,0.1227,0.1131
p7422,p7441,0.1528,0.0867,0.0784
p7422,p74421,0.0801,0.0869,0.0681
