Source,Target,Weight20192,Weight20201,Weight20202
f12188,g43a0,0.0567,,
f1220,f1420,0.0548,0.0616,0.0563
f1220,f1520,0.1733,0.1648,0.2001
f1220,f250,0.0513,0.0469,0.0451
f1220,f29,0.0683,0.0833,0.0959
f1220,f332,0.0544,0.0595,0.066
f1220,r45850,0.0625,0.0684,0.0683
f1220,r45851,0.0615,0.0758,0.081
f1220,z13228,0.0693,0.0888,0.0937
f1220,z560,0.0884,0.0839,0.0995
f1220,z590,0.0521,0.0508,0.0671
f1220,z62810,0.0906,0.1168,0.1133
f1220,z62811,0.0877,0.1146,0.1116
f1220,z653,0.0812,0.0824,0.0738
f1220,z915,0.0878,0.0964,0.1041
f1221,f1421,0.0985,0.1173,0.0975
f1221,f1521,0.1621,0.10400000000000001,0.0749
f12288,f1524,0.0614,,
f12288,t65291a,0.0659,,
f1229,f1329,0.0799,,
f1229,f15288,0.083,0.062,
f1229,f1529,0.1374,0.0894,
f1290,f1510,0.053,0.0533,0.0497
f1290,f1590,0.084,0.0768,0.0728
f1290,f17210,0.0644,0.0683,0.0599
f1290,f319,0.0531,0.0544,0.0556
f1290,f4310,0.0563,0.0597,0.0675
f1290,o99324,0.0768,0.0784,0.0976
f1290,z9119,0.0503,0.0504,0.0409
f12929,t23201a,0.0535,,
f12929,t23202a,0.0525,,
f12929,t365x5a,0.0564,,
f12929,t407x2a,0.0564,,
f12929,t5192xa,0.0515,,
f12980,f1594,0.0637,,
f1299,f1599,0.0581,0.1442,0.1307
f1310,f1410,0.0582,0.0476,0.0651
f1311,f1611,0.068,0.0472,
f1311,s06890s,0.0833,,
f1321,f1421,0.0561,0.0187,0.1321
f13230,f19939,0.0518,,
f13230,t43226a,0.0504,0.0079,0.0239
f13231,m0550,0.0632,,
f13231,t184xxa,0.0822,,
f13239,f1523,0.0545,0.054000000000000006,0.0707
f1329,k8522,0.0799,,
f1410,f1510,0.0689,0.0815,0.0733
f1411,f1511,0.1314,0.0963,0.0869
f14129,f19939,0.0594,,
f14129,s1201xa,0.0665,,
f14129,t405x1a,0.1167,0.1129,0.0201
f14188,k22719,0.0799,,
f14188,t405x1a,0.0853,,
f14188,t405x5a,0.0769,,
f1419,f1529,0.1727,,
f1419,g5630,0.0642,,
f1419,i69992,0.0571,,
f1419,m10062,0.0642,,
f1419,m79a12,0.068,,
f1419,o2301,0.0642,,
f1419,o99311,0.0698,,
f1421,f1521,0.0794,0.0863,0.0673
f1421,f1611,0.0969,0.0191,
f1490,f1590,0.0612,0.0586,0.0364
f1510,f17200,0.0958,0.0978,0.1126
f1510,f17210,0.1138,0.1155,0.1217
f1510,f319,0.071,0.0742,0.0732
f1510,f332,0.0529,0.057,0.0552
f1510,f4310,0.0624,0.0579,0.065
f1510,g92,0.0765,0.0783,0.0779
f1510,m6282,0.0702,0.0634,0.0756
f1510,r45851,0.0894,0.0932,0.0992
f1510,z560,0.0611,0.0708,0.1094
f1510,z590,0.2211,0.2252,0.2323
f1510,z720,0.0577,0.069,0.0698
f1510,z9114,0.111,0.1256,0.1304
f1510,z9119,0.0931,0.1085,0.1074
f1510,z915,0.0716,0.0756,0.0825
f15121,f15150,0.0518,,
f15121,f19159,0.0518,,
f15121,g2409,0.0502,,
f15129,t43621a,0.1232,0.0921,0.0923
f1514,f15159,0.0692,0.0404,0.0432
f15150,f15151,0.0555,,
f15150,s61214a,0.0555,,
f15150,s61216a,0.0644,,
f15150,s66124a,0.0951,,
f15150,t7621xa,0.076,,
f15151,z659,0.0515,,
f15188,t43622a,0.0512,,
f1520,f17200,0.068,0.0922,0.0973
f1520,f17210,0.0569,0.0548,0.0518
f1520,f250,0.0952,0.1206,0.1311
f1520,f29,0.0807,0.0927,0.1132
f1520,f332,0.1232,0.1398,0.11900000000000001
f1520,f333,0.1164,0.11800000000000001,0.1133
f1520,g4700,0.0706,0.0629,0.0509
f1520,r45850,0.0856,0.0985,0.073
f1520,r45851,0.1265,0.146,0.1331
f1520,z560,0.2008,0.2027,0.1766
f1520,z590,0.1907,0.1982,0.1966
f1520,z62810,0.13,0.1269,0.1178
f1520,z62811,0.0922,0.1005,0.0904
f1520,z653,0.0549,0.0658,0.0661
f1520,z720,0.0711,0.0761,0.1319
f1520,z9114,0.0691,0.0661,0.0883
f1520,z91410,0.0669,0.0661,0.0664
f1520,z915,0.1433,0.1625,0.1493
f1523,f333,0.0613,0.0877,0.0842
f15288,h9212,0.083,,
f15288,l97413,0.0575,,
f1590,o99324,0.1045,0.0931,0.1017
f1593,f15959,0.0512,,0.0155
f1610,f1810,0.0777,0.1059,0.0695
f1611,o9a211,0.0606,,
f17200,f322,0.0558,0.0581,0.0681
f17200,f332,0.1098,0.159,0.1821
f17200,f419,0.0617,0.0741,0.0592
f17200,f4310,0.0551,0.0512,0.0591
f17200,g4700,0.1023,0.1468,0.1307
f17200,m549,0.0516,0.0554,0.0552
f17200,r45851,0.1257,0.1503,0.1604
f17200,z560,0.0707,0.0816,0.0771
f17200,z590,0.1348,0.1593,0.1683
f17200,z62810,0.0783,0.1044,0.1143
f17200,z62811,0.0507,0.0713,0.0749
f17200,z9114,0.075,0.0711,0.0846
f17200,z9119,0.0573,0.0551,0.0384
f17200,z915,0.1002,0.1253,0.1246
f17210,f319,0.0776,0.0806,0.084
f17210,f329,0.1443,0.1468,0.1439
f17210,f332,0.0525,0.0447,0.0365
f17210,f419,0.1719,0.1616,0.1661
f17210,f4310,0.0669,0.0619,0.066
f17210,g40909,0.0508,0.049,0.0489
f17210,g4700,0.0721,0.0454,0.0493
f17210,g8929,0.1432,0.1407,0.1307
f17210,g9341,0.051,0.0566,0.0623
f17210,i10,0.1801,0.1852,0.1773
f17210,i110,0.0693,0.078,0.0722
f17210,i2510,0.1233,0.1289,0.1218
f17210,i252,0.067,0.0678,0.0637
f17210,j189,0.0624,0.0945,0.0759
f17210,j440,0.0528,0.0795,0.0507
f17210,j441,0.0928,0.1194,0.0796
f17210,j449,0.1493,0.1406,0.1467
f17210,j45909,0.0742,0.0759,0.0753
f17210,j9601,0.1027,0.11599999999999999,0.1018
f17210,k219,0.1272,0.1252,0.1237
f17210,k5900,0.061,0.0576,0.0695
f17210,m1990,0.0564,0.0491,0.0451
f17210,m549,0.064,0.0577,0.0578
f17210,n179,0.1193,0.1189,0.1259
f17210,n390,0.065,0.0632,0.0717
f17210,r45851,0.1831,0.1661,0.1515
f17210,z23,0.0552,0.0463,0.0574
f17210,z560,0.0682,0.0735,0.0696
f17210,z590,0.1655,0.1636,0.1534
f17210,z62810,0.0505,0.0378,0.0314
f17210,z66,0.0581,0.0662,0.0661
f17210,z716,0.0609,0.0519,0.0479
f17210,z7901,0.0723,0.0765,0.0801
f17210,z7902,0.0578,0.065,0.0725
f17210,z794,0.1023,0.1061,0.1052
f17210,z7982,0.1253,0.1314,0.1323
f17210,z7984,0.0821,0.0884,0.0794
f17210,z79891,0.0533,0.052000000000000005,0.0434
f17210,z79899,0.1822,0.1941,0.1922
f17210,z8249,0.0504,0.0511,0.0295
f17210,z8673,0.0594,0.059000000000000004,0.0613
f17210,z880,0.0571,0.0516,0.0512
f17210,z9049,0.0561,0.049,0.0538
f17210,z9114,0.1024,0.0981,0.1019
f17210,z9119,0.0833,0.0862,0.0833
f17210,z915,0.1155,0.1074,0.10099999999999999
f17210,z955,0.0611,0.0603,0.0561
f17210,z9981,0.065,0.0722,0.0567
f17213,r52,0.0785,0.184,0.11900000000000001
f17213,z13228,0.2579,0.2678,0.16
f17218,i69820,0.062,,
f17218,i69851,0.0511,,
f17218,i70238,0.0511,,
f17218,i7419,0.0687,,
f17218,t384x5a,0.067,,
f1914,t401x2a,0.0719,,
f19230,j1529,0.083,,
f19921,g2589,0.1054,,
f19921,r402334,0.0654,,
f19921,t43291a,0.0905,,
f19921,t43295a,0.0799,,
f19921,t447x1a,0.0629,,
f19921,t507x5a,0.0527,,
f19951,l03019,0.083,,
f2081,s71132a,0.0714,,
f209,f319,0.0813,0.0828,0.0824
f209,z590,0.064,0.0668,0.071
f209,z9114,0.0559,0.0517,0.0555
f21,s72051a,0.0714,,
f21,t402x4a,0.0599,,
f22,f29,0.0539,0.0292,0.0275
f23,z111,0.0506,0.0165,0.0113
f250,r45850,0.0822,0.1037,0.0997
f250,r45851,0.0566,0.0644,0.0617
f250,z560,0.0835,0.0914,0.0686
f250,z590,0.0603,0.0783,0.0827
f250,z716,0.08199999999999999,0.0582,0.0472
f250,z915,0.0532,0.0751,0.0696
f258,m6589,0.0822,,
f259,f319,0.0563,0.0521,0.0538
f259,f603,0.054000000000000006,0.0498,0.0447
f259,z590,0.0573,0.0527,0.0485
f28,f3481,0.1093,0.0553,0.0168
f28,f902,0.0785,0.0613,0.0071
f28,r454,0.0628,0.0079,
f29,r45850,0.07400000000000001,0.0633,0.0531
f29,z111,0.0714,0.1144,0.1385
f29,z560,0.1279,0.1278,0.1735
f29,z590,0.0789,0.0881,0.0923
f29,z62810,0.0507,0.0436,0.0468
f29,z653,0.1029,0.1117,0.1495
f29,z9114,0.069,0.0641,0.0653
f29,z915,0.0734,0.071,0.0696
f3131,k50812,0.0539,,
f3131,s52612d,0.0698,,
f314,f4312,0.0652,0.0667,0.0521
f314,z62811,0.0567,0.042,0.0305
f3163,g43709,0.0502,,
f3164,f902,0.0725,0.0599,0.0492
f3189,z559,0.0592,0.0687,0.048
f3189,z62812,0.0676,0.0474,0.0686
f3189,z77128,0.0653,0.0333,0.0299
f319,f419,0.0774,0.0818,0.0791
f319,f4310,0.1233,0.1238,0.1261
f319,f603,0.055999999999999994,0.0587,0.0524
f319,f909,0.0626,0.0666,0.0609
f319,g40909,0.0674,0.0653,0.0657
f319,g8929,0.0521,0.0563,0.0567
f319,j45909,0.0547,0.0595,0.0539
f319,m797,0.055999999999999994,0.0499,0.0572
f319,r45851,0.06,0.0685,0.0636
f319,z590,0.0725,0.084,0.0845
f319,z9114,0.0609,0.0666,0.0739
f319,z9119,0.0521,0.0505,0.0483
f319,z915,0.0804,0.0932,0.0847
f322,g4700,0.057,0.0624,0.0486
f322,r45851,0.0702,0.0771,0.0709
f322,z62810,0.071,0.0774,0.0846
f322,z62811,0.0811,0.0958,0.1038
f322,z653,0.0639,0.0479,0.0299
f322,z915,0.0554,0.0664,0.0577
f324,m0550,0.0539,0.0878,
f3281,g248,0.0579,,
f3289,g479,0.0537,0.0708,0.0842
f3289,r269,0.1262,0.157,0.1526
f3289,r419,0.1127,0.1674,0.1641
f3289,r5383,0.0737,0.0724,0.0686
f3289,r6889,0.2262,0.254,0.2994
f3289,z13228,0.10300000000000001,0.0446,
f3289,z4789,0.0656,0.0635,0.0833
f329,f419,0.3624,0.3472,0.3655
f329,f4310,0.0666,0.0653,0.0699
f329,g43909,0.0602,0.0514,0.0568
f329,g4700,0.0778,0.0753,0.0797
f329,g4733,0.1077,0.1054,0.105
f329,g629,0.066,0.0658,0.0589
f329,g8929,0.1541,0.1456,0.1431
f329,g9341,0.0584,0.0647,0.0687
f329,i10,0.17800000000000002,0.1695,0.1749
f329,i110,0.0724,0.0771,0.0728
f329,i129,0.0849,0.084,0.086
f329,i2510,0.1273,0.1267,0.1272
f329,i252,0.0632,0.0649,0.061
f329,i480,0.0715,0.0686,0.069
f329,i4891,0.0684,0.0644,0.0606
f329,i959,0.0536,0.0548,0.0562
f329,j189,0.0595,0.0777,0.067
f329,j441,0.0535,0.0619,0.0429
f329,j449,0.1089,0.1067,0.0982
f329,j45909,0.10300000000000001,0.0969,0.1054
f329,j9601,0.0833,0.0928,0.1048
f329,k219,0.2129,0.2038,0.2086
f329,k5900,0.0674,0.07,0.0726
f329,m1990,0.1111,0.0966,0.0977
f329,m549,0.0612,0.0557,0.0588
f329,m797,0.0668,0.0597,0.0641
f329,m810,0.0557,0.0501,0.0525
f329,n179,0.1201,0.11599999999999999,0.1206
f329,n390,0.0968,0.0914,0.0987
f329,n400,0.0549,0.0597,0.0597
f329,o99344,0.0527,0.0541,0.0601
f329,r45851,0.0886,0.0882,0.081
f329,z66,0.0877,0.0949,0.0985
f329,z7901,0.1078,0.1045,0.1079
f329,z7902,0.0569,0.0654,0.0724
f329,z794,0.1206,0.1172,0.1205
f329,z7982,0.1426,0.1385,0.1381
f329,z7984,0.096,0.0924,0.0953
f329,z79891,0.0573,0.057,0.0466
f329,z79899,0.1782,0.1824,0.18899999999999997
f329,z8249,0.0552,0.0567,0.0366
f329,z86718,0.0605,0.0592,0.0572
f329,z8673,0.0843,0.0822,0.0806
f329,z87891,0.1614,0.1527,0.1572
f329,z880,0.06,0.0573,0.0629
f329,z885,0.0533,0.0536,0.0537
f329,z888,0.0524,0.0494,0.0496
f329,z9049,0.0881,0.0838,0.0889
f329,z90710,0.0853,0.0723,0.0842
f329,z915,0.0649,0.0633,0.063
f329,z955,0.0601,0.059000000000000004,0.0574
f329,z9981,0.0687,0.0721,0.0581
f332,f411,0.1216,0.1135,0.10099999999999999
f332,f419,0.0505,0.0597,0.0534
f332,f4310,0.0958,0.0837,0.0846
f332,f4312,0.0622,0.0655,0.057
f332,f603,0.0563,0.0504,0.0373
f332,g43909,0.0542,0.0552,0.0498
f332,g4700,0.1655,0.1353,0.1268
f332,m545,0.0665,0.0596,0.061
f332,m549,0.0671,0.0547,0.0631
f332,r45851,0.2471,0.2682,0.2817
f332,z13228,0.0676,0.0523,0.0546
f332,z560,0.1413,0.1538,0.1379
f332,z590,0.1604,0.161,0.1609
f332,z62810,0.2237,0.2091,0.2446
f332,z62811,0.1465,0.1554,0.1915
f332,z720,0.0933,0.1001,0.1093
f332,z9114,0.0537,0.042,0.0568
f332,z91410,0.0739,0.0525,0.0515
f332,z915,0.2577,0.2658,0.266
f333,g4700,0.0517,0.0565,0.0505
f333,r45850,0.1008,0.0888,0.0721
f333,r45851,0.0838,0.0888,0.08199999999999999
f333,z13228,0.0806,0.1243,0.10099999999999999
f333,z560,0.1142,0.105,0.0846
f333,z590,0.0824,0.0749,0.0705
f333,z62810,0.1046,0.1082,0.1079
f333,z62811,0.1038,0.1055,0.1149
f333,z720,0.0715,0.0609,0.076
f333,z91410,0.0631,0.0407,0.0442
f333,z91411,0.0519,0.0328,0.0337
f333,z915,0.10300000000000001,0.105,0.0922
f339,f411,0.0512,0.0463,0.0456
f339,f909,0.0514,0.0452,0.0372
f339,r45851,0.0519,0.0453,0.0334
f339,t1491xd,0.0955,0.0902,0.028999999999999998
f339,z560,0.1022,0.0537,0.0616
f339,z602,0.0709,0.032,0.002
f339,z62810,0.0739,0.0616,0.0302
f339,z62811,0.0543,0.0551,0.0227
f339,z915,0.0812,0.0599,0.0393
f340,t43222d,0.0608,,
f3481,f840,0.0631,0.0657,0.0804
f3481,f902,0.1893,0.2336,0.183
f3481,f913,0.0675,0.079,0.1306
f3481,r456,0.0708,0.1074,0.1091
f3481,r45850,0.0869,0.1005,0.1029
f3481,z6221,0.1063,0.0818,0.076
f3481,z62812,0.0538,0.0519,0.0616
f3481,z62820,0.0746,0.0712,0.0537
f39,z653,0.0578,0.0584,0.0533
f4001,t39012a,0.0615,,
f410,f411,0.1043,0.0878,0.1002
f410,f4310,0.0647,0.0532,0.0689
f410,f603,0.0562,0.0418,0.0564
f410,z818,0.0548,0.0446,0.057999999999999996
f411,f4310,0.1084,0.0926,0.1148
f411,f603,0.0636,0.0568,0.0548
f411,f909,0.0606,0.0573,0.0629
f411,g4700,0.0809,0.0688,0.0696
f411,r45851,0.1105,0.1058,0.1135
f411,z560,0.0548,0.0528,0.0517
f411,z62810,0.0911,0.0868,0.08
f411,z62811,0.051,0.0464,0.0569
f411,z818,0.0897,0.0957,0.105
f411,z915,0.1104,0.1043,0.1246
f419,f4310,0.0647,0.0625,0.0685
f419,g40909,0.0505,0.0522,0.0508
f419,g43909,0.0659,0.0572,0.0627
f419,g4700,0.1148,0.1354,0.1292
f419,g4733,0.0865,0.08199999999999999,0.0835
f419,g629,0.0608,0.0587,0.0535
f419,g8929,0.1522,0.1424,0.1369
f419,g894,0.05,0.046,0.040999999999999995
f419,i10,0.1663,0.1644,0.1724
f419,i110,0.0667,0.067,0.0646
f419,i129,0.0634,0.0612,0.0656
f419,i2510,0.1117,0.1044,0.1071
f419,i252,0.055999999999999994,0.0528,0.0521
f419,i480,0.0638,0.0587,0.0553
f419,i4891,0.0591,0.0525,0.0509
f419,j189,0.0563,0.0742,0.0598
f419,j441,0.057999999999999996,0.0633,0.0445
f419,j449,0.0945,0.0894,0.086
f419,j45909,0.1072,0.1055,0.1135
f419,j9601,0.0795,0.0904,0.1022
f419,k219,0.1959,0.1877,0.1944
f419,k5900,0.0752,0.0779,0.1085
f419,m1990,0.1037,0.0887,0.0867
f419,m549,0.0686,0.0656,0.0664
f419,m797,0.0624,0.0537,0.0557
f419,n179,0.0995,0.0961,0.1012
f419,n390,0.0795,0.0786,0.0819
f419,o99344,0.0525,0.0557,0.0629
f419,r45851,0.1605,0.18100000000000002,0.1699
f419,z590,0.069,0.0795,0.075
f419,z66,0.0722,0.0746,0.0806
f419,z7901,0.0908,0.0865,0.0908
f419,z794,0.0938,0.087,0.0944
f419,z7982,0.12,0.1133,0.1206
f419,z7984,0.0746,0.0719,0.0759
f419,z79891,0.0538,0.0485,0.0389
f419,z79899,0.1654,0.1669,0.1812
f419,z8249,0.0535,0.0503,0.0332
f419,z86718,0.0545,0.0478,0.0494
f419,z8673,0.0704,0.0661,0.0657
f419,z87891,0.147,0.1345,0.1418
f419,z880,0.0597,0.0573,0.0577
f419,z885,0.0507,0.0493,0.0504
f419,z888,0.0524,0.0508,0.0481
f419,z9049,0.0826,0.0791,0.083
f419,z90710,0.079,0.0656,0.0711
f419,z9114,0.053,0.0515,0.0588
f419,z915,0.1049,0.1162,0.102
f419,z955,0.0553,0.0501,0.0489
f419,z9981,0.0681,0.0652,0.0515
f423,z591,0.09300000000000001,,
f423,z594,0.0597,,
f4310,f603,0.1141,0.1025,0.11199999999999999
f4310,f909,0.0796,0.0755,0.076
f4310,g40909,0.0525,0.0495,0.0583
f4310,g43909,0.0609,0.0573,0.0637
f4310,g4700,0.0798,0.0732,0.0864
f4310,g8929,0.0533,0.0508,0.0579
f4310,j45909,0.0564,0.0565,0.0616
f4310,m797,0.0591,0.0506,0.0539
f4310,r45851,0.1472,0.1385,0.1488
f4310,z560,0.0602,0.0563,0.0873
f4310,z590,0.0954,0.0906,0.0997
f4310,z62810,0.159,0.1439,0.1392
f4310,z62811,0.0617,0.0564,0.0593
f4310,z818,0.0787,0.098,0.1004
f4310,z9114,0.059000000000000004,0.0528,0.0681
f4310,z91410,0.0757,0.0649,0.0755
f4310,z915,0.1644,0.1582,0.1724
f4312,f603,0.0822,0.0945,0.0913
f4312,r45850,0.0548,0.0613,0.0603
f4312,z609,0.0644,0.0824,0.0761
f4312,z62810,0.1401,0.1545,0.1414
f4312,z62811,0.1382,0.1451,0.147
f4312,z62812,0.0943,0.0978,0.1146
f4312,z639,0.0518,0.0458,0.0513
f4312,z658,0.0722,0.0514,0.04
f4312,z91410,0.0901,0.1071,0.0937
f4312,z91411,0.0647,0.0627,0.0671
f4312,z915,0.0646,0.0709,0.0743
f4322,k5901,0.0733,0.1043,0.0515
f4322,r530,0.1063,0.0787,0.025
f4323,r419,0.0817,0.0939,0.1199
f4323,r6889,0.1004,0.1083,0.1299
f4481,t39012a,0.0769,0.1163,0.0496
f4489,g40301,0.0518,,
f450,f54,0.0552,,
f450,f688,0.0579,,
f450,g43719,0.0539,,
f4522,f5002,0.0707,,0.07400000000000001
f4522,h579,0.0564,,
f5000,f502,0.1582,0.0769,0.1385
f5000,f552,0.057999999999999996,0.0682,
f5002,h5210,0.075,,
f5002,n808,0.0686,,
f502,f552,0.0659,0.0418,
f5081,j952,0.0606,,
f5081,l858,0.0606,,
f5081,o020,0.0632,,
f5081,o9a211,0.0552,,
f5081,r4589,0.0566,,
f5102,s7002xd,0.055999999999999994,,
f5102,t79a21d,0.0767,,
f530,o99325,0.059000000000000004,0.0135,
f530,o99345,0.3587,0.4899,0.4063
f54,g43011,0.0707,,
f54,h906,0.125,,
f54,k9281,0.0665,,
f552,m3501,0.0555,,
f552,n8300,0.0717,,
f552,n979,0.0661,,
f552,t39311a,0.0698,,
f601,j123,0.0515,,
f601,s51802a,0.0548,,
f601,s99912a,0.076,,
f601,t39011a,0.0736,,
f601,z5689,0.0515,,
f603,f909,0.0552,0.0433,0.0486
f603,r45851,0.0648,0.0625,0.0634
f603,z62810,0.0937,0.0896,0.0882
f603,z62811,0.0764,0.0808,0.0848
f603,z818,0.0675,0.08,0.0842
f603,z91410,0.1028,0.1177,0.1156
f603,z91411,0.0534,0.0571,0.0606
f603,z915,0.09300000000000001,0.1036,0.1022
f605,h01006,0.0527,,
f607,t43596d,0.0526,,
f630,t461x2a,0.0505,,
f633,f983,0.0909,,
f633,z3201,0.0909,,
f633,z9281,0.0501,,
f648,s99921a,0.0608,,
f648,z62898,0.0608,,
f648,z644,0.0608,,
f649,z87890,0.0846,0.0543,0.0791
f6810,l280,0.1067,,
f688,s0291xd,0.0767,,
f71,g40814,0.0537,0.0709,0.0288
f71,q02,0.0555,,
f72,f88,0.1171,0.0823,0.1337
f72,g40219,0.0878,0.0728,0.0578
f72,g40814,0.1252,0.0813,0.1584
f72,g40919,0.0583,0.0431,0.0523
f72,g800,0.18100000000000002,0.1541,0.1819
f72,g809,0.0592,0.0289,0.0341
f72,m4140,0.1537,0.1219,0.0894
f72,m4145,0.0953,0.0269,0.0338
f72,q040,0.0808,0.0443,0.0307
f73,f88,0.0628,0.0918,0.0575
f73,g40814,0.0886,0.1176,0.1303
f73,g800,0.1506,0.20600000000000002,0.1481
f73,h47039,0.1183,0.0404,
f73,m4140,0.1286,0.1594,0.18100000000000002
f73,q02,0.0579,0.0589,0.0292
f73,q040,0.0633,0.040999999999999995,0.0894
f73,q043,0.0599,,0.0292
f73,q204,0.0526,,0.0193
f73,q320,0.0654,0.0177,
f73,q8501,0.0638,0.0162,0.0409
f73,q913,0.0956,,0.0315
f73,q939,0.0634,,
f79,f840,0.0733,0.0862,0.0766
f79,f88,0.0554,0.0371,0.0463
f79,g809,0.0724,0.1168,0.0868
f79,r6250,0.0776,0.0796,0.0743
f800,g248,0.0593,,
f800,m2604,0.0593,,
f800,r10819,0.0518,,
f801,j353,0.0548,,
f801,r488,0.0772,,0.0263
f802,f82,0.0952,0.0277,0.0266
f8089,h52209,0.0624,,
f8089,k5229,0.0784,0.0794,
f8089,s02109d,0.076,,
f8089,s064x9d,0.0689,,
f8089,s7002xd,0.0548,,
f8089,t465x1a,0.0604,,
f8089,z604,0.0604,,0.0163
f809,f82,0.0755,0.0573,0.0122
f810,f812,0.4562,,
f810,r4183,0.0937,0.0185,0.0302
f812,r4183,0.0756,,
f82,q2542,0.0518,,
f82,z434,0.0866,,
f840,f88,0.063,0.0659,0.0591
f840,f902,0.0634,0.0677,0.0676
f840,f909,0.0923,0.0832,0.0779
f840,r45850,0.0537,0.0453,0.0463
f840,r6250,0.0926,0.0868,0.0947
f842,h53009,0.0553,,
f842,n911,0.0564,,
f849,q992,0.0645,,
f849,s062x9d,0.0515,,
f88,g249,0.0613,0.0642,0.0735
f88,g40814,0.0849,0.0896,0.1277
f88,g40919,0.0801,0.0813,0.0845
f88,g800,0.2731,0.2862,0.3073
f88,g801,0.0733,0.0468,0.0761
f88,g808,0.0556,0.0513,0.0623
f88,g809,0.0808,0.0653,0.0655
f88,h47619,0.0671,0.0672,0.0895
f88,h547,0.059000000000000004,0.036000000000000004,0.0244
f88,j0410,0.1143,0.1171,0.102
f88,j984,0.0683,0.0668,0.0807
f88,m4140,0.0869,0.065,0.1005
f88,m4145,0.0629,0.027000000000000003,0.0466
f88,p942,0.0848,0.1087,0.0903
f88,q02,0.0969,0.0795,0.0981
f88,q040,0.0712,0.0313,0.0626
f88,q315,0.0555,0.0444,0.059000000000000004
f88,q6589,0.0691,0.0371,0.0525
f88,q909,0.059000000000000004,0.0385,0.0388
f88,q999,0.0582,0.0513,0.0678
f88,r620,0.0533,0.0514,0.0514
f88,r6250,0.057,0.033,0.0272
f88,r6251,0.1339,0.139,0.1301
f88,r633,0.214,0.203,0.2285
f88,z430,0.0679,0.0594,0.0796
f88,z431,0.1603,0.1725,0.2154
f88,z8774,0.10400000000000001,0.0761,0.075
f88,z930,0.0619,0.0633,0.0448
f88,z931,0.1163,0.1361,0.1006
f88,z9911,0.0587,0.0526,0.0498
f89,g40812,0.0751,,
f902,r456,0.0702,0.0931,0.1584
f902,z6221,0.1185,0.0645,0.1033
f902,z62812,0.0648,0.0625,0.0494
f909,r45850,0.0506,0.0596,0.0447
f909,r45851,0.0529,0.0596,0.055999999999999994
f909,z62810,0.0724,0.0794,0.0648
f909,z62811,0.0526,0.0622,0.0505
f909,z818,0.0731,0.0712,0.081
f909,z915,0.0735,0.0815,0.0742
f912,s60921a,0.0784,,
f913,z13228,0.0648,0.08800000000000001,0.0815
f913,z62820,0.0742,0.0664,0.0573
f930,g43911,0.0548,,
f930,g4761,0.0584,,
f930,m87051,0.0562,,
f941,z62821,0.0963,0.05,0.0277
f959,i69365,0.0542,,
f983,g40813,0.067,,
f983,t182xxa,0.0611,,
g001,g0481,0.0532,,
g001,h7090,0.0808,0.0345,
g001,t368x6a,0.0597,,
g001,t375x6a,0.0536,,
g002,p91819,0.0531,,
g002,q241,0.0553,,
g003,h40052,0.0579,,
g003,i749,0.0552,,
g003,i82a13,0.0632,,
g003,m4623,0.062,,
g003,q241,0.0593,,
g003,r402420,0.0534,,
g009,m4620,0.064,,
g038,l816,0.0527,,
g038,l89811,0.0527,,
g038,n3942,0.05,,
g038,t85730a,0.0799,,
g0481,g060,0.0523,0.0204,
g0489,g0491,0.0552,,
g0489,m5125,0.075,,
g0489,n72,0.052000000000000005,,
g0489,t8140xd,0.0606,,
g0490,g060,0.08900000000000001,0.059000000000000004,0.0847
g0490,t85730a,0.07200000000000001,0.1098,0.0923
g0491,g5793,0.0702,,
g0491,m84478a,0.0632,,
g061,g9529,0.0811,0.0776,0.0497
g061,k6812,0.1396,0.1606,0.1259
g061,m4622,0.1183,0.0962,0.138
g061,m4624,0.1349,0.1306,0.2006
g061,m4626,0.2299,0.2036,0.2369
g061,m4627,0.0731,0.063,0.0979
g061,m4644,0.0603,0.084,0.1329
g061,m4646,0.1187,0.1258,0.1316
g061,m4804,0.0594,0.0865,0.0592
g062,m4622,0.0659,0.0288,0.0333
g062,m4627,0.055,0.0876,
g062,m4646,0.0735,0.0658,0.0778
g09,l89609,0.0587,,
g09,m3219,0.0573,,
g09,m80052d,0.0687,,
g09,r3981,0.054000000000000006,,
g114,i25718,0.052000000000000005,,
g114,i69819,0.0575,,
g114,i69820,0.0542,,
g118,i63542,0.1317,,
g119,g2582,0.055999999999999994,,
g1222,l89211,0.083,,
g1222,l98498,0.0536,,
g129,j211,0.0593,,
g129,l89812,0.083,,
g130,g3281,0.075,,
g130,q761,0.0569,,
g131,g3281,0.075,,
g20,g2581,0.05,0.0484,0.0453
g20,i951,0.0502,0.0562,0.0511
g20,r296,0.0748,0.0659,0.0627
g20,z9181,0.0533,0.057999999999999996,0.0481
g210,q603,0.0593,,
g219,i8291,0.0585,,
g2401,t43505a,0.0834,0.0922,0.0608
g2409,g43911,0.0573,,
g2409,t433x5a,0.1229,,
g2409,t434x5a,0.2071,,0.177
g2409,t4395xa,0.0573,,0.0599
g245,m21332,0.051,,
g245,z821,0.0767,,
g248,h35133,0.0526,,
g248,p0514,0.0606,,
g248,p278,0.062,,
g248,s32391a,0.0593,,
g248,z1589,0.0552,,
g249,g800,0.0696,0.0486,0.0605
g249,p059,0.0566,0.026000000000000002,0.0084
g249,p0714,0.0533,0.0202,0.0155
