"Source","Target","Weight"
"f530","o99345",0.4899
"f73","g800",0.206
"f88","g800",0.2862
"f88","r633",0.203
"g061","m4626",0.2036
"g4440","t463x5a",0.2954
"g546","z4781",0.2933
"g8191","r29810",0.2094
"g8191","r4701",0.3001
"g8194","r29810",0.2664
"g8220","n319",0.2554
"g8929","m549",0.3079
"g919","z982",0.2679
"g931","i469",0.2793
"g9341","z66",0.2053
"g935","g936",0.3444
"h02402","h4902",0.2013
"h35123","p0702",0.2258
"h35123","p0723",0.2749
"h35133","p780",0.2747
"h47611","h47612",0.8687
"i10","i2510",0.2251
"i10","k219",0.2638
"i10","z7982",0.2791
"i10","z79899",0.3645
"i10","z87891",0.2924
"i110","i2510",0.2154
"i110","i5022",0.2
"i110","i5032",0.2102
"i110","i509",0.2815
"i120","n186",0.5995
"i120","z992",0.6012
"i129","n179",0.2473
"i129","n183",0.503
"i129","n189",0.3536
"i130","n183",0.3847
"i130","n189",0.2264
"i132","n186",0.4023
"i132","z992",0.3957
"i21a9","t82867a",0.235
"i2510","i252",0.287
"i2510","k219",0.2102
"i2510","n179",0.2432
"i2510","z7901",0.2516
"i2510","z7902",0.24
"i2510","z794",0.2065
"i2510","z7982",0.3979
"i2510","z79899",0.2543
"i2510","z87891",0.2845
"i2510","z951",0.2914
"i2510","z955",0.3655
"i252","z7902",0.2107
"i252","z951",0.2138
"i252","z955",0.3561
"i255","i5022",0.2217
"i255","i5023",0.2438
"i255","z95810",0.2531
"i2690","i76",0.2742
"i2729","i2781",0.2748
"i330","i76",0.2031
"i350","z006",0.2333
"i462","i4901",0.2456
"i480","z7901",0.3043
"i4891","z7901",0.2458
"i495","z950",0.2452
"i5022","z95810",0.2127
"i5084","z95811",0.2391
"i5189","q676",0.2833
"i6201","i6203",0.2195
"i63513","i63533",0.2169
"i639","r29810",0.2196
"i69018","i69091",0.304
"i69018","i69098",0.5494
"i69091","i69098",0.3579
"i69110","i69111",0.4991
"i69110","i69112",0.3328
"i69110","i69114",0.625
"i69111","i69112",0.3667
"i69111","i69114",0.5407
"i69111","i69118",0.3804
"i69112","i69114",0.2912
"i69112","i69118",0.279
"i69118","i69122",0.2237
"i69118","i69151",0.2307
"i69119","i69122",0.2831
"i69119","i69154",0.2793
"i69119","i69191",0.2924
"i69119","i69198",0.224
"i69120","i69122",0.2279
"i69120","i69151",0.5217
"i69120","i69191",0.4828
"i69120","i69192",0.2347
"i69120","i69198",0.2314
"i69122","i69151",0.2723
"i69122","i69154",0.3119
"i69122","i69191",0.3829
"i69122","i69192",0.4298
"i69151","i69191",0.3366
"i69151","i69192",0.2697
"i69154","i69191",0.3599
"i69154","i69192",0.3333
"i69154","i69198",0.2869
"i69191","i69192",0.3258
"i69191","i69198",0.2966
"i69192","i69198",0.2188
"i69219","i69220",0.23
"i69219","i69298",0.2341
"i69220","i69222",0.2838
"i69220","i69251",0.2795
"i69220","i69291",0.3226
"i69220","i69298",0.289
"i69222","i69251",0.2298
"i69222","i69291",0.2838
"i69222","i69298",0.2114
"i69251","i69291",0.2236
"i69251","i69298",0.2378
"i69291","i69298",0.289
"i69310","i69311",0.2452
"i69310","i69312",0.2229
"i69310","i69314",0.7131
"i69311","i69314",0.2554
"i69319","i69322",0.2329
"i69319","i69391",0.2427
"i69320","i69322",0.2265
"i69320","i69351",0.3159
"i69320","i69391",0.2755
"i69322","i69351",0.2009
"i69322","i69391",0.3977
"i69322","i69392",0.3693
"i69322","i69398",0.2171
"i69351","i69391",0.2168
"i69391","i69392",0.2785
"i69391","i69398",0.2349
"i69820","i69822",0.3
"i69822","i69892",0.4527
"i69851","i69892",0.2517
"i69922","i69991",0.2921
"i70233","l97311",0.3052
"i70238","i70248",0.2172
"i788","i97130",0.2643
"i82411","i82431",0.3421
"i82412","i82432",0.3892
"i82413","i82433",0.345
"i82431","i82441",0.2385
"i82432","i82442",0.2047
"i82433","i82453",0.2233
"i82441","i82451",0.3385
"i82442","i82452",0.3315
"i82443","i82453",0.3866
"i82511","i82531",0.3
"i82512","i82532",0.3709
"i82513","i82533",0.5252
"i82541","i82551",0.4344
"i82542","i82552",0.4152
"i82a11","i82b11",0.3412
"i82a12","i82b12",0.3187
"i83009","l97909",0.263
"i83013","i83023",0.2281
"i83018","i83028",0.5732
"i83018","l97819",0.2363
"i83019","i83029",0.5714
"i83028","l97829",0.2492
"i8311","i8312",0.7387
"i83218","i83228",0.7404
"i8510","k3189",0.2254
"i8510","k766",0.2709
"i8511","k3189",0.2189
"j1289","u071",0.7154
"j189","j440",0.2748
"j189","j9601",0.2394
"j440","j441",0.4807
"j440","j9621",0.2768
"j440","z9981",0.2234
"j441","j9621",0.3311
"j441","z9981",0.3076
"j470","j471",0.2107
"j705","t59811a",0.6705
"j850","j851",0.2069
"j853","j9851",0.2808
"j954","t410x5a",0.3997
"j9601","n179",0.2155
"j9601","z66",0.223
"j9611","z9981",0.2068
"j9621","j9622",0.3194
"j9621","z9981",0.4252
"j9851","k223",0.2206
"k029","k047",0.2309
"k122","l0201",0.2311
"k122","m272",0.2174
"k219","z7982",0.2109
"k219","z79899",0.2362
"k219","z87891",0.2371
"k311","k315",0.2001
"k3189","k766",0.3666
"k50013","k50014",0.3197
"k50113","k50114",0.3242
"k50913","k50914",0.2749
"k521","t3695xa",0.3139
"k5901","r530",0.3406
"k5903","t402x5a",0.536
"k5903","t40605a",0.2425
"k592","n319",0.2369
"k644","k648",0.2395
"k6812","m4626",0.2286
"k7031","k7290",0.2146
"k7031","k766",0.3203
"k7031","k767",0.2054
"k7290","k766",0.2767
"k745","q442",0.4134
"k7460","k766",0.2174
"k7460","r188",0.2658
"k766","r188",0.2153
"k831","o2662",0.2624
"l0201","l03211",0.2231
"l0211","l03221",0.2473
"l02211","l03311",0.2362
"l02212","l03312",0.2147
"l02214","l03314",0.3002
"l02215","l03315",0.2347
"l0231","l03317",0.365
"l02411","l03111",0.2779
"l02412","l03112",0.3809
"l02414","l03114",0.2393
"l02511","l03011",0.2455
"l02512","l03012",0.3107
"l02811","l03811",0.2055
"l03115","l03116",0.2719
"l89154","m4628",0.2859
"l89210","l89220",0.2444
"l89214","l89224",0.4209
"l89216","l89226",0.5285
"l89310","l89320",0.3989
"l89311","l89321",0.4511
"l89312","l89322",0.4604
"l89313","l89323",0.4718
"l89314","l89324",0.3408
"l89316","l89326",0.7209
"l89319","l89329",0.3718
"l89510","l89520",0.2854
"l89512","l89522",0.2301
"l89516","l89526",0.2491
"l89519","l89529",0.2919
"l89610","l89620",0.2827
"l89611","l89621",0.4438
"l89613","l89623",0.2328
"l89614","l89624",0.2661
"l89616","l89626",0.546
"l89619","l89629",0.4219
"l910","o9972",0.2515
"l97211","l97221",0.3385
"l97212","l97222",0.2859
"l97218","l97228",0.4545
"l97219","l97229",0.2531
"l97318","l97328",0.2221
"l97419","l97429",0.2008
"l97519","l97529",0.2248
"l97811","l97821",0.4209
"l97812","l97822",0.465
"l97818","l97828",0.4855
"l97819","l97829",0.4103
"l97911","l97921",0.5301
"l97919","l97929",0.5117
"m00071","m00871",0.2123
"m06841","m06842",0.896
"m10061","m10062",0.3141
"m10071","m10072",0.2963
"m13841","m13842",0.9513
"m14671","m14672",0.2665
"m19031","m19032",0.2561
"m19041","m19042",0.8435
"m19071","m19072",0.2331
"m19171","m24571",0.2076
"m2011","m2012",0.4384
"m2041","m2042",0.3702
"m21161","m21162",0.2156
"m21371","m21372",0.2449
"m2141","m2142",0.4706
"m21861","m21862",0.2577
"m21961","m21962",0.202
"m24451","m24452",0.2349
"m24541","m24542",0.3822
"m24551","m24552",0.375
"m24561","m24562",0.3463
"m24571","m24572",0.278
"m24574","m24575",0.4766
"m24611","m65811",0.3288
"m25541","m25542",0.5393
"m25561","m25562",0.2823
"m2602","m2603",0.313
"m2602","m2604",0.299
"m2602","m264",0.2998
"m3481","m3489",0.2478
"m4316","m4726",0.2079
"m4316","m48061",0.2558
"m4316","m48062",0.3542
"m4316","m5116",0.253
"m4316","m5416",0.2474
"m4317","m4807",0.2799
"m4317","m5117",0.272
"m4622","m4642",0.3615
"m4624","m4644",0.4311
"m4625","m4645",0.3795
"m4626","m4646",0.4308
"m4627","m4647",0.4827
"m4712","m4722",0.2425
"m4724","m5114",0.2095
"m4726","m48062",0.2116
"m4726","m5116",0.3017
"m4727","m5117",0.2072
"m48061","m5116",0.2248
"m48062","m5116",0.2313
"m4807","m5117",0.304
"m5001","m5011",0.3064
"m50021","m50121",0.3633
"m50022","m50122",0.3012
"m50023","m50123",0.2332
"m5431","m5432",0.2996
"m5441","m5442",0.3883
"m62561","m62562",0.5432
"m7061","m7062",0.2575
"m75121","m7521",0.2312
"m79604","m79605",0.3015
"m79641","m79642",0.2521
"m79661","m79662",0.2236
"m79671","m79672",0.2399
"m87051","m87052",0.2257
"m87851","m87852",0.2552
"m9711xd","s72401d",0.2135
"m9712xd","s72402d",0.2414
"n138","n401",0.2837
"n141","t508x5a",0.5846
"n170","r6521",0.2666
"n179","n183",0.2838
"n179","z794",0.2106
"n179","z7982",0.218
"n179","z79899",0.2203
"n179","z87891",0.209
"n186","z992",0.8831
"n401","r338",0.6043
"n4821","n4822",0.2339
"n4822","n485",0.205
"n750","n751",0.2024
"n762","n764",0.4215
"n801","n803",0.2012
"n8110","n816",0.2507
"n8301","n8302",0.2913
"n838","o3483",0.2348
"n858","o34211",0.2172
"o1003","o115",0.2432
"o1092","o114",0.228
"o1093","o115",0.2863
"o211","o99281",0.2388
"o211","o99611",0.2374
"o2302","o99012",0.2761
"o2302","o99282",0.2237
"o2341","z3a12",0.2577
"o26611","o99111",0.2102
"o26872","o3432",0.3129
"o26872","o6002",0.2794
"o26891","o99011",0.2064
"o26891","o99411",0.2283
"o26893","z6711",0.2561
"o26893","z6741",0.3519
"o30032","o6012x2",0.2719
"o30033","z372",0.2225
"o30042","o6012x2",0.2428
"o30043","o321xx1",0.2199
"o30043","o321xx2",0.2106
"o30043","z372",0.7453
"o321xx1","o321xx2",0.3192
"o321xx1","z372",0.2233
"o321xx2","z372",0.2511
"o328xx1","o328xx2",0.2219
"o3403","q5120",0.2594
"o3403","q513",0.6715
"o34211","z302",0.2995
"o34211","z3a39",0.2007
"o364xx0","z371",0.598
"o365931","o365932",0.2881
"o411220","o42912",0.2045
"o42912","o6012x0",0.2101
"o480","z3a40",0.378
"o480","z3a41",0.4591
"o6014x0","z3a36",0.255
"o6014x1","o6014x2",0.6762
"o6981x0","z370",0.2121
"o701","z370",0.2275
"o701","z3a40",0.2258
"o80","z3a39",0.2148
"o99011","o99111",0.2386
"o99011","o99611",0.333
"o99012","o99282",0.3758
"o99012","o99322",0.201
"o99012","o99342",0.264
"o99012","o99512",0.3119
"o99013","o99283",0.2081
"o99212","o99282",0.2416
"o99212","o99512",0.2284
"o99281","o99351",0.2128
"o99281","o99511",0.2599
"o99281","o99611",0.2669
"o99281","z3a01",0.2641
"o99281","z3a09",0.2302
"o99282","o99342",0.2271
"o99282","o99512",0.3539
"o99285","o9953",0.2632
"o99321","o99331",0.4098
"o99321","o99341",0.2375
"o99322","o99332",0.4943
"o99322","o99342",0.3353
"o99323","o99333",0.3048
"o99324","o99334",0.2808
"o99325","o99335",0.3973
"o99331","o99341",0.3631
"o99332","o99342",0.3006
"o99341","o99611",0.3228
"o99341","z3a01",0.2024
"o99342","o99512",0.2033
"o99351","o99511",0.2963
"o99611","z3a08",0.2391
"p0414","p961",0.258
"p0418","p718",0.2484
"p0449","p961",0.4136
"p0701","p0721",0.7666
"p0702","p0722",0.3095
"p0702","p0723",0.3436
"p0702","p7421",0.2235
"p0703","p0724",0.2874
"p0703","p0725",0.311
"p0703","p7422",0.2363
"p0714","p0731",0.3226
"p0714","p0732",0.258
"p0715","p0732",0.2381
"p0715","p0733",0.2396
"p0716","p0733",0.2133
"p0716","p0734",0.3129
"p0717","p0736",0.2244
"p0718","p0737",0.2704
"p0718","p0738",0.2607
"p0718","p590",0.2624
"p0737","p590",0.2525
"p0738","p590",0.2117
"p0739","p590",0.2183
"p09","r94120",0.3963
"p220","p284",0.4583
"p220","p590",0.4394
"p220","p612",0.4943
"p220","p84",0.2633
"p220","q250",0.2168
"p269","p60",0.2222
"p284","p2912",0.3142
"p284","p590",0.4499
"p284","p612",0.4755
"p284","p84",0.2479
"p285","p84",0.2484
"p2912","p612",0.2263
"p590","p612",0.382
"p590","p704",0.2094
"p590","p929",0.2437
"p590","z051",0.2141
"p590","z3831",0.2014
"p612","p7422",0.2406
"p612","p9689",0.2172
"p612","q250",0.2546
"p711","p7422",0.2118
"p7421","p74421",0.2144
"p7441","p74421",0.2159
"p7441","p74422",0.2874
"p779","p780",0.2256
"p780","p832",0.2
"q210","q250",0.2261
"q211","q250",0.265
"q220","q255",0.3179
"q251","q2542",0.2508
"q2545","q258",0.3621
"q2547","q258",0.4055
"q2547","q278",0.361
"q258","q278",0.2181
"q320","q322",0.2203
"q382","q873",0.206
"q6601","q6602",0.6966
"q688","q743",0.2166
"r269","r6889",0.3404
"r29810","r4701",0.2188
"r29810","r471",0.2885
"r29810","r4781",0.2199
"r402110","r402210",0.8547
"r402110","r402310",0.8757
"r402111","r402211",0.8608
"r402111","r402311",0.7784
"r402112","r402212",0.751
"r402112","r402312",0.6765
"r402112","r402342",0.2064
"r402113","r402213",0.5984
"r402113","r402313",0.5161
"r402113","r402343",0.224
"r402114","r402214",0.5486
"r402114","r402314",0.5449
"r402121","r402221",0.3119
"r402121","r402241",0.2124
"r402121","r402341",0.3663
"r402121","r402351",0.3119
"r402122","r402222",0.2869
"r402122","r402342",0.3122
"r402122","r402352",0.2943
"r402123","r402213",0.2821
"r402123","r402223",0.3417
"r402123","r402343",0.2652
"r402123","r402353",0.3383
"r402124","r402214",0.291
"r402124","r402224",0.3353
"r402124","r402344",0.2946
"r402124","r402354",0.319
"r402132","r402352",0.2716
"r402133","r402223",0.2087
"r402134","r402224",0.2347
"r402134","r402254",0.2401
"r402134","r402354",0.3353
"r402134","r402364",0.3278
"r402141","r402241",0.3319
"r402141","r402251",0.6447
"r402141","r402361",0.7542
"r402142","r402242",0.2443
"r402142","r402252",0.7826
"r402142","r402362",0.8863
"r402143","r402243",0.3331
"r402143","r402253",0.7013
"r402143","r402363",0.8596
"r402144","r402244",0.5003
"r402144","r402254",0.3731
"r402144","r402364",0.6004
"r402210","r402310",0.775
"r402211","r402311",0.7823
"r402212","r402312",0.6178
"r402212","r402342",0.2473
"r402212","r402352",0.2412
"r402213","r402313",0.3588
"r402213","r402343",0.2493
"r402213","r402353",0.3757
"r402214","r402314",0.3722
"r402214","r402344",0.2624
"r402214","r402354",0.2471
"r402221","r402341",0.3103
"r402221","r402351",0.2353
"r402222","r402342",0.249
"r402222","r402352",0.3272
"r402223","r402343",0.2055
"r402223","r402353",0.2688
"r402224","r402354",0.298
"r402241","r402351",0.3561
"r402241","r402361",0.2541
"r402242","r402362",0.2729
"r402243","r402363",0.349
"r402244","r402354",0.2225
"r402244","r402364",0.4309
"r402251","r402361",0.7683
"r402252","r402362",0.8353
"r402253","r402363",0.7664
"r402254","r402364",0.4746
"r413","r41840",0.2078
"r41840","r41844",0.5282
"r419","r6889",0.3337
"r430","r432",0.2089
"r440","r441",0.2435
"r45851","z590",0.2821
"r45851","z62810",0.23
"r45851","z915",0.4891
"r5081","t451x5a",0.2203
"r52","z13228",0.2488
"r5383","r6889",0.2112
"r64","z681",0.256
"r6521","z515",0.2041
"r739","t380x5a",0.2054
"r791","t45515a",0.2148
"s020xxa","s0219xa",0.2144
"s020xxb","s0219xb",0.2608
"s020xxd","s0219xd",0.2236
"s0231xa","s0240ca",0.2967
"s0231xa","s0240ea",0.2902
"s0231xa","s02841a",0.2194
"s0231xb","s0240db",0.2945
"s0231xd","s0240cd",0.2628
"s0231xd","s0240ed",0.3922
"s0232xa","s0240da",0.2857
"s0232xa","s0240fa",0.2177
"s0232xb","s0240db",0.6081
"s0232xd","s0240dd",0.2517
"s0240ca","s0240ea",0.4511
"s0240ca","s02841a",0.2212
"s0240da","s0240fa",0.4186
"s0240ea","s02841a",0.2998
"s0240fa","s02842a",0.315
"s02411a","s02412a",0.3602
"s02412a","s02413a",0.2955
"s02609b","s0266xb",0.2068
"s02621a","s02622a",0.3505
"s02831a","s02832a",0.2744
"s061x7a","s065x7a",0.4274
"s061x7a","s066x7a",0.4919
"s062x7a","s065x7a",0.208
"s062x9s","s065x9s",0.2047
"s062x9s","s066x9s",0.3686
"s065x0a","s066x0a",0.2238
"s065x0d","s066x0d",0.2182
"s065x0s","s066x0s",0.2198
"s065x1a","s066x1a",0.4665
"s065x6a","s066x6a",0.4889
"s065x7a","s066x7a",0.5428
"s065x9a","s066x9a",0.324
"s065x9d","s066x9d",0.2502
"s065x9s","s066x9s",0.418
"s12000d","s12100d",0.293
"s12190a","s12290a",0.2011
"s12200a","s12300a",0.3402
"s12200d","s12300d",0.4656
"s12201a","s12301a",0.4
"s12290a","s12390a",0.3805
"s12300a","s12400a",0.2673
"s12300d","s12400d",0.2395
"s12400a","s12500a",0.2542
"s12400d","s12500d",0.4194
"s12400d","s12600d",0.2141
"s12500a","s12600a",0.447
"s12500d","s12600d",0.3569
"s12501a","s12601a",0.2382
"s12590a","s12690a",0.265
"s12590d","s12690d",0.4311
"s12600a","s22019a",0.2153
"s12600d","s22019d",0.2833
"s14105s","s14106s",0.2039
"s20311a","s20312a",0.2932
"s20411a","s20412a",0.3801
"s22010a","s22020a",0.5708
"s22010a","s22030a",0.2353
"s22010a","s22040a",0.2353
"s22018a","s22028a",0.3664
"s22019a","s22029a",0.3026
"s22019d","s22029d",0.4182
"s22019d","s22039d",0.2788
"s22020a","s22030a",0.5322
"s22020a","s22040a",0.3041
"s22028a","s22038a",0.3998
"s22029a","s22039a",0.3566
"s22029a","s22049a",0.2192
"s22029d","s22039d",0.3892
"s22029d","s22049d",0.2606
"s22030a","s22040a",0.4
"s22030a","s22050a",0.2283
"s22038a","s22048a",0.3101
"s22039a","s22049a",0.4189
"s22039d","s22049d",0.5082
"s22039d","s22059d",0.2196
"s22040a","s22050a",0.2664
"s22048a","s22058a",0.431
"s22049a","s22059a",0.2907
"s22049d","s22059d",0.3997
"s22049d","s22069d",0.2288
"s22050a","s22060a",0.2941
"s22050d","s22060d",0.3621
"s22050d","s22070d",0.2716
"s22058a","s22068a",0.2643
"s22059a","s22069a",0.3163
"s22059d","s22069d",0.3185
"s22059d","s22079d",0.2116
"s22060a","s22070a",0.3165
"s22060d","s22070d",0.4167
"s22068a","s22078a",0.3553
"s22069a","s22079a",0.2135
"s22069d","s22079d",0.3054
"s22070a","s22080a",0.2018
"s22070d","s22080d",0.2127
"s22078a","s22088a",0.2364
"s22079d","s271xxd",0.2045
"s22089a","s32019a",0.2219
"s22089d","s32029d",0.2341
"s32018a","s32028a",0.4402
"s32018a","s32038a",0.3377
"s32018a","s32048a",0.2646
"s32018d","s32028d",0.454
"s32018d","s32038d",0.2445
"s32018d","s32048d",0.2331
"s32019a","s32029a",0.3813
"s32019a","s32039a",0.301
"s32019a","s32049a",0.2791
"s32019d","s32029d",0.3571
"s32019d","s32039d",0.3053
"s32019d","s32049d",0.264
"s32020d","s32030d",0.2466
"s32028a","s32038a",0.4893
"s32028a","s32048a",0.3612
"s32028d","s32038d",0.4545
"s32028d","s32048d",0.2767
"s32029a","s32039a",0.5231
"s32029a","s32049a",0.4333
"s32029d","s32039d",0.52
"s32029d","s32049d",0.3489
"s32030d","s32040d",0.2151
"s32038a","s32048a",0.5282
"s32038a","s32058a",0.2256
"s32038d","s32048d",0.3874
"s32038d","s42101d",0.2123
"s32039a","s32049a",0.5055
"s32039a","s32059a",0.2049
"s32039d","s32049d",0.4534
"s32039d","s32059d",0.2691
"s32048a","s32058a",0.3956
"s32049a","s32059a",0.3155
"s32049d","s32059d",0.4097
"s32302d","s32402d",0.2353
"s32421a","s73014a",0.2263
"s32422a","s73015a",0.4315
"s32431a","s32441a",0.2838
"s32432a","s32442a",0.4231
"s32491d","s72351d",0.2
"s32501a","s32502a",0.2183
"s32511d","s32591d",0.2711
"s32512a","s32592a",0.2042
"s32811a","s332xxa",0.2067
"s332xxa","s334xxa",0.3508
"s36039d","s36113d",0.2277
"s40021a","s40022a",0.3132
"s40021d","s40022d",0.5369
"s40811a","s40812a",0.4691
"s40811a","s80811a",0.3053
"s40811a","s80812a",0.2952
"s40811d","s40812d",0.5827
"s40811d","s80811d",0.3717
"s40811d","s80812d",0.23
"s40812a","s80811a",0.2387
"s40812a","s80812a",0.24
"s40812d","s80811d",0.2761
"s40812d","s80812d",0.3639
"s41111a","s41112a",0.211
"s41111d","s41112d",0.3455
"s41111d","s81811d",0.2079
"s41111d","s81812d",0.2308
"s41112d","s81811d",0.3196
"s41112d","s81812d",0.3016
"s41131a","s41132a",0.2209
"s42002d","s42102d",0.2004
"s5011xa","s5012xa",0.2178
"s50811a","s50812a",0.2757
"s50811d","s50812d",0.4667
"s51811a","s51812a",0.253
"s51811d","s51812d",0.3086
"s52201d","s5291xd",0.2121
"s52501b","s52601b",0.2643
"s52501d","s52601d",0.2956
"s52501d","s52611d",0.2487
"s52502a","s52602a",0.2484
"s52502b","s52602b",0.4997
"s52502d","s52602d",0.3127
"s52571a","s52611a",0.2519
"s60211a","s60212a",0.2137
"s60511a","s60512a",0.526
"s60511d","s60512d",0.4275
"s61211a","s61213a",0.2401
"s61212a","s61214a",0.2765
"s61214a","s61216a",0.3436
"s61401a","s61402a",0.2108
"s61511a","s61512a",0.3428
"s61511d","s61512d",0.4002
"s6401xa","s6421xa",0.2854
"s6412xa","s66822a",0.2828
"s70211a","s70212a",0.2131
"s70311a","s70312a",0.3667
"s71111d","s71112d",0.5035
"s7291xd","s7292xd",0.2581
"s8001xa","s8002xa",0.3743
"s8001xd","s8002xd",0.2936
"s8011xa","s8012xa",0.2339
"s8011xd","s8012xd",0.232
"s80211a","s80212a",0.5403
"s80211d","s80212d",0.3846
"s80811a","s80812a",0.6232
"s80811d","s80812d",0.4757
"s80921a","s80922a",0.7243
"s81001a","s81002a",0.2011
"s81001d","s81002d",0.3621
"s81011a","s81012a",0.2124
"s81801a","s81802a",0.2933
"s81811a","s81812a",0.2077
"s81811d","s81812d",0.3381
"s82201b","s82401b",0.4527
"s82201d","s82401d",0.4085
"s82201e","s82401e",0.761
"s82202a","s82402a",0.3196
"s82202b","s82402b",0.4261
"s82202d","s82402d",0.3483
"s82202e","s82402e",0.822
"s82251a","s82451a",0.3764
"s82251b","s82451b",0.2457
"s82252a","s82452a",0.2156
"s82252b","s82452b",0.2587
"s82301b","s82831b",0.3147
"s83241a","s83281a",0.2767
"s83241a","s83411a",0.2058
"s83411a","s83511a",0.3224
"s9001xa","s9002xa",0.206
"s90511a","s90512a",0.237
"s90811a","s90812a",0.5718
"s90821a","s90822a",0.5537
"s91301a","s91302a",0.2249
"s92022a","s92212a",0.2716
"s92022a","s92252a",0.2
"s92061a","s92062a",0.2
"s92211a","s92251a",0.4591
"s92211a","s92311a",0.2082
"s92211a","s93324a",0.291
"s92212a","s92312a",0.2398
"s92311a","s92321a",0.3748
"s92311a","s92331a",0.2865
"s92311a","s92341a",0.2342
"s92311a","s93324a",0.206
"s92312a","s92322a",0.3169
"s92312a","s92332a",0.2866
"s92321a","s92331a",0.6493
"s92321a","s92341a",0.5008
"s92321a","s93324a",0.2031
"s92322a","s92332a",0.5693
"s92322a","s92342a",0.4037
"s92331a","s92341a",0.5393
"s92332a","s92342a",0.5396
"s92332a","s92352a",0.2891
"s92341a","s92351a",0.2317
