"Source","Target","Weight"
"i110","i509",0.2726
"i120","n186",0.6135
"i120","z992",0.6077
"i129","n179",0.2457
"i129","n1830",0.4721
"i129","n189",0.3529
"i130","i5032",0.2173
"i130","n1830",0.3388
"i130","n189",0.2211
"i132","n186",0.3805
"i132","z992",0.3699
"i21a9","i97190",0.2077
"i21a9","t82867a",0.2353
"i2510","i252",0.2907
"i2510","k219",0.2022
"i2510","n179",0.2388
"i2510","z7901",0.2555
"i2510","z7902",0.2773
"i2510","z794",0.2054
"i2510","z7982",0.3978
"i2510","z79899",0.2473
"i2510","z87891",0.2762
"i2510","z951",0.2789
"i2510","z955",0.3756
"i252","z7902",0.227
"i252","z951",0.2107
"i252","z955",0.3569
"i255","i5022",0.2004
"i255","i5023",0.2514
"i255","z95810",0.2366
"i2690","i76",0.2492
"i2729","i2781",0.2245
"i330","i76",0.2137
"i350","z006",0.2216
"i462","i4901",0.3902
"i480","z7901",0.3217
"i4891","z7901",0.2406
"i495","z950",0.2457
"i5189","q676",0.2857
"i609","i615",0.2094
"i6201","i6203",0.225
"i63413","i63433",0.2058
"i69018","i69020",0.3288
"i69018","i69098",0.2961
"i69020","i69091",0.2868
"i69091","i69098",0.2339
"i69110","i69111",0.7374
"i69110","i69112",0.3322
"i69110","i69114",0.5455
"i69111","i69112",0.2548
"i69111","i69114",0.4693
"i69112","i69114",0.2491
"i69118","i69120",0.2765
"i69118","i69122",0.3427
"i69118","i69191",0.3453
"i69118","i69192",0.3347
"i69118","i69198",0.2874
"i69119","i69154",0.2605
"i69119","i69198",0.219
"i69120","i69122",0.2357
"i69120","i69151",0.3711
"i69120","i69191",0.4915
"i69120","i69192",0.2407
"i69120","i69198",0.209
"i69122","i69151",0.2442
"i69122","i69154",0.2649
"i69122","i69191",0.3503
"i69122","i69192",0.4158
"i69122","i69198",0.2081
"i69151","i69191",0.3227
"i69151","i69198",0.2248
"i69154","i69191",0.3302
"i69154","i69192",0.3173
"i69154","i69198",0.3273
"i69191","i69192",0.262
"i69191","i69198",0.295
"i69218","i69291",0.2819
"i69219","i69298",0.2125
"i69220","i69251",0.2391
"i69220","i69291",0.2498
"i69254","i69291",0.2174
"i69310","i69311",0.386
"i69310","i69312",0.261
"i69310","i69314",0.6143
"i69311","i69314",0.334
"i69312","i69314",0.2052
"i69318","i69322",0.2438
"i69318","i69391",0.2259
"i69318","i69392",0.2463
"i69320","i69322",0.2299
"i69320","i69351",0.2998
"i69320","i69391",0.2998
"i69322","i69391",0.3872
"i69322","i69392",0.3695
"i69391","i69392",0.2846
"i69391","i69398",0.2096
"i69920","i69951",0.2242
"i70232","i70242",0.4602
"i70233","i70243",0.2579
"i70233","l97311",0.2423
"i70238","i70248",0.284
"i70239","i70249",0.2257
"i82211","i82b21",0.2919
"i82291","i82b22",0.2058
"i82291","i82c22",0.2058
"i82411","i82431",0.341
"i82412","i82432",0.4024
"i82413","i82433",0.3583
"i82431","i82441",0.2884
"i82431","i82451",0.2139
"i82432","i82442",0.2672
"i82432","i82452",0.2138
"i82433","i82443",0.2392
"i82441","i82451",0.3758
"i82442","i82452",0.3983
"i82443","i82453",0.4155
"i82511","i82531",0.2111
"i82512","i82532",0.3755
"i82513","i82533",0.3022
"i82541","i82551",0.285
"i82542","i82552",0.3242
"i82a11","i82b11",0.3365
"i82a12","i82b12",0.2986
"i83009","l97909",0.2503
"i83018","i83028",0.593
"i83018","l97819",0.2239
"i83019","i83029",0.5901
"i83028","l97829",0.2354
"i8311","i8312",0.7787
"i83218","i83228",0.7491
"i8510","k3189",0.2392
"i8510","k7031",0.2137
"i8510","k766",0.2929
"i8511","i864",0.2469
"i8511","k3189",0.218
"j1282","j9601",0.437
"j1282","u071",0.7417
"j1282","z66",0.2003
"j189","j440",0.2493
"j321","j322",0.3725
"j440","j441",0.4117
"j440","j9621",0.2479
"j441","j9621",0.3146
"j441","z9981",0.2658
"j705","t59811a",0.5872
"j80","r6521",0.2576
"j9601","n179",0.2338
"j9601","u071",0.3597
"j9601","z66",0.2413
"j9601","z79899",0.2086
"j9611","z9981",0.2218
"j9621","j9622",0.3011
"j9621","z9981",0.4044
"j9851","k223",0.219
"k029","k047",0.2164
"k122","l0201",0.2176
"k219","z7982",0.21
"k219","z79899",0.2337
"k219","z87891",0.2296
"k311","k315",0.2378
"k3189","k766",0.3888
"k435","z433",0.2005
"k50113","k50114",0.2996
"k50913","k50914",0.2438
"k521","t3695xa",0.267
"k5901","r530",0.34
"k5903","t402x5a",0.5439
"k592","n319",0.211
"k635","k648",0.2143
"k644","k648",0.2073
"k6812","m4626",0.2278
"k6812","m4646",0.2009
"k7011","k7031",0.2316
"k7031","k7040",0.204
"k7031","k7290",0.2376
"k7031","k766",0.3358
"k7290","k766",0.2602
"k7460","k766",0.2148
"k7460","r188",0.2761
"k766","r188",0.2101
"k831","o2662",0.2587
"l0201","l03211",0.2314
"l0211","l03221",0.2107
"l02211","l03311",0.2383
"l02212","l03312",0.2589
"l02214","l03314",0.2822
"l02215","l03315",0.2469
"l02216","l03316",0.2732
"l0231","l03317",0.36
"l02411","l03111",0.2874
"l02412","l03112",0.3102
"l02511","l03011",0.2377
"l02512","l03012",0.3021
"l02811","l03811",0.3514
"l03115","l03116",0.2917
"l89139","l89149",0.4757
"l89154","m4628",0.2807
"l89156","l89616",0.2608
"l89156","l89626",0.2829
"l89210","l89220",0.2716
"l89213","l89223",0.2552
"l89214","l89224",0.3615
"l89216","l89226",0.4672
"l89219","l89229",0.4097
"l89310","l89320",0.468
"l89311","l89321",0.5054
"l89312","l89322",0.4375
"l89313","l89323",0.4416
"l89314","l89324",0.4328
"l89316","l89326",0.6593
"l89319","l89329",0.4761
"l89510","l89520",0.2412
"l89513","l89523",0.2587
"l89516","l89526",0.2877
"l89519","l89529",0.4074
"l89610","l89620",0.2929
"l89611","l89621",0.5198
"l89612","l89622",0.3271
"l89613","l89623",0.243
"l89614","l89624",0.274
"l89616","l89626",0.6081
"l89616","l89816",0.2451
"l89616","z430",0.2024
"l89619","l89629",0.4377
"l89626","l89816",0.2297
"l89626","z430",0.2083
"l97119","l97129",0.3156
"l97211","l97221",0.2733
"l97212","l97222",0.3101
"l97219","l97229",0.2587
"l97312","l97322",0.3147
"l97411","l97421",0.2568
"l97419","l97429",0.2132
"l97811","l97821",0.3501
"l97812","l97822",0.372
"l97818","l97828",0.5182
"l97819","l97829",0.4505
"l97911","l97921",0.6148
"l97919","l97929",0.5255
"m06841","m06842",0.8918
"m10071","m10072",0.2408
"m13861","m13862",0.57
"m19021","m19022",0.2142
"m19031","m19032",0.2736
"m19041","m19042",0.8013
"m19071","m19072",0.2898
"m2011","m2012",0.3679
"m2011","m21611",0.2222
"m2012","m21612",0.265
"m2041","m2042",0.3808
"m21161","m21162",0.2015
"m21371","m21372",0.284
"m2141","m2142",0.6208
"m21611","m21612",0.5509
"m216x1","m216x2",0.473
"m21851","m21852",0.343
"m21961","m21962",0.3257
"m24541","m24542",0.481
"m24551","m24552",0.6068
"m24552","m24562",0.2574
"m24561","m24562",0.426
"m24574","m24575",0.6667
"m24662","m65862",0.251
"m25372","m898x7",0.2643
"m25541","m25542",0.4954
"m25561","m25562",0.2567
"m25712","m7522",0.2305
"m25811","m25812",0.3483
"m4316","m4726",0.2127
"m4316","m48061",0.2438
"m4316","m48062",0.3328
"m4316","m5116",0.2485
"m4316","m5416",0.248
"m4317","m4807",0.231
"m4622","m4642",0.4189
"m4624","m4644",0.4142
"m4625","m4645",0.5008
"m4626","m4646",0.4534
"m4627","m4647",0.3346
"m4712","m4722",0.3012
"m4726","m48062",0.2284
"m4726","m5116",0.3147
"m4727","m5117",0.2049
"m48061","m5116",0.2075
"m48062","m5116",0.2324
"m4807","m5117",0.3067
"m5001","m5011",0.3659
"m50021","m50121",0.383
"m50022","m50122",0.3328
"m50023","m50123",0.4081
"m50321","m50322",0.2453
"m50321","m50323",0.2874
"m50322","m50323",0.2425
"m5105","m5115",0.3449
"m5441","m5442",0.3303
"m6208","z411",0.2149
"m62461","m62462",0.4311
"m62561","m62562",0.7064
"m6701","m6702",0.2757
"m7061","m7062",0.2414
"m7071","m7072",0.3805
"m7551","m7552",0.2031
"m79604","m79605",0.3006
"m79671","m79672",0.233
"m86661","t84622a",0.24
"m87051","m87052",0.209
"m87851","m87852",0.3427
"m9711xa","s72401a",0.2597
"m9711xd","s72401d",0.409
"m9712xd","s72402d",0.2169
"m9901","m9902",0.7362
"n138","n401",0.2908
"n141","t508x5a",0.589
"n170","r6521",0.3005
"n179","n1830",0.2274
"n179","z20822",0.2097
"n179","z66",0.2159
"n179","z794",0.211
"n179","z7982",0.228
"n179","z79899",0.2365
"n179","z87891",0.2191
"n186","z992",0.8796
"n401","r338",0.582
"n4821","n4822",0.3288
"n736","o99892",0.2432
"n762","n764",0.2897
"n801","n803",0.2833
"n805","n808",0.2137
"n815","n816",0.3101
"n8301","n8302",0.3805
"n838","o3483",0.2293
"n895","z87890",0.2217
"n896","o3463",0.489
"o09521","o99351",0.2101
"o1003","o115",0.4509
"o161","o24111",0.2606
"o211","o99281",0.2838
"o2301","o98811",0.2491
"o2302","o99012",0.2362
"o2302","o99282",0.217
"o2342","o99332",0.2135
"o26611","z3a12",0.23
"o26872","o3432",0.2315
"o26893","z6711",0.2671
"o26893","z6741",0.3424
"o26893","z6791",0.2035
"o30033","o321xx2",0.2144
"o30033","z372",0.2712
"o30043","o321xx2",0.2225
"o30043","z372",0.7108
"o321xx1","o321xx2",0.3088
"o321xx1","z372",0.2334
"o321xx2","z372",0.2933
"o322xx1","o322xx2",0.2773
"o3403","q5128",0.3219
"o3403","q513",0.6651
"o34211","z302",0.294
"o34211","z3a39",0.2091
"o3463","o655",0.2051
"o364xx0","z371",0.6683
"o365931","o365932",0.3268
"o4592","o6012x0",0.2449
"o480","z3a40",0.4315
"o480","z3a41",0.4162
"o6014x0","z3a35",0.2095
"o6014x0","z3a36",0.2435
"o6014x1","o6014x2",0.7216
"o6981x0","o701",0.2125
"o6981x0","z370",0.2368
"o6981x0","z3a39",0.2169
"o700","z370",0.21
"o701","z370",0.2428
"o701","z3a39",0.2159
"o701","z3a40",0.2388
"o76","z370",0.2232
"o76","z3a40",0.2066
"o98511","o99511",0.2248
"o98512","o99512",0.3194
"o99011","o99211",0.2317
"o99011","o99281",0.2327
"o99012","o99282",0.3457
"o99012","o99342",0.2515
"o99012","o99512",0.2979
"o99211","o99351",0.2026
"o99211","o99511",0.2655
"o99212","o99512",0.2446
"o99280","o99519",0.2031
"o99281","o99341",0.2284
"o99281","o99511",0.2559
"o99281","o99611",0.2702
"o99281","z3a01",0.2622
"o99281","z3a08",0.2479
"o99281","z3a12",0.2042
"o99282","o99342",0.2354
"o99282","o99512",0.2792
"o99282","o99612",0.2558
"o99285","o9953",0.2054
"o99321","o99331",0.4901
"o99321","o99341",0.3257
"o99321","z3a08",0.2273
"o99322","o99332",0.4465
"o99322","o99342",0.2937
"o99323","o99333",0.3848
"o99324","o99334",0.3044
"o99325","o99335",0.396
"o99331","o99341",0.3499
"o99331","o99351",0.2126
"o99331","o99511",0.2105
"o99331","o99611",0.2109
"o99332","o99342",0.2103
"o99341","o99511",0.2684
"o99341","o99611",0.2051
"o99341","z3a01",0.2482
"o99341","z3a08",0.2178
"o99342","o99512",0.2585
"o99351","o99411",0.2421
"o99611","z3a12",0.2184
"o99834","z224",0.4176
"p0414","p0416",0.271
"p0414","p961",0.3347
"p0449","p961",0.4713
"p0701","p0721",0.64
"p0702","p0722",0.3334
"p0702","p0723",0.4495
"p0703","p0724",0.3155
"p0703","p0725",0.3473
"p0703","p279",0.2392
"p0703","p2810",0.2183
"p0714","p0726",0.3078
"p0714","p0731",0.2403
"p0715","p0733",0.2756
"p0716","p0734",0.3271
"p0717","p0735",0.2922
"p0718","p0737",0.2891
"p0718","p0738",0.2728
"p0718","p590",0.2869
"p0722","p5222",0.33
"p0737","p590",0.278
"p0739","p590",0.2082
"p09","r94120",0.3878
"p220","p284",0.4593
"p220","p2912",0.257
"p220","p590",0.4402
"p220","p612",0.4551
"p220","p7422",0.2223
"p220","p84",0.2685
"p220","q250",0.2201
"p250","p362",0.3041
"p284","p2912",0.3963
"p284","p590",0.4463
"p284","p612",0.4483
"p284","p84",0.2417
"p284","p9209",0.2059
"p2912","p590",0.2578
"p2912","p612",0.2651
"p590","p612",0.3594
"p590","p704",0.2213
"p590","p929",0.2655
"p60","p9163",0.2039
"p610","p612",0.2365
"p610","p7422",0.2429
"p612","p7422",0.2996
"p612","p7883",0.2142
"p612","p84",0.2156
"p612","p9689",0.2283
"p612","q250",0.2215
"p741","p7421",0.2248
"p7441","p74422",0.2487
"p761","p9201",0.2125
"q042","q375",0.2747
"q068","z87728",0.2267
"q201","q220",0.2046
"q203","q204",0.3702
"q204","q224",0.2606
"q210","q250",0.2186
"q211","q250",0.2698
"q220","q255",0.3696
"q2545","q278",0.2233
"q2547","q278",0.2123
"q320","q322",0.3227
"q437","q794",0.2398
"q6601","q6602",0.4262
"r200","r202",0.2106
"r269","r6889",0.4042
"r29810","r4701",0.2303
"r29810","r471",0.2928
"r402111","r402211",0.8354
"r402111","r402221",0.2002
"r402111","r402311",0.7033
"r402112","r402212",0.7879
"r402112","r402312",0.6633
"r402112","r402352",0.2007
"r402113","r402213",0.7866
"r402113","r402313",0.5082
"r402113","r402343",0.2089
"r402113","r402353",0.2337
"r402114","r402214",0.5129
"r402114","r402314",0.6537
"r402122","r402222",0.2296
"r402122","r402342",0.2447
"r402123","r402343",0.3771
"r402132","r402352",0.2033
"r402133","r402243",0.2283
"r402134","r402214",0.2053
"r402134","r402244",0.274
"r402134","r402364",0.3346
"r402140","r402250",0.9018
"r402140","r402360",0.9558
"r402141","r402241",0.3368
"r402141","r402251",0.7641
"r402141","r402361",0.8973
"r402142","r402242",0.2679
"r402142","r402252",0.8057
"r402142","r402362",0.9181
"r402143","r402243",0.3482
"r402143","r402253",0.7763
"r402143","r402363",0.9058
"r402144","r402244",0.5173
"r402144","r402254",0.5202
"r402144","r402364",0.8058
"r402211","r402311",0.6559
"r402211","r402351",0.2408
"r402212","r402312",0.6154
"r402213","r402313",0.4731
"r402213","r402343",0.2353
"r402213","r402353",0.2206
"r402214","r402314",0.3829
"r402214","r402354",0.2171
"r402221","r402311",0.2325
"r402221","r402341",0.3972
"r402222","r402342",0.2484
"r402222","r402352",0.3277
"r402223","r402343",0.2942
"r402223","r402353",0.2513
"r402241","r402361",0.3402
"r402242","r402362",0.2615
"r402243","r402363",0.3603
"r402244","r402364",0.5511
"r402250","r402360",0.9058
"r402251","r402361",0.795
"r402252","r402362",0.8385
"r402253","r402363",0.7857
"r402254","r402364",0.4563
"r411","r412",0.2214
"r413","r41840",0.2211
"r41840","r41844",0.4853
"r419","r6889",0.3678
"r430","r432",0.2795
"r440","r441",0.2355
"r45851","z590",0.2422
"r45851","z62810",0.2543
"r45851","z915",0.4814
"r5081","t451x5a",0.2179
"r5083","t50b95a",0.2134
"r52","z13228",0.2042
"r6251","r633",0.2079
"r64","z681",0.2724
"r6521","z515",0.2225
"r739","t380x5a",0.2085
"r94120","z01118",0.2311
"s0011xd","s0012xd",0.396
"s01122a","s0182xa",0.206
"s01551a","s0185xa",0.25
"s020xxa","s0219xa",0.2053
"s020xxb","s0219xb",0.2537
"s0231xa","s0240ca",0.3386
"s0231xa","s0240ea",0.2356
"s0232xa","s0240da",0.4064
"s0232xa","s0240fa",0.317
"s0232xd","s0240dd",0.2557
"s0240ca","s0240ea",0.3755
"s0240cd","s0240ed",0.3101
"s0240da","s0240fa",0.365
"s0240da","s02842a",0.2195
"s0240db","s02609b",0.2716
"s0240dd","s0240fd",0.2747
"s0240ea","s02841a",0.2165
"s0240ed","s0285xd",0.29
"s0240fa","s02842a",0.2515
"s0240fd","s02832d",0.2
"s02411a","s02412a",0.4127
"s02411a","s02413a",0.2679
"s02412a","s02413a",0.4665
"s0242xa","s032xxa",0.2716
"s02601a","s02652a",0.311
"s02609d","s0285xd",0.204
"s02611a","s02612a",0.3138
"s02621a","s02622a",0.2466
"s02641a","s02651a",0.2423
"s02641a","s0266xa",0.2286
"s02652b","s0266xb",0.2353
"s02831a","s02832a",0.2319
"s0501xa","s0502xa",0.2233
"s061x7a","s065x7a",0.4067
"s061x7a","s066x7a",0.3898
"s065x0a","s066x0a",0.2535
"s065x0d","s066x0d",0.2635
"s065x0s","s066x0s",0.3116
"s065x1a","s066x1a",0.514
"s065x1d","s066x1d",0.4527
"s065x6a","s066x6a",0.7778
"s065x7a","s066x7a",0.5148
"s065x9a","s066x9a",0.3202
"s065x9d","s066x9d",0.3076
"s12200a","s12300a",0.2976
"s12301a","s12401a",0.2998
"s12390a","s12490a",0.2491
"s12400a","s12500a",0.3181
"s12400d","s12500d",0.3782
"s12400d","s134xxd",0.2105
"s12401a","s12501a",0.2277
"s12490a","s12590a",0.272
"s12500a","s12600a",0.3563
"s12500d","s12600d",0.3386
"s12590a","s12690a",0.2647
"s12590d","s12690d",0.25
"s12590d","s22018d",0.2606
"s12591a","s12691a",0.3805
"s12600a","s22019a",0.2414
"s12600d","s22019d",0.2139
"s12690a","s22018a",0.2183
"s12690d","s22018d",0.3475
"s20411a","s20412a",0.3449
"s22018a","s22028a",0.4115
"s22018a","s22038a",0.305
"s22019a","s22029a",0.3142
"s22019a","s22039a",0.2012
"s22019d","s22029d",0.4757
"s22019d","s22039d",0.4185
"s22019d","s22049d",0.2378
"s22020a","s22030a",0.5514
"s22020a","s22040a",0.4341
"s22028a","s22038a",0.4585
"s22028a","s22048a",0.323
"s22029a","s22039a",0.3487
"s22029d","s22039d",0.4389
"s22029d","s22049d",0.25
"s22030a","s22040a",0.6639
"s22030a","s22050a",0.2599
"s22038a","s22048a",0.4912
"s22038a","s22058a",0.3201
"s22039a","s22049a",0.4505
"s22039a","s22059a",0.2489
"s22039d","s22049d",0.5364
"s22039d","s22059d",0.3777
"s22039d","s22069d",0.2481
"s22040a","s22050a",0.3315
"s22048a","s22058a",0.3364
"s22049a","s22059a",0.4149
"s22049d","s22059d",0.4983
"s22049d","s22069d",0.2525
"s22049d","s22079d",0.2156
"s22050a","s22060a",0.2141
"s22051a","s22061a",0.2936
"s22058a","s22068a",0.4512
"s22058a","s22078a",0.3197
"s22059a","s22069a",0.3105
"s22059d","s22069d",0.4816
"s22059d","s22079d",0.2447
"s22068a","s22078a",0.2699
"s22069a","s22079a",0.285
"s22069d","s22079d",0.4905
"s22078a","s22088a",0.2367
"s22080d","s32020d",0.2676
"s22088d","s32018d",0.2097
"s22089a","s32019a",0.2015
"s2241xd","s270xxd",0.2019
"s270xxd","s27321d",0.2755
"s272xxa","s27321a",0.2143
"s27803a","s3633xa",0.2258
"s31811a","s31821a",0.2961
"s31819a","s31829a",0.3585
"s32018a","s32028a",0.4119
"s32018a","s32038a",0.2583
"s32018d","s32028d",0.4674
"s32018d","s32038d",0.2996
"s32019a","s32029a",0.4174
"s32019a","s32039a",0.2692
"s32019d","s32029d",0.3828
"s32019d","s32039d",0.3046
"s32019d","s32049d",0.2749
"s32028a","s32038a",0.4276
"s32028a","s32048a",0.2591
"s32028d","s32038d",0.3983
"s32028d","s32048d",0.2353
"s32029a","s32039a",0.5134
"s32029a","s32049a",0.3305
"s32029d","s32039d",0.527
"s32029d","s32049d",0.4585
"s32029d","s32059d",0.2087
"s32030a","s32040a",0.2141
"s32038a","s32048a",0.5238
"s32038a","s32058a",0.2299
"s32038d","s32048d",0.5639
"s32039a","s32049a",0.4533
"s32039d","s32049d",0.5588
"s32039d","s32059d",0.2637
"s32048a","s32058a",0.3144
"s32048d","s32058d",0.2694
"s32049a","s32059a",0.3201
"s32049d","s32059d",0.3519
"s32129a","s32811a",0.2087
"s32302d","s32402d",0.2051
"s32421a","s73014a",0.3112
"s32422a","s73015a",0.2104
"s32431a","s32441a",0.3748
"s32432a","s32442a",0.3979
"s32461a","s73014a",0.2439
"s332xxa","s334xxa",0.3098
"s332xxd","s334xxd",0.4441
"s35511a","s35512a",0.2661
"s36039d","s36113d",0.2353
"s36438a","s36893a",0.2274
"s36498a","s36593a",0.3508
"s40021a","s40022a",0.3068
"s40021d","s40022d",0.4802
"s40811a","s40812a",0.4945
"s40811a","s80811a",0.2142
"s40811d","s40812d",0.4992
"s40811d","s80811d",0.2353
"s40811d","s80812d",0.2285
"s40812d","s80811d",0.2219
"s40812d","s80812d",0.2161
"s41111a","s41112a",0.2458
"s41111d","s41112d",0.4468
"s41151a","s41152a",0.2961
"s50811a","s50812a",0.2737
"s50811d","s50812d",0.2383
"s51811d","s51812d",0.3015
"s52201a","s52301a",0.2209
"s52201b","s52501b",0.2039
"s52202b","s52302b",0.3138
"s52202d","s5292xd",0.2569
"s52251a","s52351a",0.3621
"s52501b","s52601b",0.2606
"s52502a","s52612a",0.224
"s52502b","s52602b",0.6665
"s52502d","s52602d",0.3143
"s52571a","s52611a",0.3696
"s52572a","s52612a",0.265
"s52592a","s52692a",0.3505
"s5412xa","s56222a",0.2466
"s60511a","s60512a",0.4953
"s60511d","s60512d",0.4116
"s60511d","s90811d",0.2249
"s60511d","s90812d",0.2249
"s60811a","s60812a",0.3123
"s61213a","s61215a",0.2356
"s61214a","s61216a",0.3077
"s61401a","s61402a",0.25
"s61511a","s61512a",0.3297
"s61511d","s61512d",0.245
"s70211a","s70212a",0.2248
"s70311a","s70312a",0.2802
"s71111a","s71112a",0.258
"s71111d","s71112d",0.4662
"s71141a","s71142a",0.4698
"s8001xa","s8002xa",0.3287
"s8001xd","s8002xd",0.2209
"s8011xa","s8012xa",0.2132
"s8011xd","s8012xd",0.2116
"s80211a","s80212a",0.5683
"s80211d","s80212d",0.3728
"s80811a","s80812a",0.5372
"s80811d","s80812d",0.5712
"s81001a","s81002a",0.2121
"s81011d","s81012d",0.3211
"s81801a","s81802a",0.301
"s81801d","s81802d",0.2684
"s81811a","s81812a",0.2076
"s81811d","s81812d",0.2533
"s81831a","s81832a",0.2105
"s82201a","s82401a",0.2647
"s82201b","s82401b",0.4665
"s82201d","s82401d",0.4159
"s82202a","s82402a",0.2944
"s82202b","s82402b",0.4279
