"Source","Target","Weight"
"s82202d","s82402d",0.4481
"s82251a","s82451a",0.2814
"s82251b","s82451b",0.274
"s82252a","s82452a",0.3649
"s82252b","s82452b",0.5364
"s82252c","s82452c",0.5596
"s83241a","s83411a",0.2094
"s83241a","s83511a",0.3742
"s83242a","s83512a",0.2337
"s83411a","s83421a",0.2241
"s83411a","s83511a",0.3898
"s83412a","s83422a",0.304
"s83412a","s83512a",0.2497
"s9001xa","s9002xa",0.3119
"s90511a","s90512a",0.2332
"s90811a","s90812a",0.4705
"s90811d","s90812d",0.7
"s90821a","s90822a",0.5698
"s90821d","s90822d",0.8126
"s90851a","s90852a",0.2185
"s91301a","s91302a",0.3073
"s91301d","s91302d",0.3029
"s92001d","s92002d",0.2301
"s92211a","s92311a",0.3074
"s92211a","s92321a",0.2761
"s92211a","s92331a",0.2432
"s92211a","s92341a",0.2282
"s92241a","s93324a",0.3449
"s92311a","s92321a",0.3722
"s92311a","s92331a",0.3185
"s92311a","s92341a",0.2414
"s92312a","s92322a",0.3107
"s92312a","s92332a",0.2012
"s92314a","s92324a",0.2727
"s92314a","s92334a",0.3805
"s92314a","s92344a",0.5212
"s92321a","s92331a",0.6903
"s92321a","s92341a",0.5182
"s92321a","s92351a",0.2191
"s92321d","s92331d",0.6354
"s92321d","s92341d",0.3288
"s92322a","s92332a",0.6795
"s92322a","s92342a",0.513
"s92324a","s92334a",0.6659
"s92324a","s92344a",0.4344
"s92325a","s92335a",0.6892
"s92325a","s92345a",0.7093
"s92331a","s92341a",0.6128
"s92331a","s92351a",0.2093
"s92331a","s93324a",0.2586
"s92331d","s92341d",0.4757
"s92332a","s92342a",0.6254
"s92332a","s92352a",0.2247
"s92334a","s92344a",0.6338
"s92335a","s92345a",0.7317
"s92341a","s92351a",0.3161
"s92341d","s92351d",0.2747
"s92342a","s92352a",0.3325
"s92344a","s92354a",0.2398
"s92345a","s92355a",0.2828
"t2020xa","t23201a",0.2137
"t20211a","t20212a",0.3801
"t20211a","t2022xa",0.2281
"t20211a","t2024xa",0.2124
"t20211a","t2026xa",0.253
"t20211a","t2027xa",0.309
"t20211a","t2121xa",0.206
"t20211a","t23231a",0.3041
"t20211a","t23251a",0.274
"t20211a","t23252a",0.2137
"t20212a","t2022xa",0.2727
"t20212a","t2024xa",0.2875
"t20212a","t22232a",0.3221
"t20212a","t23261a",0.2383
"t20212a","t23262a",0.2185
"t2022xa","t2024xa",0.46
"t2022xa","t2026xa",0.2213
"t2022xa","t2602xa",0.2854
"t2024xa","t2026xa",0.4942
"t2024xa","t22212a",0.2211
"t2024xa","t23261a",0.2169
"t2024xa","t23262a",0.3119
"t2024xa","t2602xa",0.4682
"t2026xa","t2027xa",0.2993
"t2026xa","t2121xa",0.2993
"t2026xa","t23231a",0.2656
"t2026xa","t23262a",0.208
"t2026xa","t2602xa",0.2683
"t2027xa","t2121xa",0.3043
"t2027xa","t22232a",0.2844
"t2037xa","t2131xa",0.3689
"t2037xa","t2132xa",0.2872
"t2037xa","t23392a",0.2716
"t2121xa","t2122xa",0.2364
"t2121xa","t22232a",0.3318
"t2121xa","t3110",0.2026
"t2122xa","t2124xa",0.2026
"t2122xa","t24211a",0.2927
"t2122xa","t24212a",0.3188
"t2124xa","t2125xa",0.4254
"t2124xa","t22231a",0.2472
"t2125xa","t22212a",0.2162
"t2125xa","t22232a",0.231
"t2125xa","t24211a",0.2122
"t2125xa","t3120",0.25
"t2131xa","t2132xa",0.5089
"t2131xa","t22311a",0.3041
"t2131xa","t22312a",0.2036
"t2131xa","t22331a",0.4527
"t2131xa","t22332a",0.2828
"t2131xa","t23392a",0.3807
"t2131xa","t24312a",0.2254
"t2132xa","t2133xa",0.257
"t2132xa","t2134xa",0.3154
"t2132xa","t22331a",0.2104
"t2132xa","t24311a",0.2408
"t2132xa","t24312a",0.2498
"t2132xa","t3111",0.2064
"t2132xa","t3120",0.2349
"t2133xa","t2134xa",0.2847
"t2133xa","t22312a",0.2397
"t2133xa","t22331a",0.2563
"t2133xa","t22332a",0.3782
"t2133xa","t22352a",0.2702
"t2134xa","t2135xa",0.2828
"t2134xa","t22222a",0.2185
"t2134xa","t23392a",0.2249
"t2134xa","t3111",0.2027
"t2135xa","t24312a",0.3154
"t22211a","t22212a",0.4675
"t22211a","t22231a",0.2718
"t22211a","t23261a",0.2095
"t22211a","t24232a",0.2255
"t22212a","t22222a",0.2443
"t22212a","t22231a",0.2327
"t22212a","t22232a",0.2934
"t22212a","t23262a",0.2684
"t22212a","t24212a",0.2733
"t22212a","t24221a",0.2064
"t22212a","t24232a",0.2211
"t22232a","t23262a",0.2847
"t22232a","t24232a",0.2433
"t22311a","t22312a",0.4339
"t22311a","t22331a",0.5708
"t22311a","t22332a",0.2985
"t22311a","t23342a",0.2875
"t22311a","t23361a",0.3874
"t22311a","t23362a",0.3052
"t22311a","t24332a",0.2543
"t22312a","t22331a",0.3476
"t22312a","t22332a",0.4961
"t22312a","t23342a",0.556
"t22312a","t23361a",0.2221
"t22312a","t23362a",0.4495
"t22312a","t23392a",0.2466
"t22331a","t22332a",0.3154
"t22331a","t23342a",0.2478
"t22331a","t23361a",0.2371
"t22331a","t23362a",0.2155
"t22331a","t24312a",0.2409
"t22332a","t22352a",0.3889
"t22332a","t23342a",0.3352
"t22332a","t23362a",0.3427
"t23231a","t23251a",0.2983
"t23231a","t23252a",0.3322
"t23241a","t23251a",0.3648
"t23241a","t23261a",0.411
"t23241a","t23262a",0.2998
"t23251a","t23252a",0.3436
"t23251a","t23261a",0.2241
"t23251a","t23262a",0.2143
"t23252a","t23262a",0.2058
"t23261a","t23262a",0.2661
"t23342a","t23361a",0.4152
"t23342a","t23362a",0.5587
"t23361a","t23362a",0.4626
"t24211a","t24212a",0.5926
"t24211a","t24231a",0.2817
"t24211a","t24232a",0.2788
"t24211a","t3110",0.3193
"t24212a","t24231a",0.3185
"t24212a","t24232a",0.3143
"t24212a","t3110",0.2898
"t24212a","t3120",0.2039
"t24221a","t24231a",0.229
"t24231a","t24232a",0.4185
"t24231a","t3120",0.2217
"t24232a","t3110",0.2053
"t24311a","t24312a",0.4997
"t24311a","t24331a",0.2875
"t24311a","t24332a",0.24
"t24312a","t24332a",0.2945
"t24312a","t3120",0.2254
"t24331a","t24332a",0.4366
"t24332a","t25321a",0.2094
"t24332a","t25322a",0.2035
"t25221a","t25222a",0.4487
"t25321a","t25322a",0.372
"t25321a","t25331a",0.4008
"t25321a","t25332a",0.304
"t25331a","t25332a",0.4311
"t286xxa","t5492xa",0.2281
"t383x6a","z91128",0.2002
"t39016a","t45526a",0.2834
"t39016a","t466x6a",0.3119
"t40496a","t507x6a",0.6951
"t43226d","t43596d",0.3162
"t451x5a","z5111",0.2076
"t464x5a","t783xxa",0.2546
"z051","z20818",0.416
"z111","z114",0.5689
"z111","z653",0.4873
"z114","z653",0.3899
"z20822","z7982",0.2541
"z20822","z79899",0.4304
"z20822","z87891",0.273
"z23","z3800",0.5866
"z23","z3801",0.2676
"z370","z3a38",0.2603
"z370","z3a39",0.5204
"z370","z3a40",0.2389
"z430","z431",0.5261
"z430","z9911",0.2557
"z515","z66",0.4719
"z558","z658",0.2318
"z569","z599",0.461
"z569","z609",0.3432
"z569","z639",0.3186
"z590","z915",0.2042
"z599","z609",0.3531
"z599","z639",0.2697
"z609","z639",0.4717
"z62810","z62811",0.5365
"z62810","z915",0.3336
"z62811","z62812",0.21
"z62811","z915",0.2162
"z7901","z79899",0.2334
"z7901","z86718",0.2269
"z7901","z87891",0.2349
"z7902","z7982",0.2535
"z7902","z955",0.324
"z794","z7982",0.2462
"z794","z79899",0.2138
"z7982","z79899",0.3848
"z7982","z87891",0.3114
"z79899","z87891",0.3462
"z8249","z833",0.2927
"z85028","z903",0.2149
"z8507","z90411",0.3054
"z85118","z902",0.2669
"z85528","z905",0.5007
"z86711","z86718",0.3394
"z89421","z89422",0.2013
"z89511","z89512",0.2149
"z9049","z90710",0.2026
"z91410","z91411",0.3447
"z9221","z923",0.44
"z930","z931",0.2954
"z930","z9911",0.2664
"z961","z9841",0.2831
"z961","z9842",0.2881
"z961","z9849",0.225
"z96611","z96612",0.2513
"z96661","z96662",0.2635
"z9841","z9842",0.8527
