Source,Target,Weight20202
o99824,z3a39,0.1681
o99824,z3a40,0.1578
o99834,z224,0.375
p0414,p0416,0.2876
p0414,p961,0.3447
p0418,p718,0.157
p043,p0441,0.156
p0449,p961,0.4713
p0701,p0721,0.589
p0702,p0722,0.3244
p0702,p0723,0.358
p0702,p0724,0.2425
p0702,p271,0.2128
p0702,p279,0.1506
p0702,p7421,0.1626
p0702,p7422,0.1559
p0702,p7441,0.2126
p0703,p0724,0.2968
p0703,p0725,0.3363
p0703,p0726,0.2503
p0703,p271,0.2035
p0703,p279,0.1507
p0703,p393,0.1519
p0703,p612,0.1797
p0703,p7421,0.1531
p0703,p7422,0.2183
p0714,p0726,0.2061
p0714,p0731,0.2318
p0714,p0732,0.2199
p0715,p0731,0.1837
p0715,p0732,0.22399999999999998
p0715,p0733,0.2411
p0715,p0734,0.1559
p0716,p0733,0.1525
p0716,p0734,0.2402
p0716,p0735,0.1799
p0717,p0734,0.1517
p0717,p0735,0.2474
p0717,p0736,0.23800000000000002
p0717,p612,0.1566
p0718,p0737,0.3161
p0718,p0738,0.2703
p0718,p0739,0.183
p0718,p220,0.1506
p0718,p590,0.2867
p0718,z3831,0.1769
p0722,p269,0.1505
p0722,p5222,0.2379
p0724,p271,0.155
p0724,p5222,0.1505
p0724,p7441,0.2001
p0725,p271,0.1818
p0735,p612,0.1842
p0736,p590,0.1512
p0737,p284,0.151
p0737,p590,0.2873
p0738,p590,0.1956
p0739,p590,0.2009
p09,r94120,0.3301
p220,p284,0.4546
p220,p2912,0.1978
p220,p369,0.1798
p220,p590,0.4442
p220,p610,0.1868
p220,p612,0.5139
p220,p7422,0.2214
p220,p84,0.2557
p220,p929,0.1801
p220,p9689,0.1877
p220,q250,0.2322
p221,p590,0.1731
p221,p929,0.1806
p250,p5222,0.1554
p250,p7441,0.1761
p269,p60,0.1976
p269,p616,0.1875
p271,p2810,0.179
p284,p2912,0.3293
p284,p590,0.4271
p284,p610,0.1542
p284,p612,0.5092
p284,p7422,0.2006
p284,p7883,0.1687
p284,p84,0.2442
p284,p9209,0.1835
p284,p929,0.1727
p284,p9689,0.2051
p284,q250,0.209
p285,p84,0.2041
p2912,p590,0.2033
p2912,p612,0.2352
p2912,p7883,0.1549
p369,p612,0.1619
p5222,p912,0.1848
p590,p612,0.4038
p590,p704,0.2251
p590,p84,0.1697
p590,p929,0.2663
p590,p9689,0.1502
p590,q211,0.1519
p590,q250,0.1689
p590,z051,0.1995
p590,z3831,0.1644
p60,p9163,0.1794
p610,p612,0.2364
p610,p7422,0.1923
p610,q250,0.1534
p612,p7422,0.2673
p612,p7883,0.2044
p612,p84,0.2132
p612,p9209,0.1894
p612,p9689,0.2321
p612,q250,0.2718
p711,p7422,0.1667
p741,p7421,0.2018
p7421,p74421,0.1897
p7422,p84,0.1667
p7432,p7441,0.2139
p7441,p74421,0.1967
p7441,p74422,0.2077
p7883,p9209,0.1822
p84,q250,0.16699999999999998
p90,p9160,0.1692
p9689,q250,0.17
q068,z87728,0.195
q174,q752,0.2481
q201,q203,0.275
q201,q212,0.1642
q203,q204,0.2905
q203,q220,0.1648
q203,q224,0.2032
q204,q220,0.2022
q204,q224,0.2812
q204,q234,0.1886
q204,q255,0.2759
q210,q211,0.1615
q210,q250,0.2325
q211,q250,0.3006
q213,q2579,0.1547
q220,q255,0.2447
q220,q2579,0.1713
q232,q233,0.2019
q251,q2542,0.2209
q2545,q2547,0.2001
q2545,q258,0.3922
q2547,q258,0.2531
q2547,q278,0.1933
q410,q451,0.1569
q688,q743,0.2382
q690,q692,0.1565
r200,r202,0.2114
r269,r6889,0.3591
r278,z736,0.3597
r296,z9181,0.1594
r29810,r4701,0.2186
r29810,r471,0.2784
r29810,r4781,0.2132
r350,r3915,0.1522
r402110,r402210,0.5115
r402111,r402211,0.8436
r402111,r402221,0.1534
r402111,r402311,0.7917
r402111,r402341,0.1747
r402112,r402212,0.7499
r402112,r402312,0.6881
r402112,r402332,0.1508
r402112,r402342,0.1716
r402113,r402213,0.575
r402113,r402223,0.1548
r402113,r402313,0.5524
r402113,r402333,0.1817
r402113,r402343,0.19899999999999998
r402113,r402353,0.1674
r402114,r402214,0.4869
r402114,r402224,0.1741
r402114,r402314,0.4903
r402114,r402344,0.2163
r402114,r402354,0.1555
r402121,r402221,0.2221
r402121,r402341,0.285
r402121,r402351,0.2964
r402122,r402212,0.1857
r402122,r402222,0.3096
r402122,r402342,0.3096
r402122,r402352,0.3892
r402123,r402213,0.2671
r402123,r402223,0.2996
r402123,r402343,0.3895
r402123,r402353,0.2834
r402124,r402214,0.3232
r402124,r402224,0.2997
r402124,r402314,0.2275
r402124,r402344,0.3222
r402124,r402354,0.2472
r402131,r402221,0.1534
r402131,r402351,0.3032
r402132,r402232,0.1649
r402132,r402352,0.1649
r402133,r402213,0.1817
r402133,r402223,0.1663
r402133,r402243,0.1704
r402133,r402353,0.2902
r402134,r402214,0.1712
r402134,r402244,0.1572
r402134,r402354,0.1739
r402134,r402364,0.2289
r402141,r402241,0.4066
r402141,r402251,0.7002
r402141,r402361,0.8655
r402142,r402242,0.2964
r402142,r402252,0.7703
r402142,r402362,0.8947
r402143,r402243,0.2887
r402143,r402253,0.7691
r402143,r402363,0.8763
r402144,r402214,0.1518
r402144,r402244,0.4384
r402144,r402254,0.3421
r402144,r402354,0.2632
r402144,r402364,0.6482
r402211,r402311,0.7405
r402211,r402341,0.1696
r402211,r402351,0.1664
r402212,r402312,0.609
r402212,r402342,0.2161
r402212,r402352,0.1767
r402213,r402313,0.4414
r402213,r402343,0.2475
r402213,r402353,0.2891
r402214,r402314,0.4663
r402214,r402344,0.2091
r402214,r402354,0.1921
r402214,r402364,0.17300000000000001
r402221,r402341,0.2068
r402221,r402351,0.1738
r402222,r402342,0.2696
r402222,r402352,0.2972
r402223,r402343,0.3036
r402223,r402353,0.3032
r402224,r402344,0.2733
r402224,r402354,0.3532
r402232,r402352,0.187
r402241,r402361,0.3926
r402242,r402352,0.2041
r402242,r402362,0.2908
r402243,r402363,0.3226
r402244,r402354,0.1535
r402244,r402364,0.3952
r402251,r402361,0.758
r402252,r402362,0.8169
r402253,r402363,0.7953
r402254,r402364,0.3672
r413,r41840,0.2586
r413,r41844,0.1995
r41840,r41842,0.2413
r41840,r41844,0.5367
r41840,z48811,0.1544
r41842,r41844,0.1656
r419,r6889,0.3219
r440,r441,0.2786
r45851,z560,0.1764
r45851,z590,0.2698
r45851,z62810,0.2325
r45851,z62811,0.1514
r45851,z818,0.1544
r45851,z915,0.4662
r4701,r471,0.1856
r471,r4781,0.1514
r5081,t451x5a,0.2174
r52,z13228,0.2642
r532,z430,0.1545
r5383,r6889,0.1914
r6251,r633,0.1746
r627,z681,0.1639
r64,z681,0.2537
r6521,z515,0.2418
r6521,z66,0.1753
r6889,z4789,0.1811
r700,r7982,0.1506
r739,t380x5a,0.2239
r791,t45515a,0.1576
r87610,r87810,0.1504
r94120,z01118,0.1508
s0011xa,s0012xa,0.2171
s01551a,s0912xa,0.2219
s020xxa,s0219xa,0.2537
s020xxb,s0219xb,0.2238
s020xxd,s0219xd,0.2992
s020xxd,s062x9d,0.1601
s020xxd,s066x9d,0.1659
s0219xa,s066x9a,0.213
s0219xd,s066x9d,0.1762
s0231xa,s0240ca,0.4308
s0231xa,s0240ea,0.2756
s0231xa,s02831a,0.22399999999999998
s0231xa,s02841a,0.2286
s0231xd,s0240cd,0.3638
s0231xd,s0240ed,0.2301
s0232xa,s0240da,0.2655
s0232xa,s0240fa,0.2545
s0232xd,s0512xd,0.1569
s0240ca,s0240ea,0.3877
s0240ca,s02841a,0.2716
s0240cd,s0240dd,0.2263
s0240cd,s0240ed,0.2317
s0240da,s0240fa,0.3572
s0240da,s02842a,0.177
s0240dd,s0240fd,0.3621
s0240dd,s0285xd,0.2166
s0240ea,s02841a,0.3216
s0240ed,s0240fd,0.2481
s0240ed,s02609d,0.1681
s0240ed,s064x9d,0.2143
s0240fa,s02842a,0.2553
s02411a,s02412a,0.2488
s02412a,s02413a,0.1593
s02601a,s02602a,0.2285
s02602a,s02651a,0.157
s02611a,s02612a,0.3921
s02621a,s02622a,0.2497
s02621a,s02641a,0.2678
s02642a,s0266xa,0.1803
s02651a,s02652a,0.2266
s02651a,s0266xa,0.1958
s02652a,s0266xa,0.1785
s02652b,s0266xb,0.1859
s0281xa,s0282xa,0.2039
s02831a,s02832a,0.1557
s02832a,s02842a,0.1566
s0501xa,s0502xa,0.2581
s0511xa,s0512xa,0.1769
s061x1a,s064x1a,0.3018
s061x7a,s065x7a,0.4205
s061x7a,s066x7a,0.4175
s062x7a,s065x7a,0.2031
s062x7a,s066x7a,0.2228
s062x9s,s066x9s,0.2868
s065x0a,s066x0a,0.1918
s065x0d,s066x0d,0.2532
s065x1a,s066x1a,0.4557
s065x7a,s066x7a,0.4048
s065x9a,s066x9a,0.3253
s065x9d,s066x9d,0.35700000000000004
s065x9s,s066x9s,0.2779
s12000d,s12100d,0.2921
s12190a,s12690a,0.1688
s12200a,s12300a,0.2639
s12300a,s12400a,0.2825
s12300d,s12400d,0.2842
s12300d,s12500d,0.1676
s12301a,s12401a,0.3288
s12400a,s12500a,0.4086
s12400d,s12500d,0.3457
s12490a,s12590a,0.3421
s12490d,s12590d,0.3642
s12500a,s12600a,0.3567
s12500d,s12600d,0.4346
s12590a,s12690a,0.3681
s12590d,s12690d,0.3865
s12590d,s22018d,0.4983
s12600a,s22019a,0.2364
s12600d,s22019d,0.304
s12600d,s22039d,0.1573
s12690a,s22018a,0.1644
s12690a,s22028a,0.2178
s12690d,s22018d,0.43
s20311a,s20312a,0.155
s22018a,s22028a,0.4802
s22018a,s22038a,0.2586
s22018a,s22048a,0.1847
s22019a,s22029a,0.3674
s22019a,s22039a,0.19699999999999998
s22019d,s22029d,0.2761
s22019d,s22039d,0.2209
s22020a,s22030a,0.3642
s22020a,s22040a,0.2854
s22020a,s22050a,0.1503
s22028a,s22038a,0.3793
s22028a,s22048a,0.2759
s22028a,s22058a,0.2862
s22029a,s22039a,0.2938
s22029a,s22049a,0.1814
s22029d,s22039d,0.25
s22029d,s22049d,0.1875
s22029d,s22069d,0.1505
s22029d,s22079d,0.1906
s22030a,s22040a,0.3748
s22030a,s22050a,0.2316
s22038a,s22048a,0.5862
s22038a,s22058a,0.3149
s22039a,s22049a,0.3595
s22039a,s22059a,0.2203
s22039d,s22049d,0.375
s22039d,s22059d,0.1961
s22039d,s22069d,0.1882
s22039d,s22079d,0.1906
s22040a,s22050a,0.2538
s22040a,s22060a,0.1602
s22048a,s22058a,0.45799999999999996
s22048a,s22068a,0.2771
s22049a,s22059a,0.2779
s22049d,s22059d,0.4413
s22049d,s22069d,0.3764
s22049d,s22079d,0.3812
s22050a,s22060a,0.3659
s22050a,s22070a,0.1568
s22051a,s22061a,0.2143
s22058a,s22068a,0.4633
s22058a,s22078a,0.1964
s22059a,s22069a,0.2669
s22059a,s22079a,0.2123
s22059d,s22069d,0.4078
s22059d,s22079d,0.3265
s22060a,s22070a,0.2843
s22060d,s22080d,0.1897
s22061a,s22071a,0.1554
s22068a,s22078a,0.4281
s22068a,s22088a,0.2222
s22068a,s32038a,0.1629
s22068d,s22088d,0.2317
s22069a,s22079a,0.315
s22069d,s22079d,0.5362
s22078a,s22088a,0.3548
s22078a,s32018a,0.1625
s22078a,s32028a,0.16399999999999998
s22078a,s32038a,0.1854
s22078a,s32048a,0.1588
s22079a,s22089a,0.2074
s22079d,s22089d,0.285
s22088a,s32018a,0.1714
s22088a,s32028a,0.1883
s22088a,s32038a,0.1798
s22088a,s32048a,0.1691
s22088d,s32018d,0.2151
s2220xa,s2243xa,0.1547
s2220xd,s2243xd,0.1789
s2241xa,s270xxa,0.18
s2242xa,s270xxa,0.2016
s2243xd,s270xxd,0.174
s225xxa,s272xxa,0.1607
s225xxd,s272xxd,0.1607
s225xxd,s42101d,0.1905
s270xxa,s27321a,0.1716
s272xxa,s27321a,0.2089
s272xxa,t794xxa,0.1875
s30811a,s40812a,0.1518
s31819a,s31829a,0.3211
s32018a,s32028a,0.4939
s32018a,s32038a,0.3468
s32018a,s32048a,0.3291
s32018a,s32058a,0.1992
s32018d,s32028d,0.4678
s32019a,s32029a,0.3844
s32019a,s32039a,0.3081
s32019a,s32049a,0.2019
s32019d,s32029d,0.3454
s32019d,s32039d,0.2334
s32019d,s32049d,0.2077
s32020a,s32030a,0.1815
s32028a,s32038a,0.6024
s32028a,s32048a,0.4701
s32028a,s32058a,0.2668
s32029a,s32039a,0.4913
s32029a,s32049a,0.2774
s32029d,s32039d,0.4914
s32029d,s32049d,0.2692
s32031a,s32041a,0.1817
s32038a,s32048a,0.6442
s32038a,s32058a,0.3379
s32039a,s32049a,0.4463
s32039a,s32059a,0.2174
s32039d,s32049d,0.4245
s32039d,s32059d,0.1993
s32040a,s32050a,0.3326
s32048a,s32058a,0.4576
s32049a,s32059a,0.3404
s32049d,s32059d,0.3214
s3219xd,s32512d,0.1807
s3219xd,s3282xd,0.1878
s32402d,s32592d,0.1672
s32421a,s32441a,0.1629
s32421a,s73014a,0.3641
s32422a,s73005a,0.1779
s32431a,s32441a,0.3054
s32432a,s32442a,0.4005
s32511a,s32512a,0.183
s32511a,s32591a,0.1591
s32511d,s32591d,0.2497
s32512a,s32592a,0.1575
s32512d,s32592d,0.2472
s32591a,s32592a,0.1567
s32591d,s32592d,0.1795
s36030a,s36114a,0.1567
s36039d,s36113d,0.2337
s36533a,s36893a,0.1505
s40021a,s40022a,0.2649
s40021d,s40022d,0.3197
s40811a,s40812a,0.4777
s40811d,s40812d,0.6811
s40812a,s80812a,0.1672
s41011a,s41012a,0.20800000000000002
s41101a,s41102a,0.3536
s41111a,s41112a,0.2414
s41111d,s41112d,0.36700000000000005
s41151a,s41152a,0.2961
s42002d,s42102d,0.2718
s42022a,s42112a,0.1606
s5011xa,s5012xa,0.373
s50311a,s50312a,0.1897
s50811a,s50812a,0.2923
s50811d,s50812d,0.37200000000000005
s50812d,s80812d,0.1737
s51801a,s51802a,0.2068
s51811a,s51812a,0.162
s51811d,s51812d,0.2936
s52201a,s52301a,0.1802
s52202a,s52302a,0.1789
s52202d,s5292xd,0.4706
s52501a,s52601a,0.1515
s52501b,s52601b,0.2469
s52502a,s52602a,0.1656
s52502a,s52612a,0.2387
s52502b,s52602b,0.272
s52502d,s52612d,0.1672
s52571a,s52611a,0.195
s52572a,s52612a,0.3074
s60221a,s60222a,0.2221
s60511a,s60512a,0.4725
s60811a,s60812a,0.2491
s61214a,s61216a,0.1836
s61215a,s61217a,0.1526
s61401a,s61402a,0.2051
s61511a,s61512a,0.2902
s61511d,s61512d,0.3582
s70211a,s70212a,0.2344
s70311a,s70312a,0.3318
s71101a,s71102a,0.2371
s71111a,s71112a,0.2669
s71111d,s71112d,0.6201
s8001xa,s8002xa,0.2467
s8001xd,s8002xd,0.1589
s8011xa,s8012xa,0.2869
s8011xd,s8012xd,0.1644
s80211a,s80212a,0.5179
s80211d,s80212d,0.5373
s80811a,s80812a,0.5155
s80811d,s80812d,0.3234
s80861a,s80862a,0.5488
s81011a,s81012a,0.1548
s81801a,s81802a,0.2985
s81801d,s81802d,0.2609
s81811a,s81812a,0.2156
s81811d,s81812d,0.3712
s81831a,s81832a,0.1998
s81851a,s81852a,0.1767
s82141a,s82831a,0.1684
s82142d,s82832d,0.2055
s82201a,s82401a,0.1772
s82201b,s82401b,0.4489
s82201d,s82401d,0.3032
s82202a,s82402a,0.2733
s82202b,s82402b,0.5145
s82202d,s82402d,0.5289
s82251a,s82451a,0.3011
s82252a,s82452a,0.2848
s82252b,s82452b,0.4121
s82831b,s82871b,0.1926
s83241a,s83281a,0.395
s83281a,s83511a,0.1593
s83282a,s83512a,0.1714
s9001xa,s9002xa,0.1819
s90511a,s90512a,0.2641
s90811a,s90812a,0.4258
s90821a,s90822a,0.6123
s91011a,s91012a,0.1554
s91301a,s91302a,0.3697
s91311a,s91312a,0.1748
s92061a,s92062a,0.3922
s92211a,s92251a,0.2209
s92212a,s92332a,0.1797
s92311a,s92321a,0.2982
s92311a,s92331a,0.2297
s92311a,s92341a,0.187
s92312a,s92322a,0.1503
s92312a,s92332a,0.1542
s92321a,s92331a,0.7498
s92321a,s92341a,0.5423
s92321a,s92351a,0.2603
s92322a,s92332a,0.7887
s92322a,s92342a,0.5358
s92324a,s92334a,0.8462
s92324a,s92354a,0.2587
s92325a,s92335a,0.6448
s92331a,s92341a,0.6377
s92331a,s92351a,0.2976
s92332a,s92342a,0.6957
s92332a,s92352a,0.2233
s92334a,s92354a,0.3449
s92341a,s92351a,0.4694
s92342a,s92352a,0.2588
s92342d,s92352d,0.3
t2024xa,t2026xa,0.4846
t2024xa,t2027xa,0.2524
t2026xa,t22231a,0.1727
t2027xa,t2121xa,0.3555
t2027xa,t22211a,0.174
t2027xa,t22231a,0.2732
t2027xa,t22232a,0.2412
t2027xa,t22251a,0.1664
t2027xa,t23241a,0.1606
t2027xa,t24212a,0.1794
t2027xa,t3110,0.1826
t2121xa,t22212a,0.1971
t2121xa,t22231a,0.1589
t2121xa,t22232a,0.3492
t2121xa,t23261a,0.1903
t2121xa,t3110,0.1549
t2122xa,t22231a,0.1663
t2122xa,t23261a,0.2249
t2122xa,t24212a,0.2187
t2123xa,t2124xa,0.2404
t2123xa,t2125xa,0.1936
t2123xa,t22231a,0.2055
t2123xa,t22251a,0.1859
t2123xa,t23261a,0.15
t2123xa,t24211a,0.1874
t2123xa,t24232a,0.1606
t2124xa,t2125xa,0.373
t2124xa,t22211a,0.2017
t2124xa,t22212a,0.2192
t2124xa,t22231a,0.1861
t2124xa,t24232a,0.1836
t2124xa,t3110,0.2845
t2125xa,t24231a,0.2078
t2125xa,t24232a,0.29100000000000004
t2125xa,t3110,0.1877
t2131xa,t2132xa,0.4481
t2131xa,t2134xa,0.1528
t2131xa,t22311a,0.2363
t2131xa,t22312a,0.1832
t2131xa,t22331a,0.2813
t2131xa,t22332a,0.2791
t2131xa,t22351a,0.3461
t2131xa,t24312a,0.1665
t2132xa,t2133xa,0.2037
t2132xa,t2134xa,0.2542
t2132xa,t22311a,0.2004
t2132xa,t22312a,0.1748
t2132xa,t22331a,0.2356
t2132xa,t22332a,0.2641
t2132xa,t22351a,0.2276
t2132xa,t24312a,0.1568
t2132xa,t3111,0.1627
t2133xa,t2134xa,0.4203
t2133xa,t2135xa,0.4198
t2133xa,t22311a,0.3839
t2133xa,t22312a,0.3297
t2133xa,t22331a,0.3867
t2133xa,t22332a,0.319
t2133xa,t24311a,0.1679
t2133xa,t24312a,0.1665
t2133xa,t24331a,0.2203
t2133xa,t24332a,0.1794
t2133xa,t3111,0.3321
t2134xa,t2135xa,0.3434
t2134xa,t22311a,0.4156
t2134xa,t22312a,0.2998
t2134xa,t22331a,0.4507
t2134xa,t22332a,0.3212
t2134xa,t24331a,0.2341
t2134xa,t24332a,0.2292
t2134xa,t3111,0.2729
t2135xa,t22311a,0.2757
t2135xa,t22312a,0.1812
t2135xa,t22331a,0.2534
t2135xa,t22332a,0.1617
t2135xa,t24331a,0.2441
t2135xa,t24332a,0.2305
t2135xa,t300,0.1612
t2135xa,t3111,0.2587
t22211a,t22212a,0.3989
t22211a,t22231a,0.3583
t22211a,t22232a,0.258
t22211a,t23241a,0.1889
t22211a,t23251a,0.205
t22211a,t23261a,0.2386
t22211a,t24212a,0.1583
t22211a,t24221a,0.1835
t22211a,t24231a,0.1972
t22211a,t3110,0.2643
t22212a,t22231a,0.2743
t22212a,t22232a,0.39399999999999996
t22212a,t24221a,0.1737
t22212a,t24231a,0.2133
t22212a,t24232a,0.1504
t22212a,t3110,0.297
t22231a,t22232a,0.5137
t22231a,t23251a,0.1986
t22231a,t23261a,0.2055
t22231a,t24231a,0.1798
t22231a,t3110,0.2498
t22232a,t23201a,0.1522
t22232a,t23252a,0.1569
t22232a,t24212a,0.1817
t22232a,t24231a,0.2496
t22232a,t3110,0.2727
t22311a,t22312a,0.5147
t22311a,t22331a,0.6354
t22311a,t22332a,0.3682
t22311a,t22351a,0.2497
t22311a,t23351a,0.1965
t22311a,t24311a,0.2757
t22311a,t24312a,0.1736
t22311a,t24331a,0.3555
t22311a,t24332a,0.2143
t22311a,t25322a,0.1918
t22311a,t3111,0.2657
t22312a,t22331a,0.4685
t22312a,t22332a,0.516
t22312a,t23352a,0.215
t22312a,t24311a,0.2329
t22312a,t24312a,0.2131
t22312a,t24331a,0.1843
t22312a,t24332a,0.2222
t22312a,t25321a,0.1553
t22312a,t25322a,0.1639
t22312a,t3111,0.22399999999999998
t22331a,t22332a,0.4975
t22331a,t22351a,0.3429
t22331a,t23351a,0.1641
t22331a,t23352a,0.1626
t22331a,t24311a,0.2534
t22331a,t24312a,0.1708
t22331a,t24331a,0.3624
t22331a,t24332a,0.2154
t22331a,t3111,0.2425
t22332a,t22351a,0.1773
t22332a,t23352a,0.19399999999999998
t22332a,t24311a,0.1617
t22332a,t24312a,0.1922
t22332a,t24331a,0.214
t22332a,t24332a,0.2027
t22351a,t23352a,0.2095
t23201a,t23202a,0.3836
t23201a,t24221a,0.1871
t23202a,t24222a,0.22899999999999998
t23241a,t23251a,0.3874
t23241a,t23261a,0.2371
t23251a,t23252a,0.2257
t23261a,t24211a,0.1874
t23261a,t24212a,0.1874
t23351a,t23352a,0.2854
t23351a,t24322a,0.1811
t24211a,t24212a,0.4688
t24211a,t24231a,0.2277
t24211a,t24232a,0.262
t24211a,t25221a,0.1668
t24211a,t3110,0.2881
t24212a,t24231a,0.2277
t24212a,t24232a,0.3275
t24212a,t3110,0.2606
t24221a,t24222a,0.5287
t24231a,t24232a,0.5621
t24231a,t25221a,0.1576
t24231a,t3110,0.29600000000000004
t24232a,t3110,0.2491
t24311a,t24312a,0.4396
t24311a,t24331a,0.3661
t24311a,t24332a,0.2049
t24311a,t25321a,0.1778
t24311a,t25322a,0.2092
t24311a,t3111,0.19899999999999998
t24312a,t24332a,0.209
t24312a,t3111,0.1639
t24331a,t24332a,0.3883
t24331a,t25321a,0.2237
t24331a,t25322a,0.2322
t24331a,t3111,0.1666
t24332a,t25321a,0.1537
t24332a,t25322a,0.2257
t24332a,t3111,0.1778
t25221a,t25222a,0.5096
t25321a,t25322a,0.4707
t300,t310,0.2626
t383x6a,z91128,0.2548
t39016a,t45526a,0.2698
t391x2a,t39312a,0.1698
t424x2d,t426x2d,0.1725
t43226a,t43596a,0.2105
t43596a,z91128,0.2116
t447x6a,t501x6a,0.1753
t451x5a,z5111,0.1763
t45516a,z91120,0.1509
t461x2a,t465x2a,0.1534
t464x5a,t783xxa,0.2484
t464x6a,t466x6a,0.1505
t8143xa,t8144xa,0.1634
z01810,z01811,0.2928
z051,z20818,0.3747
z051,z3800,0.1719
z051,z3801,0.1721
z111,z114,0.3931
z111,z653,0.3961
z114,z653,0.1936
z20828,z7982,0.2418
z20828,z79899,0.3961
z20828,z87891,0.2633
z23,z3800,0.5358
z23,z3801,0.2277
z3483,z370,0.1949
z3483,z3a38,0.163
z3483,z3a39,0.2126
z370,z3a38,0.2452
z370,z3a39,0.5198
z370,z3a40,0.2542
z430,z431,0.4834
z430,z9911,0.2591
z431,z9911,0.1815
z515,z66,0.4654
z560,z590,0.2396
z560,z915,0.1899
z590,z9114,0.1867
z590,z915,0.22
z609,z639,0.4181
z609,z658,0.1601
z62810,z62811,0.5518
z62810,z818,0.1703
z62810,z915,0.3132
z62811,z62812,0.1787
z62811,z915,0.207
z639,z658,0.1635
z658,z77128,0.1622
z66,z7901,0.1625
z66,z7982,0.1638
z66,z79899,0.1596
z66,z87891,0.1645
z720,z818,0.1539
z7901,z794,0.153
z7901,z7982,0.17800000000000002
z7901,z79899,0.2074
z7901,z86711,0.1707
z7901,z86718,0.2313
z7901,z8673,0.1506
z7901,z87891,0.2106
z7902,z794,0.1566
z7902,z7982,0.2546
z7902,z8673,0.1756
z7902,z951,0.182
z7902,z955,0.3094
z794,z7982,0.2486
z794,z79899,0.2197
z794,z87891,0.1704
z794,z992,0.1568
z7951,z9981,0.1873
z7982,z7984,0.2042
z7982,z79899,0.3762
z7982,z8673,0.1551
z7982,z87891,0.3009
z7982,z955,0.1993
z7984,z79899,0.1928
z7984,z87891,0.1516
z79890,z79899,0.1834
z79899,z87891,0.3351
z811,z813,0.1831
z818,z915,0.1978
z8249,z833,0.3155
z8261,z8349,0.1747
z85028,z903,0.1927
z8507,z90411,0.3833
z85118,z902,0.3065
z853,z9013,0.17
z853,z923,0.1507
z8546,z9079,0.1812
z8546,z923,0.1636
z85528,z905,0.474
z86711,z86718,0.3218
z880,z881,0.1591
z880,z882,0.1785
z880,z885,0.1663
z880,z888,0.1552
z881,z882,0.1974
z881,z888,0.1832
z882,z885,0.1557
z882,z888,0.1581
z885,z888,0.2009
z89421,z89422,0.1704
z89511,z89512,0.2503
z89611,z89612,0.2042
z9049,z90710,0.1905
z906,z936,0.1671
z91410,z91411,0.3278
z9221,z923,0.444
z930,z931,0.3023
z930,z9911,0.2346
z951,z955,0.1835
z961,z9841,0.3134
z961,z9842,0.3204
z961,z9849,0.2204
z96611,z96612,0.2497
z96661,z96662,0.1621
z9841,z9842,0.8538
a4189,u071,0.1605
a430,a438,0.1995
b020,b021,0.1644
c669,c680,0.1599
e1165,u071,0.1739
e871,u071,0.16699999999999998
e876,z20828,0.1824
f17210,z20828,0.1958
f329,z20828,0.1595
f419,z20828,0.1512
g2111,t43505a,0.1771
g4453,i67841,0.2466
h35143,p0722,0.1882
i2510,z20828,0.1917
i69018,i69098,0.2626
i69219,i69222,0.2221
i69220,i69222,0.1718
i69222,i69291,0.3747
i70233,i70243,0.1996
i82542,i82552,0.4344
j1289,u071,0.7490000000000001
j9601,u071,0.3978
k50013,k50014,0.2219
k91850,k91858,0.17300000000000001
l89216,l89226,0.2382
l89816,l89896,0.1501
l97318,l97328,0.1521
m10061,m10062,0.2828
m25361,m25362,0.1538
m4724,m5114,0.1583
m5003,m5013,0.2353
m60051,m60052,0.1817
n4821,n4822,0.23600000000000002
o1003,o115,0.2784
o26611,o99211,0.1867
o26611,z3a11,0.1582
o98512,o99012,0.1569
o98512,o99212,0.1627
o98512,o99512,0.2303
q220,q262,0.2397
q6601,q6602,0.6019
r402110,r402310,0.8321
r402210,r402310,0.4902
r430,r432,0.265
s022xxb,s0240db,0.172
s0231xb,s0232xb,0.1811
s0232xb,s0240db,0.3681
s02601a,s02642a,0.2021
s12000d,s12110d,0.2353
s12030a,s12111a,0.1871
s12200d,s12300d,0.3639
s12400d,s134xxd,0.1537
s12591a,s12691a,0.3138
s12690d,s32028d,0.1593
s22079d,s42101d,0.2166
s22088d,s32028d,0.1569
s27322d,s42102d,0.1994
s32018d,s32038d,0.3539
s32018d,s32048d,0.2477
s32020d,s32030d,0.1982
s32028d,s32038d,0.5793
s32028d,s32048d,0.4634
s32038d,s32048d,0.7143
s332xxa,s334xxa,0.3187
s35511a,s35512a,0.2398
s60511d,s60512d,0.7819
s81001a,s81002a,0.41100000000000003
s82231a,s82431a,0.3288
s82251b,s82451b,0.4055
t2020xa,t2026xa,0.2039
t2027xa,t2029xa,0.3151
t2027xa,t23242a,0.1635
t2027xa,t24211a,0.1794
t2029xa,t2121xa,0.1627
t2029xa,t23291a,0.1644
t2037xa,t2131xa,0.2141
t2037xa,t2133xa,0.2141
t2037xa,t23352a,0.2491
t22232a,t23242a,0.1569
t23241a,t23242a,0.4796
t23242a,t23251a,0.2257
t23242a,t23252a,0.4167
t23242a,t23261a,0.1819
t23351a,t25322a,0.1789
t24321a,t24322a,0.3835
t24321a,t24331a,0.1806
t24321a,t25322a,0.1709
t24322a,t25331a,0.1599
t24332a,t25331a,0.1638
t25021a,t25022a,0.66
t25321a,t25331a,0.1812
