Source,Target,Weight20202
e1165,n179,0.1635
e1165,z794,0.3569
e1165,z7984,0.2547
e1169,l97519,0.1987
e1169,l97529,0.1752
e1169,m86171,0.1745
e1169,m868x7,0.1974
e1169,m869,0.2762
e119,e785,0.1946
e119,i10,0.2268
e119,z794,0.1988
e119,z7982,0.1576
e119,z7984,0.3968
e1322,e1365,0.1616
e1365,e891,0.20600000000000002
e139,e891,0.1718
e230,e232,0.2242
e282,o99284,0.1695
e43,r64,0.1533
e43,z681,0.4057
e440,z681,0.1751
e46,z681,0.1643
e509,e60,0.2062
e6601,g4733,0.2621
e6601,z6841,0.3411
e6601,z6842,0.2119
e6601,z6843,0.1788
e662,j9622,0.2362
e669,e785,0.1508
e669,o99214,0.1575
e7800,z7982,0.1514
e785,e871,0.1781
e785,e876,0.1746
e785,f329,0.1777
e785,f419,0.1503
e785,i10,0.4343
e785,i129,0.1574
e785,i2510,0.3817
e785,j9601,0.2014
e785,k219,0.2838
e785,n179,0.2508
e785,z20828,0.2912
e785,z66,0.1543
e785,z7901,0.2137
e785,z7902,0.1565
e785,z794,0.2262
e785,z7982,0.3762
e785,z7984,0.2012
e785,z79899,0.3854
e785,z87891,0.326
e8339,e8342,0.1933
e8339,n186,0.1894
e8339,z992,0.1779
e8342,e876,0.2392
e8359,n29,0.2399
e840,e848,0.4074
e848,k8681,0.1683
e854,i43,0.2627
e854,i680,0.5599
e860,e871,0.212
e860,e872,0.2237
e860,e876,0.2115
e860,n179,0.2691
e870,g9341,0.2021
e870,j690,0.1602
e870,j80,0.1518
e870,n170,0.1715
e870,r6521,0.2235
e870,z515,0.18899999999999997
e871,e872,0.2443
e871,e875,0.1614
e871,e876,0.2597
e871,i10,0.18100000000000002
e871,i2510,0.1562
e871,j1289,0.1769
e871,j9601,0.2046
e871,n179,0.2491
e871,z20828,0.1741
e871,z66,0.1568
e871,z794,0.1742
e871,z7982,0.1597
e871,z79899,0.1887
e871,z87891,0.1643
e872,e875,0.2019
e872,e876,0.2034
e872,g9341,0.18899999999999997
e872,j9601,0.2277
e872,n179,0.3062
e872,r6521,0.16699999999999998
e872,z20828,0.1766
e872,z515,0.1536
e872,z66,0.2032
e872,z79899,0.1591
e874,j80,0.1543
e874,r6521,0.1552
e875,i120,0.1758
e875,n179,0.1779
e875,n186,0.2727
e875,z992,0.2564
e876,f17210,0.1561
e876,i10,0.2124
e876,j9601,0.1768
e876,k219,0.1514
e876,n179,0.2042
e876,z79899,0.1924
e876,z87891,0.1568
e8770,i120,0.1546
e881,l987,0.20600000000000002
e890,z85850,0.3074
e891,z90410,0.2317
f0280,g20,0.2461
f0280,g309,0.684
f0281,g309,0.17300000000000001
f0390,g9341,0.1549
f0390,z66,0.1698
f070,s066x9s,0.1664
f10229,f10239,0.1685
f1110,f1510,0.1703
f11120,f15120,0.1811
f1120,g894,0.2076
f1121,f1521,0.1535
f1123,f1520,0.2023
f1123,f17200,0.2228
f1123,f332,0.3188
f1123,r45851,0.1808
f1123,z560,0.152
f1123,z590,0.2231
f1123,z62810,0.1585
f1123,z915,0.1597
f1124,f1524,0.1617
f1210,f1510,0.2174
f1220,f1520,0.2001
f1510,z590,0.2323
f1520,z560,0.1766
f1520,z590,0.1966
f17200,f332,0.1821
f17200,r45851,0.1604
f17200,z590,0.1683
f17210,f419,0.1661
f17210,i10,0.1773
f17210,r45851,0.1515
f17210,z590,0.1534
f17210,z79899,0.1922
f17213,z13228,0.16
f29,z114,0.1683
f29,z560,0.1735
f3289,r269,0.1526
f3289,r419,0.1641
f3289,r6889,0.2994
f329,f419,0.3655
f329,i10,0.1749
f329,k219,0.2086
f329,z79899,0.18899999999999997
f329,z87891,0.1572
f332,r45851,0.2817
f332,z590,0.1609
f332,z62810,0.2446
f332,z62811,0.1915
f332,z915,0.266
f3481,f902,0.183
f419,i10,0.1724
f419,k219,0.1944
f419,r45851,0.1699
f419,z79899,0.1812
f4310,z915,0.1724
f530,o99345,0.4063
f72,g40814,0.1584
f72,g800,0.1819
f73,m4140,0.18100000000000002
f88,g800,0.3073
f88,r633,0.2285
f88,z431,0.2154
f902,r456,0.1584
g061,m4624,0.2006
g061,m4626,0.2369
g2409,t434x5a,0.177
g40814,g800,0.1661
g40814,m4140,0.1854
g4440,t463x5a,0.1818
g4700,r45851,0.19399999999999998
g479,r6889,0.1837
g546,z4781,0.3035
g5632,m21332,0.1957
g800,m4140,0.2637
g8191,i639,0.1849
g8191,r29810,0.2132
g8191,r4701,0.2772
g8191,r471,0.1937
g8194,i639,0.1784
g8194,r29810,0.266
g8194,r471,0.1757
g8220,l89154,0.1889
g8220,n319,0.2336
g8222,k592,0.1608
g8929,m545,0.1811
g8929,m549,0.348
g912,z982,0.1688
g919,z982,0.2484
g931,i469,0.2482
g9341,j690,0.1547
g9341,j9601,0.1615
g9341,n179,0.1633
g9341,n390,0.1861
g9341,r6521,0.2088
g9341,z515,0.21600000000000003
g9341,z66,0.2226
g935,g936,0.3322
g936,r4701,0.1559
g9520,m4804,0.1739
g992,m5412,0.1973
h01003,h01006,0.6429
h02401,h4901,0.15
h02402,h4902,0.257
h35113,p0703,0.2841
h35113,p0714,0.20199999999999999
h35113,p0725,0.1926
h35113,p0733,0.1539
h35113,p271,0.1617
h35113,p612,0.165
h35113,p7422,0.1545
h35123,p0703,0.1528
h35123,p0723,0.1896
h35123,p0724,0.1659
h35123,p271,0.1515
h35133,p0724,0.1587
h6001,h6011,0.1978
i10,i2510,0.2136
i10,j1289,0.1525
i10,j9601,0.1816
i10,k219,0.2601
i10,n179,0.1665
i10,z20828,0.2895
i10,z794,0.1561
i10,z7982,0.281
i10,z7984,0.1793
i10,z79899,0.3982
i10,z87891,0.2891
i110,i2510,0.2057
i110,i252,0.1537
i110,i480,0.1639
i110,i5022,0.2084
i110,i5032,0.2055
i110,i509,0.2938
i110,z7901,0.1852
i120,n186,0.6229
i120,n2581,0.1665
i120,z992,0.6146
i129,n179,0.2481
i129,n189,0.3567
i129,z794,0.1611
i130,i2510,0.1575
i130,i255,0.1611
i130,i5022,0.1933
i130,i5023,0.1549
i130,i5032,0.2102
i130,i5033,0.157
i130,i509,0.1938
i130,n179,0.1704
i130,n184,0.1806
i130,n189,0.2205
i132,n186,0.3884
i132,n2581,0.1587
i132,z992,0.3807
i151,n250,0.1724
i21a9,t82867a,0.2465
i2510,i252,0.2927
i2510,i480,0.1818
i2510,j449,0.1717
i2510,j9601,0.1739
i2510,k219,0.2045
i2510,n179,0.2367
i2510,z66,0.1648
i2510,z7901,0.2383
i2510,z7902,0.2772
i2510,z794,0.2083
i2510,z7982,0.3901
i2510,z7984,0.1569
i2510,z79899,0.2454
i2510,z87891,0.2684
i2510,z951,0.2813
i2510,z955,0.3715
i252,i255,0.1845
i252,z7902,0.2173
i252,z7982,0.1641
i252,z951,0.2092
i252,z955,0.359
i2542,i9788,0.1561
i255,i5022,0.2127
i255,i5023,0.2424
i255,z951,0.1723
i255,z955,0.1606
i255,z95810,0.2458
i2690,i330,0.1533
i2690,i76,0.2761
i2720,i5033,0.1512
i2729,i2781,0.2447
i2729,i5082,0.1538
i330,i76,0.24
i350,z006,0.2171
i420,z95810,0.1534
i428,i5023,0.1552
i428,z95810,0.1611
i462,i4901,0.3378
i480,z7901,0.2968
i4820,z7901,0.1778
i4891,z7901,0.2365
i495,z950,0.2589
i5022,z95810,0.2146
i5023,z95810,0.1895
i5033,j9621,0.1528
i5084,z95811,0.2383
i5189,q676,0.3132
i6201,i6203,0.1988
i639,r29810,0.1931
i639,r4701,0.1557
i69020,i69051,0.3621
i69020,i69098,0.1576
i69054,i69091,0.3147
i69054,i69098,0.153
i69110,i69111,0.6295
i69110,i69112,0.3483
i69110,i69114,0.6459
i69110,i69118,0.1923
i69111,i69112,0.311
i69111,i69114,0.6562
i69111,i69118,0.257
i69112,i69114,0.2599
i69118,i69122,0.1707
i69118,i69154,0.1916
i69118,i69191,0.2123
i69118,i69192,0.2679
i69118,i69198,0.2844
i69119,i69120,0.2887
i69119,i69122,0.2181
i69119,i69151,0.2847
i69119,i69154,0.1605
i69119,i69191,0.2795
i69119,i69198,0.1726
i69120,i69122,0.2841
i69120,i69151,0.4718
i69120,i69154,0.174
i69120,i69191,0.4252
i69120,i69192,0.2382
i69120,i69198,0.2137
i69122,i69151,0.3351
i69122,i69154,0.3056
i69122,i69191,0.4333
i69122,i69192,0.3677
i69122,i69198,0.2499
i69151,i69191,0.3506
i69151,i69192,0.2187
i69151,i69198,0.151
i69154,i69191,0.3238
i69154,i69192,0.2993
i69154,i69198,0.3088
i69191,i69192,0.2713
i69191,i69198,0.3413
i69192,i69198,0.2318
i69218,i69291,0.1606
i69219,i69220,0.2241
i69219,i69254,0.2136
i69219,i69291,0.3151
i69220,i69251,0.2956
i69220,i69291,0.3179
i69220,i69298,0.2079
i69251,i69291,0.2871
i69254,i69291,0.1871
i69254,i69298,0.1841
i69291,i69298,0.1688
i69310,i69311,0.3335
i69310,i69312,0.2193
i69310,i69314,0.6263
i69311,i69312,0.1777
i69311,i69314,0.3187
i69311,i69318,0.1935
i69312,i69314,0.1755
i69318,i69322,0.2128
i69318,i69391,0.1886
i69318,i69392,0.1646
i69318,i69393,0.1606
i69319,i69322,0.1634
i69319,i69391,0.1885
i69320,i69322,0.1953
i69320,i69351,0.3241
i69320,i69391,0.2859
i69320,i69398,0.1704
i69322,i69351,0.1734
i69322,i69391,0.3773
i69322,i69392,0.3542
i69322,i69398,0.2017
i69351,i69391,0.1871
i69354,i69391,0.1747
i69391,i69392,0.2755
i69391,i69398,0.2157
i69391,r1312,0.1818
i69392,i69398,0.1571
i70243,l97328,0.2383
i724,t81718a,0.2721
i788,i97130,0.157
i82411,i82431,0.3847
i82412,i82432,0.3907
i82412,i82442,0.1707
i82413,i82433,0.4289
i82431,i82441,0.2618
i82431,i82451,0.2125
i82432,i82442,0.2703
i82432,i82452,0.217
i82433,i82443,0.174
i82441,i82451,0.3866
i82442,i82452,0.3588
i82443,i82453,0.3747
i82511,i82531,0.2608
i82512,i82532,0.3514
i82513,i82533,0.3865
i82621,i82a11,0.1635
i82a11,i82b11,0.4366
i82a12,i82b12,0.29
i82b12,i82c12,0.1502
i83009,l97909,0.2036
i83018,i83028,0.5942
i83018,l97819,0.2721
i83018,l97829,0.1983
i83019,i83029,0.3938
i83028,l97819,0.1895
i83028,l97829,0.3347
i8311,i8312,0.8125
i83218,i83228,0.7166
i83218,l97821,0.1541
i83228,l97821,0.1923
i8391,l97222,0.1656
i8510,k3189,0.2152
i8510,k7031,0.2223
i8510,k7290,0.1786
i8510,k766,0.2962
i8511,i864,0.2018
i8511,k3189,0.2173
j1289,j9601,0.488
j1289,z515,0.1582
j1289,z66,0.2063
j189,j440,0.2282
j189,j9601,0.1772
j320,j322,0.1744
j321,j322,0.2084
j440,j441,0.4204
j440,j9621,0.265
j440,z9981,0.1963
j441,j9621,0.3262
j441,z7951,0.1747
j441,z9981,0.2698
j449,z9981,0.1888
j470,j471,0.1652
j690,r6521,0.1576
j705,t59811a,0.5892
j80,r6521,0.2346
j853,j9851,0.1953
j90,j9811,0.1793
j939,j982,0.1589
j9601,n179,0.2348
j9601,z20828,0.1827
j9601,z515,0.1611
j9601,z66,0.2344
j9601,z7982,0.1782
j9601,z79899,0.2084
j9601,z87891,0.1849
j9611,z9981,0.2209
j9621,j9622,0.2919
j9621,z7951,0.1517
j9621,z9981,0.3876
j9851,k223,0.155
k029,k047,0.2387
k122,l0201,0.18100000000000002
k122,l0211,0.1653
k122,m272,0.1952
k219,n179,0.1554
k219,z20828,0.1861
k219,z7982,0.2091
k219,z79899,0.2438
k219,z87891,0.2351
k30,r197,0.1518
k30,z560,0.2091
k311,k315,0.2623
k3189,k7031,0.177
k3189,k766,0.3508
k435,z433,0.1573
k50112,k50113,0.1534
k50113,k50114,0.3997
k50812,k50813,0.1708
k50913,k50914,0.3366
k521,t3695xa,0.284
k5730,k648,0.1778
k5903,t310,0.1597
k5903,t402x5a,0.5745
k5903,t40605a,0.1833
k592,n319,0.2196
k635,k648,0.1919
k644,k648,0.2246
k6812,m4626,0.2387
k6812,m4646,0.1851
k7011,k7031,0.2447
k7011,k7040,0.1762
k7011,k767,0.1633
k7030,k766,0.1681
k7031,k7040,0.2141
k7031,k7290,0.2448
k7031,k766,0.3489
k7031,k767,0.2191
k7040,k767,0.1867
k7200,r570,0.16899999999999998
k7290,k7460,0.156
k7290,k766,0.2765
k7460,k7581,0.1671
k7460,k766,0.2239
k7460,r188,0.2658
k766,r188,0.2085
k8000,k82a1,0.1869
k82a1,k82a2,0.1746
k831,o2662,0.2717
k8590,k861,0.1622
k860,k863,0.1691
l0201,l03211,0.2566
l0211,l03221,0.2645
l02211,l03311,0.2346
l02212,l03312,0.2514
l02213,l03313,0.2395
l02214,l03314,0.2971
l02215,l03315,0.2009
l0231,l03317,0.3678
l02411,l03111,0.3585
l02412,l03112,0.2451
l02413,l02414,0.1747
l02413,l03113,0.1788
l02414,l03114,0.1951
l02511,l03011,0.2608
l02512,l03012,0.2227
l02611,l97519,0.1709
l02611,m86171,0.1664
l02612,l97529,0.168
l02612,m86172,0.1745
l02811,l03811,0.3104
l03115,l03116,0.2848
l03115,l97519,0.1606
l22,p375,0.203
l22,p961,0.1538
l270,t360x5a,0.1524
l270,t361x5a,0.2034
l270,t368x5a,0.179
l89154,m4628,0.293
l89156,l89616,0.1613
l89156,l89626,0.1725
l89210,l89220,0.1999
l89212,l89222,0.2581
l89213,l89223,0.2085
l89214,l89224,0.358
l89219,l89229,0.2548
l89310,l89320,0.3509
l89311,l89321,0.4747
l89312,l89322,0.4665
l89313,l89323,0.5118
l89314,l89324,0.4277
l89316,l89326,0.6104
l89319,l89329,0.3629
l89519,l89529,0.3242
l89610,l89620,0.4282
l89611,l89621,0.5687
l89612,l89622,0.2201
l89614,l89624,0.3234
l89616,l89626,0.5185
l89616,l89896,0.1936
l89619,l89629,0.3924
l89626,l89896,0.1638
l89626,z430,0.1601
l910,o9972,0.217
l97119,l97129,0.3532
l97211,l97221,0.1871
l97219,l97229,0.2398
l97311,l97321,0.2448
l97319,l97329,0.1924
l97411,l97421,0.2141
l97412,l97422,0.22699999999999998
l97418,l97428,0.1818
l97419,l97429,0.1703
l97511,l97521,0.1884
l97518,l97528,0.1583
l97519,l97529,0.2124
l97519,m86171,0.187
l97519,m869,0.1575
l97811,l97821,0.5765
l97818,l97828,0.4356
l97819,l97829,0.4905
l97911,l97921,0.596
l97919,l97929,0.5304
m00062,t8454xa,0.1648
m10071,m10072,0.2599
m14671,m14672,0.3092
m19011,m19012,0.1549
m19011,m75101,0.1799
m19012,m75102,0.1594
m19021,m19022,0.2356
m19031,m19032,0.3009
m19041,m19042,0.7775
m19071,m19072,0.2355
m19171,m24571,0.1951
m2011,m2012,0.2961
m2011,m21611,0.3177
m2041,m2042,0.3369
m21071,m21072,0.2281
m21161,m21162,0.2162
m21162,m25762,0.1535
m21371,m21372,0.3013
m2141,m2142,0.6064
m216x1,m216x2,0.3475
m21961,m21962,0.2563
m24451,m24452,0.2277
m24541,m24542,0.4205
m24551,m24552,0.6305
m24552,m24562,0.1625
m24561,m24562,0.2647
m24571,m24572,0.3589
m24662,m65862,0.1599
m25451,m25452,0.1817
m25452,m86152,0.152
m25511,m25512,0.1684
m25541,m25542,0.3987
m25561,m25562,0.2935
m25571,m25572,0.1677
m25611,m7521,0.1705
m25761,m25762,0.1537
m2602,m2604,0.1776
m2602,m264,0.2727
m264,s02611a,0.1559
m264,s02612a,0.1932
m264,s0266xa,0.1738
m300,m3131,0.1542
m4316,m4726,0.2161
m4316,m48061,0.2721
m4316,m48062,0.3297
m4316,m5116,0.2404
m4316,m5416,0.2476
m4317,m4807,0.2804
m4317,m5117,0.1681
m4317,m5417,0.1982
m4622,m4642,0.3238
m4624,m4644,0.4984
m4625,m4645,0.1589
m4626,m4646,0.4238
m4627,m4647,0.3993
m4627,m4649,0.1512
m4712,m4722,0.3067
m4712,m4802,0.1918
m4726,m48062,0.1815
m4726,m4807,0.1598
m4726,m5116,0.3246
m4727,m4807,0.1645
m4727,m5117,0.2238
m4802,m5412,0.1505
m48061,m5116,0.2116
m48061,m5416,0.20199999999999999
m48062,m5116,0.2242
m48062,m5416,0.1704
m4807,m5116,0.1536
m4807,m5117,0.2836
m4854xa,m4856xa,0.1756
m5001,m5011,0.3876
m50021,m50121,0.3871
m50022,m50122,0.2982
m50023,m50123,0.3406
m50222,m50223,0.2311
m50322,m50323,0.1928
m5114,m5115,0.2905
m5116,m5117,0.1547
m5431,m5432,0.223
m5441,m5442,0.3359
m62561,m62562,0.8143
m65861,m65862,0.1534
m7061,m7062,0.225
m7071,m7072,0.2398
m75121,m7521,0.152
m75122,m7522,0.1707
m7541,m7542,0.203
m7661,m7662,0.2383
m79604,m79605,0.3156
m79651,m79652,0.1858
m79661,m79662,0.2079
m79671,m79672,0.2544
m86152,m86652,0.1841
m87051,m87052,0.1968
m87851,m87852,0.2644
m960,t84226a,0.187
m9711xa,s72401a,0.1856
m9711xd,s72401d,0.2854
m9712xa,s72402a,0.2026
m9712xd,s72402d,0.1581
n138,n401,0.2814
n141,t508x5a,0.5846
n170,r6521,0.2948
n179,n390,0.1643
n179,z20828,0.2129
n179,z66,0.2113
n179,z7901,0.1723
n179,z794,0.2088
n179,z7982,0.2229
n179,z79899,0.2354
n179,z87891,0.2121
n186,n2581,0.1659
n186,z794,0.1669
n186,z992,0.8918
n2581,z992,0.1665
n390,z66,0.1543
n401,r338,0.5903
n410,n412,0.1602
n433,n453,0.1962
n4822,n485,0.1728
n750,n751,0.1672
n762,n764,0.3486
n800,n801,0.1593
n801,n803,0.2302
n803,n805,0.1646
n805,n808,0.2151
n8110,n816,0.2955
n815,n816,0.1828
n83201,n83202,0.1973
n83209,o3483,0.1949
n838,o3483,0.1988
n841,o3443,0.2428
n858,o34211,0.2334
n858,z302,0.1541
n895,o3463,0.1545
n896,o3463,0.3845
o00101,o081,0.3922
o021,z371,0.222
o021,z3a17,0.1635
o021,z3a18,0.1757
o09522,o162,0.2185
o1002,o114,0.22899999999999998
o10912,o24112,0.1699
o1092,o114,0.1777
o211,o99281,0.2166
o211,o99611,0.2323
o211,z3a01,0.1635
o2301,o98811,0.3125
o2302,o99012,0.2488
o2302,o99282,0.1692
o2341,o26891,0.2215
o2341,o99111,0.1709
o2341,z3a11,0.1871
o2342,o98812,0.1649
o26831,o99111,0.1534
o26832,o99012,0.1747
o26872,o30042,0.2082
o26872,o3432,0.2911
o26872,o6002,0.23600000000000002
o26872,o99212,0.1539
o26872,z3a23,0.1686
o26891,o99011,0.1564
o26891,o99211,0.2349
o26891,o99281,0.2337
o26891,o99321,0.1901
o26891,o99341,0.2432
o26891,o99351,0.1555
o26891,o99611,0.1693
o26891,z3a01,0.1697
o26891,z3a11,0.166
o26892,o99012,0.1628
o26893,z6711,0.2705
o26893,z6741,0.336
o26893,z6791,0.1748
o30033,o321xx2,0.1569
o30033,z372,0.2408
o30042,o6002,0.2385
o30043,o321xx1,0.2792
o30043,o321xx2,0.2879
o30043,z372,0.7386
o321xx1,o321xx2,0.2999
o321xx1,o322xx2,0.1988
o321xx1,z372,0.2558
o321xx2,z372,0.3128
o328xx1,o328xx2,0.2811
o328xx1,o6014x1,0.1617
o328xx2,o6014x1,0.1811
o328xx2,o6014x2,0.16899999999999998
o3403,q513,0.6442
o34211,o99214,0.1903
o34211,z302,0.321
o34211,z370,0.17300000000000001
o34211,z3a39,0.2089
o3432,z3a21,0.2023
o364xx0,z371,0.6177
o365920,o4102x0,0.1985
o365931,o365932,0.3512
o4102x0,o42112,0.2099
o411220,o42012,0.1789
o42112,o4592,0.1568
o42112,o690xx0,0.1522
o42912,o6012x0,0.1685
o42913,z3a35,0.1506
o4592,o6012x0,0.2337
o480,o701,0.1768
o480,o76,0.1703
o480,o770,0.1935
o480,z3a40,0.3995
o480,z3a41,0.4546
o6002,z3a26,0.1726
o6002,z3a27,0.1566
o6014x0,z3a34,0.1707
o6014x0,z3a35,0.2283
o6014x0,z3a36,0.2385
o6014x1,o6014x2,0.7976
o6981x0,o700,0.1747
o6981x0,o701,0.2026
o6981x0,o76,0.19
o6981x0,o99824,0.1555
o6981x0,z370,0.223
o6981x0,z3a38,0.16699999999999998
o6981x0,z3a39,0.2008
o6981x0,z3a40,0.18600000000000003
o700,o99824,0.162
o700,z370,0.1947
o700,z3a38,0.1608
o700,z3a39,0.1675
o700,z3a40,0.1808
o701,o76,0.1704
o701,o99824,0.1598
o701,z370,0.2356
o701,z3a38,0.1638
o701,z3a39,0.2044
o701,z3a40,0.2377
o723,o751,0.1542
o76,o770,0.18899999999999997
o76,o9902,0.1644
o76,o99214,0.1815
o76,o99824,0.1601
o76,z370,0.2129
o76,z3a39,0.1563
o76,z3a40,0.2034
o770,z3a40,0.1953
o80,z3a39,0.1583
o98513,o99513,0.1852
o98811,o9a211,0.2828
o98812,o99112,0.1593
o98812,o99512,0.1758
o99011,o99281,0.3229
o99011,o99341,0.1692
o99011,o99411,0.1664
o99011,o99511,0.2944
o99011,z3a01,0.2121
o99011,z3a08,0.1763
o99012,o99212,0.16399999999999998
o99012,o99282,0.31
o99012,o99322,0.1537
o99012,o99342,0.2077
o99012,o99512,0.2282
o99013,o99343,0.1614
o99019,o99340,0.1554
o9902,o99214,0.1659
o99112,o99412,0.1629
o99211,o99611,0.1691
o99211,z3a12,0.2058
o99211,z3a13,0.1622
o99212,o99282,0.2758
o99212,o99342,0.2037
o99212,o99352,0.2036
o99212,o99512,0.2087
o99213,o99283,0.1528
o99213,o99513,0.182
o99214,o99344,0.1655
o99214,o99824,0.1728
o99214,z370,0.1796
o99214,z3a39,0.1637
o99215,o99285,0.253
o99215,o9953,0.2054
o99281,o99321,0.2395
o99281,o99331,0.1696
o99281,o99341,0.2076
o99281,o99511,0.3163
o99281,o99611,0.322
o99281,z3a01,0.3233
o99281,z3a08,0.1983
o99281,z3a11,0.1551
o99281,z3a12,0.1555
o99282,o99322,0.1649
o99282,o99342,0.2058
o99282,o99512,0.2782
o99282,o99612,0.16
o99283,o99513,0.1635
o99285,o9953,0.2206
o99321,o99331,0.3668
o99321,o99341,0.3626
o99321,z3a01,0.2079
o99322,o99332,0.4128
o99322,o99342,0.2148
o99323,o99333,0.3808
o99323,o99343,0.1651
o99324,o99334,0.3014
o99325,o99335,0.4336
o99325,o99345,0.1916
o99331,o99341,0.2867
o99331,z3a01,0.2622
o99332,o99342,0.1785
o99333,o99343,0.1575
o99340,o99619,0.1733
o99341,o99351,0.2041
o99341,z3a01,0.2222
o99341,z3a12,0.2328
o99342,o99512,0.1916
o99344,o9952,0.1828
o99351,o99411,0.2263
o99352,o99412,0.1517
o99355,o9953,0.1659
o99411,o99511,0.155
o9943,o9953,0.1596
o99511,o99611,0.1611
o99511,z3a09,0.1748
o99511,z3a12,0.1612
o99512,z3a27,0.152
o99611,z3a01,0.1762
o99611,z3a08,0.1531
o99611,z3a12,0.2147
o99824,z370,0.1846
o99824,z3a38,0.1554
