,0,1,2,3,4,5
i69322,-4.138882,5.5597105,3.1341915,-2.4086146,-5.1984854,-2.6286638
i69391,-4.1584134,5.6070127,3.1501925,-2.4188197,-5.2279162,-2.6519458
i69392,-4.054958,5.447639,3.0736756,-2.3536751,-5.1098924,-2.5461483
i69319,-3.9595232,5.3158116,3.0063713,-2.31735,-4.985441,-2.494499
i69351,-4.0216503,5.3803325,3.0383873,-2.3327346,-5.0300417,-2.5231314
s80861a,0.18985581,-6.2119927,3.4650247,-2.5919878,2.0382347,-11.960904
s80862a,0.19866374,-6.239105,3.470132,-2.5869505,2.0542855,-11.993402
c7800,-4.657432,0.55822515,-1.9772788,-6.835012,-3.1554232,-5.2753406
c787,-5.391808,0.6220982,-2.2828736,-7.911869,-3.676638,-6.1642203
c7951,-5.1191573,0.6026875,-2.1735654,-7.5139055,-3.471445,-5.846006
g893,-5.104926,0.5964647,-2.1712267,-7.483526,-3.464342,-5.822517
f1123,-0.15021765,1.8816975,6.498656,-2.9820805,-0.7537297,-1.6539909
s0240cd,0.58703583,-3.7937663,4.0685167,1.2475531,-0.46572632,-8.933112
s0240ed,0.60675496,-3.8366618,4.133103,1.266026,-0.4840456,-9.012374
s0231xd,0.55538005,-3.8076138,4.0443892,1.2414858,-0.42085788,-8.960264
s0240fd,0.58130574,-3.4889855,3.728007,1.1702545,-0.43258116,-8.151008
s0232xd,0.55709,-3.6569324,3.8783424,1.2106628,-0.3937464,-8.62372
t23361a,-2.2770662,1.24787,2.0862048,-3.3928945,0.7783346,-1.2711926
z6841,0.9073031,2.1567445,6.933466,-8.798479,-0.12681638,-2.9173462
e6601,0.9905111,2.3925905,7.679334,-9.765983,-0.14364807,-3.2872798
g4733,0.87852836,2.0847306,6.7392974,-8.539308,-0.12943742,-2.816367
z6842,0.86168617,2.0296907,6.5979037,-8.356135,-0.12597275,-2.7443492
m94251,-0.3757009,0.5853077,1.2453067,-1.2211602,-0.684545,-2.9097347
m25751,-0.51005346,0.5720301,1.3609629,-1.2006065,-0.6220771,-2.8503485
o99351,-0.44937316,3.2466102,5.7331834,1.0373706,-1.8290095,-2.9224083
o99331,-0.4564974,3.3267186,5.726496,1.0895587,-1.8991803,-3.0057945
z3a01,-0.46457845,3.2060564,5.8683825,0.9938838,-1.7907588,-2.9590175
o99281,-0.47944742,3.163757,5.8911204,0.98695326,-1.7551025,-2.9206073
o99321,-0.45360664,3.2749085,5.814435,1.0435625,-1.8505787,-2.9872792
o99011,-0.46659866,3.1888163,5.9079494,0.98574775,-1.7777295,-2.9331067
o99341,-0.4595365,3.2284691,5.8140974,1.0179017,-1.8153008,-2.9639225
o321xx2,1.6217008,-4.3158646,0.73420155,-1.0422285,-3.183037,-9.276503
z372,1.6690811,-4.3822885,0.75928015,-1.05005,-3.2471044,-9.444162
o30043,1.6021785,-4.228401,0.7515737,-1.0064336,-3.1278255,-9.076055
o30033,1.3857982,-3.7230148,0.6363063,-0.83392334,-2.7311335,-7.882211
o321xx1,1.4654535,-3.9166055,0.6714907,-0.90289944,-2.8966215,-8.347535
r402144,2.878423,1.7890607,3.2915988,1.6033553,-3.7448268,-5.1889234
r402364,2.9773233,1.888866,3.2471168,1.7006291,-3.8692186,-5.4809275
r402244,2.9535208,1.8533062,3.2855847,1.687435,-3.8117132,-5.415116
r402254,2.963636,1.8705626,3.2973654,1.718206,-3.8533912,-5.512427
i69220,3.5729814,5.949375,-0.059389353,-5.917775,-2.5079489,-4.975604
i69251,3.576647,5.972813,-0.057906643,-5.960926,-2.5206177,-5.0180516
i69219,3.6138232,6.017742,-0.092797145,-6.046093,-2.5590632,-5.0883164
i69291,3.6225297,6.0034604,-0.18884502,-6.118022,-2.5618937,-5.1216784
i69218,3.4326792,5.6813745,-0.16962877,-5.7998204,-2.4052572,-4.834706
z91138,-3.3711135,0.009737524,7.880303,0.58198285,-3.3809452,-4.166959
t383x6a,-3.591824,0.042060785,8.306816,0.63882446,-3.5875678,-4.418859
z91128,-3.5162892,0.35828748,7.5358996,0.7249663,-3.7256167,-4.099608
t43596a,-3.908891,0.9347423,7.2612987,0.804687,-4.334885,-4.0520897
t43216a,-3.6607454,0.8472562,6.7486935,0.8119939,-4.036473,-3.8073971
t22321a,-2.3785522,1.3221312,2.184809,-3.4029386,0.73267287,-1.2764091
t24311a,-2.6658924,1.8830249,2.0089943,-3.0174131,1.1735023,-1.5467477
o6014x2,-4.103051,7.559193,5.587536,3.4175522,-2.982639,-6.9433146
o6014x1,-4.1009874,7.556767,5.596383,3.422886,-3.0048935,-6.950624
s22018a,-5.442685,1.2610986,3.0369122,-1.8150312,-4.9099526,-2.9587793
s22038a,-5.414255,1.287387,2.9941988,-1.8227642,-4.9278064,-2.954639
s22058a,-5.4798303,1.1377059,3.359674,-1.6602633,-4.5035567,-2.893846
s22048a,-5.420579,1.2761621,3.0205014,-1.8064561,-4.9162436,-2.9535165
s22028a,-5.456041,1.2732118,3.0422833,-1.8357893,-4.9219127,-2.9796863
z3a40,-0.3235424,-0.32517475,-0.16376618,2.1568708,-2.9006813,-7.0248294
z370,-0.47415143,-0.93382186,-0.09835594,1.9035295,-2.078621,-7.002001
z3a39,-0.4700578,-1.1470028,-0.028596586,1.918655,-1.8005505,-7.348288
z3483,-0.46587315,-1.1882303,-0.01413664,1.8938249,-1.7144654,-7.370452
o80,-0.48281524,-1.1224033,-0.045694284,1.9042628,-1.8299559,-7.227226
o480,-0.17060578,0.2499624,-0.05935361,2.6042335,-3.5219078,-7.7934604
o701,-0.40987954,-0.67794913,-0.15945537,1.9737053,-2.5454223,-6.925249
o6981x0,-0.47928187,-0.97865975,-0.08830735,1.9002082,-2.0045276,-7.020026
z3a41,-0.13067713,0.40333512,-0.008537675,2.6966667,-3.701675,-7.939729
z90411,2.5104415,8.432152,4.6730046,2.0545692,0.4275069,-8.405247
z8507,2.517497,8.439781,4.671314,2.0612113,0.4323503,-8.40618
n390,-8.901348,1.0469109,3.5117269,-3.3027618,3.3923817,-7.382971
b9620,-8.914313,1.060331,3.5317912,-3.3223689,3.40211,-7.398949
l02412,-5.3477144,6.684738,0.36650342,2.256846,-5.0297394,-8.080098
l03112,-5.365159,6.7020907,0.38197294,2.2653234,-5.0550942,-8.106941
m50123,4.866015,0.28199992,1.9419287,2.5010722,-3.3435175,-11.663337
m50023,4.8524265,0.29143518,1.9745741,2.4811478,-3.347343,-11.681811
h42,4.597758,2.7516758,-0.48067114,-7.204492,-7.031057,-6.7006717
e1139,4.564412,2.7409759,-0.4571359,-7.185509,-7.001354,-6.7108536
m65871,-1.5704324,-3.735027,-0.4269191,-1.1628269,-0.09081215,-8.868105
m24571,-1.7371162,-4.0758247,-0.47133556,-1.2919036,-0.0984508,-9.752397
m19171,-1.6979483,-4.0086393,-0.47416806,-1.2710155,-0.079772025,-9.533311
m24572,-1.6162977,-3.8501782,-0.4672491,-1.1841642,-0.08696833,-9.097649
p0726,-5.0549703,0.83544147,5.478972,-0.0014829859,0.28895304,-3.8136573
p0703,-5.097361,1.424927,5.0401864,-0.4869792,0.3628307,-3.3242676
p0724,-4.7203054,1.6432707,5.3985023,-0.7372282,-0.052896626,-2.8771415
p0702,-4.529069,1.8978245,6.079645,-1.0405515,-0.45594254,-2.6619275
p0723,-4.6740522,2.0480764,6.51281,-1.3424766,-0.7408725,-2.6531174
p0722,-4.5386415,2.1610332,6.7721896,-1.1933621,-0.6126532,-2.7491636
h35123,-4.725193,2.152063,6.7845798,-1.451446,-0.8099746,-2.6639354
t24222a,-0.77252287,2.9679296,-0.34394726,-4.303608,-0.28949162,-1.9681871
t24221a,-0.71777076,3.1309278,-0.2703771,-4.6604133,-0.44910848,-2.06755
t23271a,-0.7055012,2.954602,-0.10806726,-4.08864,0.009447973,-1.8740335
t22232a,-1.763061,2.7784698,-0.773868,-3.5653443,0.7015501,-2.636038
t2124xa,-1.7529144,3.041486,-1.3490516,-4.013122,0.7949384,-3.3807337
t2123xa,-1.692257,2.9505708,-1.2923639,-3.8754354,0.6820932,-3.1911395
s12400a,3.8300045,1.6688285,-0.339148,0.5754801,-6.1258802,-9.345575
s12500a,3.8282158,1.6689613,-0.35565752,0.57180023,-6.0944486,-9.30213
s12300a,3.4163363,1.4663476,-0.33231747,0.5467936,-5.462737,-8.301956
s12600a,3.5665903,1.5312396,-0.36318177,0.56351733,-5.66014,-8.605911
s37032a,-0.3833869,0.6118765,0.98101926,-0.9849435,-0.5903956,-2.2659564
s37031a,-0.38683772,0.7287835,0.94975555,-0.9892109,-0.572992,-2.2329118
l89320,-0.55966616,0.7168827,1.158007,-1.3275592,-0.7915034,-2.8994489
l89310,-0.5360157,0.7751242,1.2388067,-1.2889875,-0.8034746,-2.8766406
s82451b,-2.2071064,1.6016772,3.6281505,-2.2959726,6.2559285,-7.815351
s82201b,-2.6017733,1.9190981,4.247675,-2.7259552,7.30095,-9.242746
s82401b,-2.4140537,1.7585584,3.9217427,-2.490899,6.787219,-8.524145
z85528,6.57563,0.49279705,7.1804934,-3.5340497,-3.8390071,-6.2008715
z905,6.513062,0.51454574,7.1406465,-3.5163958,-3.8005989,-6.1845336
e11628,-1.439062,1.8438957,5.9431224,-0.46499574,2.368495,-3.616445
l97529,-1.296878,1.640857,5.9842362,-0.31096682,2.2235115,-3.6551445
s02652b,-0.4875791,1.7881565,10.844497,-2.1777477,-5.552598,-3.651419
s0266xb,-0.49581936,1.7860885,10.798765,-2.1711478,-5.5325837,-3.6475818
p0414,-7.43062,5.45074,2.9719079,-1.9163283,0.83062446,-4.9194975
p961,-8.488865,6.2113347,3.3879156,-2.1900568,0.90837336,-5.620881
p0449,-7.696294,5.6315436,3.0730112,-1.9788005,0.8302666,-5.11073
o99322,-7.6404505,5.559763,4.9138045,-0.18653561,-3.1800668,-4.6361003
o99332,-7.7616944,5.6556435,4.9997497,-0.1978106,-3.2341557,-4.7199893
o99342,-7.270594,5.2954407,4.663129,-0.17725152,-3.0227914,-4.3930964
s40022a,-0.2247218,0.79346293,1.1626439,-1.062289,-0.60410184,-2.30979
s40021a,-0.35141912,0.6904012,1.0366473,-1.135285,-0.52252114,-2.3934174
m25562,-0.38831657,0.7110176,1.1719337,-1.0054243,-0.781791,-2.7067187
m25561,-0.4526154,0.84023243,1.2172976,-0.9867654,-0.807396,-2.593419
l89621,-0.4319499,0.71055347,1.1509745,-0.9196101,-0.6463086,-2.3713548
l89611,-0.48943028,0.68914604,0.9807025,-0.9390777,-0.67827725,-2.3121576
m25852,-0.3998746,0.74885017,1.0178684,-1.1124793,-0.678905,-2.4302268
m25851,-0.42188302,0.7553859,1.0729159,-1.0750263,-0.5750029,-2.5370042
t410x5a,-0.37827548,0.6196126,1.1585114,-1.1118827,-0.50677377,-2.4425337
j954,-0.37883472,0.71461576,1.0374159,-1.1470556,-0.49827555,-2.3859317
l97909,-3.2828014,0.6237952,4.5698295,5.287674,-2.0103528,-10.451339
i83009,-3.290722,0.6280961,4.583736,5.3422785,-2.0252008,-10.478014
q513,-0.46959287,0.5734898,0.9017291,-0.99897134,-0.61028403,-2.4588509
o3403,-0.36489406,0.53525376,0.9500054,-1.0470048,-0.56535035,-2.4059834
l89224,-0.4941898,0.65906733,0.99637127,-0.9875681,-0.65982014,-2.420648
l89214,-0.42950752,0.51662177,1.0124006,-1.0072448,-0.6559105,-2.4276173
q676,-0.41709355,0.6721999,0.93971884,-1.1010219,-0.7572519,-2.5389001
i5189,-0.5103555,0.6725959,0.97438174,-1.1751605,-0.6809671,-2.4294522
r633,5.0675707,6.1908965,1.7007084,-2.572859,-0.87786084,-6.130569
f88,5.6777472,6.9442005,1.9202982,-2.8905153,-0.99856836,-6.8881874
g800,5.613064,6.8663754,1.8897492,-2.8522928,-0.9799445,-6.803186
m4140,5.077704,6.202286,1.6981496,-2.5663755,-0.885774,-6.1233006
r402111,3.2791455,-3.4748852,7.3961506,-6.173239,-0.4800074,-6.216778
r402211,3.2659452,-3.4559317,7.3372307,-6.149464,-0.4762776,-6.158533
r402311,3.2985895,-3.489462,7.4207025,-6.2134914,-0.484678,-6.246561
p280,-0.29477796,0.79295135,0.9646018,-0.9296055,-0.6652528,-2.5306904
p278,-0.36822104,0.76790184,0.9316368,-1.0531305,-0.6149313,-2.5954044
p610,1.8589236,1.1486431,3.0420184,-1.2917322,2.6113217,-3.9302902
p9689,1.9045576,1.1846141,2.9875603,-1.2777716,2.5790555,-3.8824933
s82451a,-0.29137453,0.60651416,1.0918378,-1.0093843,-0.64230025,-2.3547175
s82251a,-0.34136212,0.63402295,1.0715199,-0.93741393,-0.5995865,-2.372658
m2012,3.5773618,0.317783,4.865022,-6.3272686,-2.0203252,-3.3786561
m2011,3.692638,0.34934106,5.122507,-6.4936786,-2.0862546,-3.4761944
m2041,3.5706398,0.26134834,5.92934,-6.2363043,-2.2055483,-3.4079685
m2042,3.428094,0.21165931,5.983686,-5.965094,-2.1895442,-3.2979336
m21611,3.9560328,0.56910235,4.6473904,-6.9639063,-1.8658625,-3.7243156
m21612,3.8939676,0.5859561,4.361966,-6.8722677,-1.7471375,-3.674989
s71111a,-0.44688308,1.0585656,1.1363434,-1.0837722,-0.5922005,-2.923197
s71112a,-0.43000403,0.98972267,1.0919185,-1.0878633,-0.63042563,-2.9525857
f530,-0.30663124,0.69159055,1.0545256,-1.072992,-0.5795169,-2.3369522
o99345,-0.47164688,0.7145771,0.98223543,-1.0528874,-0.6477383,-2.3374312
l89212,-0.35397467,0.48837024,1.0200522,-1.0988412,-0.58967364,-2.5135448
l89222,-0.25301412,0.59148705,1.1663817,-1.0682704,-0.5342131,-2.508461
z794,-0.3827025,-1.8780224,2.2927685,-1.3492714,-2.5634263,-2.1296813
s82831b,-0.44384968,1.0462612,1.2047896,-1.1213168,-0.74212545,-2.8212452
s82871b,-0.44136104,1.0255021,1.2535845,-1.1066047,-0.6947953,-2.7584171
i82432,0.8892283,3.3506246,-3.9620347,-6.84109,-2.1350918,-7.4233794
i82412,0.8310406,3.1705496,-3.725318,-6.415021,-1.9900283,-6.9678497
i82442,0.88514864,3.369099,-3.9553864,-6.8537097,-2.1080842,-7.4575644
r402252,-3.2147963,3.7017925,-3.2952874,-1.7411754,0.63248354,-7.87248
r402362,-3.0693982,3.4714057,-3.2409203,-1.7272933,0.5508451,-7.5866084
r402142,-3.1258214,3.5047784,-3.2839327,-1.7528708,0.54496753,-7.691023
r402242,-2.475929,2.705032,-3.1323488,-1.9238076,0.36065337,-6.680352
r402132,-2.1563923,2.3055654,-3.3625515,-2.5501232,0.21268852,-6.608028
m90552,-0.35481593,0.77088016,1.05735,-1.0784009,-0.61912495,-2.6626685
m90551,-0.40264696,0.6758087,1.0870847,-1.0108225,-0.67342985,-2.6848335
s02832a,-0.43349215,0.5583079,0.9561405,-1.0567671,-0.4893063,-2.3957531
s02831a,-0.49830163,0.69312024,0.9371712,-1.0245988,-0.61738056,-2.3084576
s92334a,-7.3764095,6.040703,-1.2408582,-1.0914749,-0.45067558,-7.8900404
s92344a,-7.02696,5.762886,-1.1976517,-1.0252411,-0.43194482,-7.468138
s92324a,-7.0390325,5.7598705,-1.1859536,-1.0300415,-0.4254196,-7.4911995
i252,-0.8613223,-1.287146,2.696217,-1.7335587,-3.8115935,-2.07073
z79899,-0.79808253,-1.7173778,2.3887875,-1.8545852,-2.7335362,-1.8837101
n8302,-0.32784584,0.60223544,1.0551273,-1.1361774,-0.6965851,-2.357999
n8301,-0.27723578,0.6440903,0.9520973,-1.0926685,-0.6293268,-2.4332957
m4625,-0.40927592,0.8342527,1.0981916,-1.2222191,-1.0033393,-2.1875541
m4645,-0.3706235,0.9015147,1.0126426,-1.1596657,-0.99767816,-2.202674
t865,1.2084306,1.3538613,-3.0062308,-2.4326239,1.6681566,-9.659572
d89813,1.0783582,1.2337866,-2.7580261,-2.223132,1.5166144,-8.791099
d89811,1.1754577,1.3077351,-2.972279,-2.3850672,1.6301261,-9.504654
t8609,1.1401519,1.2768527,-2.8622854,-2.3025384,1.5671946,-9.151077
f0280,-0.5193258,0.72829443,8.868997,-7.0662727,4.276953,-5.341401
g20,-0.35644287,0.69229823,7.2459836,-5.6612563,3.556046,-4.313675
g309,-0.47949088,0.7044238,8.51089,-6.75716,4.1045218,-5.11497
s12500d,-2.672701,5.5961485,4.830746,0.44440845,0.57524914,-3.6541915
s12600d,-2.6164682,5.532261,4.602615,0.33445328,0.63345146,-3.5478415
s22019d,-2.3270175,5.034545,3.8847256,-0.33478397,0.8631769,-2.873518
s22029d,-2.3219607,5.043294,3.814418,-0.8453123,0.82064945,-2.6207023
s22039d,-1.9970707,5.222979,3.9090488,-0.85412097,1.0002488,-2.7587667
s22049d,-1.8391575,5.425774,3.9774418,-1.0428158,1.0219806,-2.7771451
s22059d,-1.4101133,5.7976804,3.9864202,-1.0975,0.8468242,-2.7908914
s42102d,-3.164697,5.6859345,4.5196095,-1.3609418,0.0016173961,-2.543464
s12200a,-0.23812301,0.73521453,1.17814,-1.3213953,-0.67458713,-2.4539967
s12101a,-0.23107375,0.6810543,1.1191728,-1.350124,-0.65857744,-2.458312
l03111,-0.23885858,0.66932386,1.0918394,-0.83738446,-0.61540496,-2.838772
l02411,-0.25304767,0.8031867,1.1438062,-0.78531873,-0.667203,-2.8706563
m9701xd,-0.54070336,1.0065475,1.0989662,-0.8306892,-0.4814706,-2.715218
s72111d,-0.5893548,0.95153314,0.9744924,-0.9073858,-0.47460878,-2.723803
t43226a,-3.8151927,0.95336634,6.9724884,0.839227,-4.2311597,-3.9436824
m4124,-4.5659175,-4.903579,3.090227,-5.956549,2.4381528,-8.482397
m4125,-4.1692324,-4.4825153,2.8425624,-5.427693,2.2430348,-7.7357187
m4126,-3.978706,-4.292033,2.7298014,-5.1741223,2.1539104,-7.3555875
a6000,-0.5639265,0.544015,1.1382436,-1.06725,-0.54672706,-2.5076675
o9832,-0.52921385,0.7614318,1.2351493,-1.1297903,-0.53189266,-2.4678833
l03314,-0.5764032,0.68611425,1.4568355,-1.1899056,-0.5779168,-2.7604427
l02214,-0.4670739,0.70097417,1.4361866,-1.1590041,-0.58606595,-2.7607594
d89810,1.0542871,1.1971304,-2.7264287,-2.1732883,1.4814185,-8.632752
s065x0a,6.3086305,6.6655707,5.877851,-0.12948391,-2.3215632,-7.614583
s066x0a,6.321561,6.6457996,5.854055,-0.11260561,-2.3138156,-7.5879226
c7901,-0.47978476,0.6478347,1.0613644,-1.0175487,-0.6794711,-2.4628165
c7902,-0.44451693,0.6977245,1.0118229,-1.0739434,-0.7185136,-2.4715128
z559,-2.2860773,2.6606193,2.172031,-4.0912127,-7.0617614,-2.621887
z77128,-2.3891945,2.8054817,2.2488477,-4.276491,-7.347866,-2.7164667
z658,-2.2918072,2.441569,1.7571098,-3.6123931,-7.1986465,-2.8938997
z609,-2.4190726,2.3080316,1.5314524,-3.344163,-7.5202737,-3.2533612
z639,-2.3953993,2.2684033,1.4973593,-3.2964723,-7.463939,-3.2298303
z599,-2.3616982,2.2255118,1.4621797,-3.2255318,-7.367697,-3.210904
k7290,-3.4255946,-2.3570201,-0.56226414,-3.0734239,-1.2438165,-4.857158
k7031,-3.4633653,-2.3477035,-0.55561435,-3.0774903,-1.2326034,-4.846928
i8510,-3.4101124,-2.3796358,-0.5898734,-3.0695128,-1.2323151,-4.8171535
k766,-3.3972378,-2.3560576,-0.59740734,-3.061664,-1.2361075,-4.82045
r188,-3.3266742,-2.4049525,-0.6257812,-3.0792906,-1.2764349,-4.8706756
k7460,-3.3187032,-2.4144979,-0.6327186,-3.088642,-1.2751015,-4.8711295
d684,-3.4286737,-2.3576167,-0.5667615,-3.0695019,-1.2425045,-4.835886
k3189,-3.3493521,-2.3418195,-0.5704104,-3.0620577,-1.2216854,-4.7951436
m79672,-0.32453394,0.6724703,1.0824585,-0.98417497,-0.6627435,-2.5100183
m79671,-0.40685257,0.7349301,0.977126,-1.1184403,-0.7044772,-2.4596183
s90811a,-0.41675738,0.74619645,1.1425416,-1.0933341,-0.68420607,-2.4595015
s90812a,-0.38585234,0.743692,1.0735714,-1.1255406,-0.5944834,-2.53174
e1052,3.537145,1.7082255,-1.6624352,-2.8612761,-1.1904737,-6.176651
e10621,3.5742435,1.6497189,-1.4968972,-2.9182384,-1.026355,-5.957888
e10628,3.5381002,1.6942409,-1.582282,-2.8802998,-1.0704138,-6.0943165
e1069,3.585257,1.7271898,-1.6900395,-2.8958943,-1.1682528,-6.211784
e1051,3.5386164,1.6809036,-1.6259001,-2.9124935,-1.1340349,-6.0750127
s83412a,-0.4195948,0.59272575,1.1004034,-1.0115767,-0.6039061,-2.4885144
s83512a,-0.4859861,0.69665414,1.120982,-0.9537712,-0.7348505,-2.466994
c7972,-0.57234657,0.72656643,0.9499839,-0.9679229,-0.6815267,-2.5622053
c7971,-0.51203537,0.64006686,0.9508538,-0.94513434,-0.7270757,-2.546555
m2602,3.510695,-1.4691575,4.3198347,-8.159127,2.013989,-6.4528546
m2603,3.4372745,-1.4459442,4.222885,-7.9987745,1.9801933,-6.276997
m264,3.2495685,-1.3562237,3.960736,-7.528859,1.8605859,-5.8728867
k648,-0.4893993,0.75591,1.2088999,-1.0739156,-0.5548578,-2.4401457
k644,-0.48085842,0.67641646,1.1778052,-1.1323389,-0.4924508,-2.405743
s065x9d,0.27006355,5.1092277,7.7148237,2.8770895,1.5809623,-7.6349764
s066x9d,0.277053,5.151933,7.7844195,2.8918488,1.5928077,-7.713547
s0219xd,0.25564572,4.8929243,7.3908796,2.7768023,1.5371021,-7.307883
o99111,-2.9602098,3.844635,-3.7427003,-6.8865504,-6.094724,-6.8229685
o99411,-2.6516595,3.455652,-3.3810577,-6.1601324,-5.4519777,-6.101469
o26831,-2.610191,3.3792844,-3.3374612,-6.045099,-5.348889,-5.9688244
n896,-0.32290566,0.6262446,1.0587547,-1.0139811,-0.58859366,-2.4201543
o3463,-0.33443353,0.59778535,1.0413733,-1.0826099,-0.53118676,-2.4126513
p0734,-0.40797383,0.75477064,1.0967909,-1.0689061,-0.49341533,-2.3548276
p0716,-0.37307885,0.83700836,1.0165662,-1.14302,-0.5285371,-2.3885393
s02412a,-2.0704813,5.25352,6.686356,-2.5144436,-9.546212,-3.7428606
s02411a,-2.05456,5.2279315,6.654303,-2.4967353,-9.486676,-3.7145815
o34211,2.989487,3.420563,-2.8519938,-3.4415767,-7.0856423,-8.605662
z302,2.7074301,3.1077604,-2.616958,-3.121299,-6.4522853,-7.8126764
n858,2.6739316,3.055103,-2.5849721,-3.064983,-6.3506503,-7.6811485
i82411,-5.6473503,1.1890789,5.8494763,-1.1709956,4.825828,-7.306445
i82431,-6.16599,1.3142302,6.410307,-1.2796578,5.2700567,-8.017836
i82441,-5.403001,1.1426067,5.59509,-1.1258415,4.6459374,-6.990315
q210,1.3446983,1.1356854,3.5951278,-2.1644099,3.138199,-3.8603694
m7072,-0.29404432,0.76336783,1.0100609,-1.0684822,-0.54328537,-2.4444914
m7071,-0.30774996,0.8633697,1.05024,-1.1378658,-0.65087867,-2.4085617
z681,0.088185124,1.9992012,-1.2301116,-8.389027,-8.015695,-5.737102
e43,0.07310053,1.8513389,-1.117535,-7.779808,-7.4383764,-5.3362603
r64,0.08580409,1.710122,-1.0625625,-7.2682652,-6.9449177,-4.9512568
m19021,-0.12481675,0.6215875,1.0530597,-0.74752164,-0.6946907,-2.4110956
m19022,-0.114254706,0.44078258,1.1087263,-0.7706088,-0.7823893,-2.400402
l97828,-0.52637553,0.7664122,1.015969,-1.0319964,-0.509286,-2.511402
l97818,-0.5974854,0.8088255,0.97804415,-0.9720637,-0.6170939,-2.4843721
t402x5a,-5.1178308,-3.222009,8.426707,-1.6184394,-0.7629838,-5.988772
k5903,-5.533018,-3.4719326,9.119509,-1.7650441,-0.80657214,-6.5156593
t40605a,-4.6998405,-2.967017,7.7707396,-1.4862372,-0.7257613,-5.5006323
a9232,-0.32251707,1.0773387,1.2880594,-1.1311159,-0.765181,-2.844522
g02,-0.3408644,0.79372495,0.923395,-0.8836004,-0.6647262,-2.3356347
a878,-0.29562575,0.90439373,0.94024366,-0.9972589,-0.66269773,-2.539167
t24211a,-2.8891544,3.172237,-0.8822181,-3.7665453,-0.6359622,-2.5841956
o99323,-0.32335657,0.7328302,1.0235643,-0.9676723,-0.40480006,-2.4432075
o99333,-0.31537923,0.79919857,1.0283902,-1.0416434,-0.44033003,-2.4005542
z90710,-0.37144488,0.74276274,1.0850732,-0.83174586,-0.5476297,-2.5031426
z9049,-0.20681183,0.7886844,0.976491,-0.9130366,-0.7436135,-2.4824295
o26872,2.15966,-1.6857535,-0.8730654,-7.7915792,1.1264707,-8.145586
o3432,2.0232444,-1.5779387,-0.82021874,-7.2326255,1.056542,-7.559233
o6002,2.1099303,-1.6740305,-0.8786475,-7.7009354,1.1213853,-8.077161
z3a27,1.9070851,-1.5398726,-0.81397825,-7.0145206,1.0444036,-7.346383
r402224,2.7284145,1.592888,4.293902,0.6642787,-3.8556745,-4.0602484
s42101d,-3.6453323,6.230672,5.0408006,-1.6213377,-0.38916457,-2.6910748
p7421,-4.910843,-2.9949775,-0.8314235,-3.587609,-8.242231,-8.786631
p741,-4.8820868,-2.9887738,-0.81306684,-3.572657,-8.193746,-8.738553
z950,-0.5580456,0.68323344,0.9069615,-1.1461483,-0.4730929,-2.5160606
i495,-0.5551344,0.80727196,0.8915436,-1.155437,-0.50958705,-2.5025823
t22351a,-2.239426,1.2617878,2.2820055,-3.630819,0.7090358,-1.281674
i2781,-0.3861013,0.8586128,0.8571878,-1.0417283,-0.35973755,-2.5287638
i2729,-0.51326424,0.8929698,0.8966274,-1.0505497,-0.306247,-2.4846282
k521,3.884379,-2.0080934,9.203447,-1.2350379,0.028272852,-7.665716
t3695xa,3.8961508,-2.0008821,9.246512,-1.2238299,0.025613882,-7.6918015
c7961,-3.9055948,2.8164542,1.7453936,3.08416,-6.965801,-7.741458
c7962,-3.9066536,2.8320522,1.7601047,3.0583327,-6.965536,-7.7756767
i82513,-0.4917774,0.8821085,0.9270802,-0.82227796,-0.7358261,-2.5502908
i82533,-0.47632673,0.98779225,0.9986478,-0.82189167,-0.7713217,-2.5795386
s0011xd,-0.42877463,0.69306296,0.9532119,-0.89151305,-0.6300878,-2.3926337
s0012xd,-0.48461938,0.56003964,0.9460134,-0.90705454,-0.6321132,-2.4462562
s80812d,-0.05231758,3.4114978,5.468016,-5.6101727,-6.3189373,-2.008061
s80811d,-0.050427917,3.5349097,5.6284094,-5.8013043,-6.520391,-2.102412
s40812d,-0.034186684,3.4782023,5.525655,-5.696641,-6.4140735,-2.0482256
s40811d,-0.04154023,3.6987963,5.8232965,-6.0165267,-6.7585034,-2.1847718
p74422,4.3426495,4.697246,1.6132346,-0.99823666,-8.000857,-7.1265707
p7441,4.286338,4.6670556,1.6140443,-1.0002401,-7.9402843,-7.08617
t2000xa,-1.5665879,3.8697228,0.44744515,-3.2020395,0.76754105,-2.0867841
z1159,-0.46842566,0.77689534,1.0838706,-1.2274153,-0.64168566,-2.5962546
z114,-0.41601846,0.7791658,1.0818481,-1.2144301,-0.68281925,-2.617078
e840,-0.5614068,1.9855666,1.3170999,3.3133357,0.73281795,-8.585634
e0865,-0.54628617,1.9543558,1.3247465,3.3093383,0.72389203,-8.524449
e848,-0.5803349,2.0574512,1.3073217,3.3820386,0.7567879,-8.799162
e089,-0.55277777,1.9639101,1.3388087,3.314799,0.717035,-8.599867
k909,-0.5101088,1.8190699,1.2534587,3.129193,0.70556843,-7.98547
k8681,-0.51492494,1.8338553,1.2497104,3.1320417,0.7074845,-8.021087
s52602b,0.62790644,4.724728,2.665627,-1.3706573,-10.060708,-5.5496817
s52502b,0.61369187,4.718615,2.6634498,-1.3840778,-10.006889,-5.5669584
