,0,1,2,3,4,5
q743,-0.04371388,1.0764028,1.0332066,-0.9937775,-0.35038653,-2.4203558
q6501,-0.083330825,0.9755403,1.0852077,-0.9262259,-0.28577453,-2.4203918
s32058a,-3.1976037,-0.8865055,0.38226986,-7.717002,-0.19246794,-4.3056984
s32048a,-3.4545412,-0.97214425,0.40057886,-8.222129,-0.2065081,-4.649796
s32038a,-3.489886,-0.97293746,0.40289217,-8.303207,-0.20362161,-4.70307
s32018a,-3.410758,-0.9531686,0.3942316,-8.117663,-0.2016788,-4.562547
s32028a,-3.439744,-0.9630005,0.38203818,-8.176036,-0.1926913,-4.594684
j342,-4.376969,3.1419444,8.730889,-3.1524234,-6.8057685,-2.852183
j343,-4.389428,3.1331608,8.754434,-3.170988,-6.8304653,-2.8627698
d6832,-5.9371176,2.2383435,-1.3194726,1.2896072,-4.640317,-8.541274
t45515a,-6.4011765,2.4255733,-1.4316736,1.3903096,-5.0100727,-9.2441635
r791,-5.6746373,2.1501667,-1.2620049,1.2326232,-4.4339294,-8.149497
f1510,-0.68950045,3.2796519,6.248139,-2.8627577,-0.7106151,-1.5027418
z560,-0.65178776,3.347771,6.3133836,-2.8551471,-0.5376578,-1.5876598
m19031,-0.38842726,0.84888446,1.0324687,-1.1896335,-0.72397816,-2.4033053
m19032,-0.42607492,0.7450399,1.0303036,-1.2706604,-0.75229484,-2.5369425
s20222a,-0.09189614,0.9709272,0.81592995,-0.8408766,-0.5153355,-2.606747
s20221a,-0.06456424,0.87479544,0.86443,-0.93717766,-0.63688344,-2.5614898
r402253,0.631354,1.1829325,1.1764314,-7.5982985,3.6242342,-5.7860656
r402143,0.5149561,1.0725793,1.1590855,-7.2723613,3.544515,-5.5090013
r402363,0.4965333,1.0606602,1.2197548,-7.3259373,3.6097198,-5.614553
z951,-0.7999046,-1.2498496,2.6020322,-1.6595207,-3.514002,-1.9255565
i480,-0.2051733,-1.1753211,3.4623754,-2.9101,-3.1855772,-1.687421
i4891,-0.24031073,-1.1764019,3.5039606,-3.0209186,-3.2164664,-1.6992112
o99412,-0.35518035,0.60876954,1.1178899,-1.1010263,-0.58096737,-2.6537209
o99112,-0.47949564,0.74626625,1.1661576,-0.9939698,-0.52644694,-2.7582154
s72301k,-0.57244754,0.666899,1.1037126,-1.0049915,-0.51351047,-2.5580359
t84114a,-0.47211662,0.6314364,1.084945,-1.0880587,-0.49666724,-2.5251453
t508x5a,-0.46481937,0.58645505,1.1004692,-1.0096349,-0.46101165,-2.3750849
n141,-0.47783938,0.73716104,1.0167816,-1.0788825,-0.48122227,-2.3112519
l02213,-6.3722425,0.27279884,-2.6135662,-7.803674,0.8190815,-8.480538
l03313,-6.3819366,0.26439032,-2.636081,-7.826374,0.8164303,-8.457179
t25321a,-3.1069973,2.1459303,2.9686832,-3.6014948,3.3130212,-3.330028
t25322a,-3.0814478,2.0812624,2.9343297,-3.6008854,3.172171,-3.1611068
t25312a,-2.8268125,1.8594493,2.7581754,-3.2373514,2.6997159,-2.6363354
p718,-6.0448213,5.3722677,7.347491,-5.4683475,-3.949462,-2.31482
p0418,-6.0343432,5.370392,7.340547,-5.4534945,-3.9251251,-2.3005896
z01810,-0.6023057,0.83178025,1.0356011,-0.87705046,-0.9053424,-2.389183
z01811,-0.600439,0.78496563,0.99513793,-0.9710757,-0.9321915,-2.3548675
l03811,-0.44082615,0.55599415,1.0905651,-0.9296792,-0.7099154,-2.3383992
l02811,-0.4824651,0.5717729,1.0155498,-1.0021725,-0.6290119,-2.2723727
l02212,-0.5360042,0.91144437,1.0421973,-0.9714504,-0.69864327,-2.413458
l03312,-0.5409458,0.92192745,1.0944146,-0.89653945,-0.7300641,-2.3682437
l89612,5.1530285,3.6992073,1.3034369,0.96478,1.5492969,-11.583017
l89622,5.1890798,3.716128,1.2832652,0.9917949,1.5787883,-11.598267
s065x9s,4.5786242,2.5995162,2.6007292,-9.480891,0.9497859,-5.865613
s066x9s,4.569076,2.615356,2.6401794,-9.5133095,0.93257004,-5.915956
q442,-8.969568,1.2530913,1.2713137,1.393067,-1.6719787,-9.291311
e60,-8.309333,1.1375693,1.1705278,1.2797326,-1.526216,-8.561808
k745,-7.761065,1.0539346,1.0763533,1.2008818,-1.4037755,-7.9270897
r402121,-2.8951972,7.4786,-0.32001993,-0.97656703,-3.6669457,-5.093101
r402221,-2.9251776,7.56124,-0.33152166,-0.99045974,-3.6963687,-5.127364
r402351,-2.9399192,7.5311627,-0.33509684,-0.9621053,-3.6808317,-5.1163807
r402131,-2.7090838,6.862161,-0.32949147,-0.8802919,-3.3483288,-4.651085
r402341,-2.8400295,7.345954,-0.32417876,-0.94561136,-3.5921602,-4.979331
z8249,2.5311542,-0.53303385,-2.8011913,-8.418496,-3.235457,-8.458905
z833,2.5176117,-0.5319021,-2.7922063,-8.404746,-3.2281904,-8.458913
l89529,-0.5470625,0.6065273,1.2323445,-0.91601443,-0.4350778,-2.513051
l89519,-0.5234815,0.5795372,1.1893694,-0.99308676,-0.40299278,-2.4844954
l89626,-9.023334,1.2392235,0.44598457,-6.836293,0.042827882,-6.330416
l89616,-9.0152235,1.2587534,0.46020055,-6.853217,0.04770114,-6.356963
s90822a,-2.001027,8.81367,-3.5330403,-2.4547894,-1.9303042,-8.894037
s90821a,-2.0039854,8.82134,-3.5221956,-2.441731,-1.9287139,-8.891519
p0736,-4.750649,4.466582,-3.0035832,-1.871273,-4.052191,-6.809944
p0717,-5.269892,4.9765134,-3.2969084,-2.1068945,-4.5393744,-7.6155157
p0735,-4.724399,4.432994,-2.9698822,-1.8575902,-4.013213,-6.750416
z6741,-6.4731097,-1.1626253,6.582151,-4.476419,-1.6450733,-3.6627722
o26893,-7.2839327,-1.219465,7.3038754,-5.015617,-1.8036829,-4.136884
z6711,-6.362554,-1.1457856,6.4534273,-4.38782,-1.6136159,-3.5912092
z6791,-6.112987,-1.1345208,6.2261457,-4.221402,-1.575863,-3.4477649
i69051,0.28457382,6.5820484,3.312139,-3.283346,-6.504621,-3.056622
i69020,0.28838497,6.6457815,3.3482738,-3.3228936,-6.5621557,-3.104125
i69091,0.2927205,6.8399153,3.4435222,-3.4153662,-6.7510495,-3.1849132
i69098,0.27143916,6.4032183,3.228109,-3.1842334,-6.330573,-2.9838896
o99324,-0.6513117,0.59444976,0.88391775,-1.2751437,-0.49502313,-2.5982175
o99334,-0.72817886,0.57349604,0.9048677,-1.3107005,-0.5206059,-2.57169
m79605,-0.22639489,0.5593914,1.1325481,-1.4496692,-0.64142454,-2.239192
m79604,-0.20278683,0.57716006,1.1344192,-1.408129,-0.56052625,-2.183952
m4712,3.0153117,2.8175492,0.118228175,-10.00943,-3.5794406,-5.2708087
m4722,2.7093267,2.5061152,0.08037904,-8.947004,-3.2060077,-4.6884604
m4802,2.6668675,2.462075,0.07676616,-8.817658,-3.157871,-4.621447
s12400d,-3.3286943,-5.3302956,2.7618928,-8.830416,-1.7771326,-6.969639
s12300d,-3.3047032,-5.317052,2.7405148,-8.785946,-1.7667148,-6.932768
s8012xd,-0.34585208,0.6920792,1.0780879,-1.0271435,-0.5515831,-2.2435093
s8011xd,-0.30556548,0.7436524,0.96078473,-1.0754462,-0.49898356,-2.2759607
l03311,3.3137167,2.838366,-1.7317187,-9.772758,0.42758906,-7.9851103
l02211,3.3068597,2.8386629,-1.7214758,-9.741809,0.432551,-7.955912
o2662,-0.87377864,-2.7218335,-3.8358684,-6.689671,-2.7989204,-10.260221
k831,-0.8785587,-2.693206,-3.8222904,-6.6678257,-2.789979,-10.238687
d6959,-3.365537,-2.3693302,-0.5808759,-3.074269,-1.2439158,-4.7976775
s61210a,2.462986,4.383515,3.5414448,-8.383721,-1.4737873,-3.0982263
s61212a,2.7413995,4.8891177,3.9740057,-9.344067,-1.6690252,-3.4797637
s61214a,2.729973,4.820903,3.9317849,-9.256156,-1.6556954,-3.4373293
s61216a,2.457501,4.3613777,3.538308,-8.372117,-1.4829843,-3.0757606
s0121xd,-0.29220366,0.8234513,1.2088403,-1.0537832,-0.6101876,-2.612914
s01511d,-0.21964481,0.7223132,1.2277498,-1.0179298,-0.6667215,-2.5385919
s22069d,-1.1480536,6.5976863,4.1930723,-1.3411683,0.6817403,-3.0064993
s60512a,0.04975316,1.0686624,1.0405581,-0.8836057,-0.7568643,-2.441717
s60511a,-0.0065676537,1.04549,1.1291969,-0.7247675,-0.70594156,-2.4373798
e230,-2.8326538,7.6788735,2.9292974,-7.234672,-5.448085,-2.7950945
e232,-2.835094,7.6733046,2.915723,-7.2250223,-5.4378757,-2.7631474
m2142,5.498517,-0.14576311,3.1141956,-1.2392448,-8.133904,-8.661545
m2141,5.512045,-0.14505136,3.1204784,-1.257691,-8.123531,-8.675687
s51811d,-2.530742,2.7848337,-2.7380588,2.1561594,-0.9589494,-11.759784
s51812d,-2.5347786,2.789267,-2.7256613,2.155174,-0.9650216,-11.776837
k047,-2.1783237,7.1350636,7.7220263,-4.3366756,-5.5485764,-2.3641503
k029,-2.188119,7.1597853,7.744638,-4.3393693,-5.571674,-2.3390265
e1043,4.1461234,0.6590572,0.10854641,-3.938354,-0.92657053,-4.9951954
k3184,4.622249,0.4722124,0.12438596,-5.0832305,-1.5530368,-5.63965
e1143,4.6975403,0.41878825,0.19308937,-5.306525,-1.6920555,-5.714192
m7542,-0.5270199,0.59865695,0.98259753,-1.1475505,-0.55812865,-2.5263038
m7552,-0.50067306,0.7026271,0.9540359,-1.070043,-0.6176665,-2.4752722
t59811a,2.0724978,6.4279776,9.597299,-1.7972463,2.1743698,-5.587548
j705,2.065106,6.4294972,9.595981,-1.800009,2.1614769,-5.6255465
s22059a,-6.777637,3.5082805,0.5895676,-2.4480052,-2.627154,-4.020924
s22039a,-6.579683,3.697483,0.45986274,-1.9690603,-2.89488,-4.1208987
s22029a,-6.648455,4.0154138,0.36403883,-1.6052876,-3.3012123,-4.4727983
s22019a,-6.4382663,3.9754994,0.29950923,-1.4213756,-3.2591274,-4.4149175
s22049a,-6.698252,3.6327395,0.56651944,-2.2218983,-2.784942,-4.086203
s22069a,-7.3792086,3.4703095,0.66368175,-3.1797638,-2.4227197,-4.193132
s22079a,-7.1159754,3.2847607,0.64170545,-3.2529018,-2.214016,-3.9922628
s81802a,-4.162425,-3.1338406,6.8233643,-7.3495135,3.0991247,-6.296518
s81801a,-4.14951,-3.112603,6.8032656,-7.319732,3.062429,-6.2895055
i82512,4.385565,7.626284,2.6749952,1.7456728,-3.3943808,-8.792758
i82532,4.389243,7.618513,2.665813,1.7613724,-3.383459,-8.740716
l233,-0.8053507,0.8350578,0.9174475,-0.9467186,-0.34656742,-2.5522795
t490x5a,-0.7927685,0.7960758,0.86169803,-0.9928469,-0.37814417,-2.6138246
m549,4.7704883,5.4922867,7.821985,0.64194274,1.4257181,-8.084576
g8929,4.7439313,5.4792733,7.8078737,0.6320719,1.4153887,-8.093787
p0725,-5.3473926,1.5285057,5.0839014,-0.55883586,0.48515764,-3.4732447
l89213,-3.0494065,4.7461505,4.368397,3.3797374,4.0874014,-10.822609
l89223,-3.0453649,4.749583,4.389983,3.3649971,4.075209,-10.863233
e119,-0.9800094,-2.028632,2.6488705,-1.2415202,-2.5628376,-2.2613106
z86718,0.1182604,-1.1261945,4.175231,-3.5058038,-3.49628,-1.8865234
m62462,0.7635271,-2.523441,8.73674,-1.3407598,3.4535127,-8.483851
m62461,0.76925987,-2.5097532,8.693104,-1.3253126,3.4440198,-8.440237
l89323,0.00624157,0.39521307,1.276217,-0.91484725,-0.8611788,-2.3479724
l89313,-0.011319625,0.39811143,1.2126805,-1.0007129,-0.764324,-2.3505359
l03211,-0.94618315,1.150333,-2.4348383,-6.288912,3.200561,-8.332689
l0201,-1.1048266,1.3279796,-2.6744633,-7.0323353,3.5674481,-9.402655
k122,-0.9593095,1.1689057,-2.408138,-6.2605762,3.1520107,-8.280971
g919,-0.733282,0.34580505,1.2439256,-1.2350924,-0.4386382,-2.3817532
z982,-0.6123137,0.35793963,1.2815737,-1.2216588,-0.41603497,-2.4652548
i70239,-9.031731,-1.7430425,5.2748976,-0.74651533,-2.7078955,-6.9916644
i70249,-9.063486,-1.7651293,5.2788005,-0.74053496,-2.7183778,-7.0059924
t43226d,-0.39997175,-1.0773649,6.228245,-10.506396,2.5613298,-5.432495
t43596d,-0.39274952,-1.0891005,6.214515,-10.475628,2.5629058,-5.408454
t3120,-0.5622433,3.1250932,-0.119825475,-4.4352756,-0.09201357,-2.0284455
t2121xa,-2.3415873,2.7440004,-1.0107906,-3.796837,0.39153397,-2.8511515
m13861,-2.4753144,6.145407,5.983045,-2.323889,6.2477703,-7.326517
m13862,-2.4713826,6.133641,5.9654036,-2.3151808,6.222297,-7.32817
s71102a,-3.8023808,3.7041698,4.3341303,-9.133582,-6.3111334,-2.4886675
s71101a,-3.814683,3.7254817,4.347969,-9.143682,-6.3168945,-2.4953003
s83411a,2.0952067,8.649957,2.8003023,-3.9771116,3.0529058,-6.4117975
s83511a,1.8962902,7.8663607,2.553007,-3.603389,2.7662735,-5.8244686
s83241a,1.8436452,7.6328907,2.4628382,-3.481323,2.6788018,-5.6183534
l89316,-2.3854992,-1.1518627,7.7048736,-3.740094,5.4720097,-7.3234534
l89326,-2.3933084,-1.1505016,7.7426486,-3.7601407,5.4866457,-7.3597145
m25471,-0.4396894,0.5803004,0.82471144,-0.9044984,-0.7612421,-2.3789015
m25472,-0.4076169,0.5791655,0.8537314,-0.8803787,-0.7440462,-2.3761034
r402342,-2.2758746,1.4941261,-3.692491,-3.4013853,-0.55094683,-6.827396
r402222,-2.1987484,1.8292615,-3.8501062,-3.5090392,-0.23636113,-7.1974387
r402352,-2.1505375,2.0473585,-3.6970482,-3.1739843,-0.037489135,-7.003421
r402212,-3.0716283,0.9535681,-3.7537353,-3.2494385,-1.69727,-6.983093
r402112,-3.4329782,0.94487333,-4.0265326,-3.56084,-2.0456219,-7.637816
r402312,-3.4028378,0.93962777,-4.0036397,-3.5226262,-2.0067513,-7.5574384
r402122,-2.2097473,1.8109188,-3.7873297,-3.4385035,-0.24544014,-7.141725
i69311,2.0160882,3.9181025,3.7926383,2.1483102,2.7894857,-8.634181
i69310,2.1160192,4.143411,3.9725444,2.2303393,2.9146223,-9.107872
i69314,2.0972013,4.0910306,3.9249647,2.2312937,2.8855915,-8.9905205
i69312,1.9942223,3.8626754,3.730205,2.1272297,2.749935,-8.520405
o322xx1,-3.1201677,-4.3958154,4.6681275,-0.3171418,3.019339,-10.572784
o322xx2,-3.128558,-4.4098434,4.68245,-0.30866814,3.0391736,-10.586578
s73014a,-2.4864354,-4.534871,8.322699,-3.8324823,1.9013069,-7.155192
s32421a,-2.5004306,-4.5864625,8.376085,-3.8521957,1.9134696,-7.187558
q220,-0.13930923,0.60518485,1.1310261,-1.3659519,-0.71064425,-2.3426168
q255,-0.12817785,0.63527083,1.0384439,-1.417763,-0.7313072,-2.3630304
p0714,-5.3789344,0.65040815,6.333632,0.34539255,0.17641674,-4.495794
p0731,-5.3327546,0.5310336,6.340672,0.46157214,0.1884431,-4.611877
p279,-5.166072,1.4638569,4.971448,-0.55535096,0.4271906,-3.3783505
s12601a,2.208117,7.5098453,1.1610494,-1.094775,-4.6163235,-5.308512
s12501a,2.2355645,7.360131,1.1384283,-1.1656753,-4.4873495,-5.2012305
s12401a,2.296592,7.4045606,1.1422281,-1.2047441,-4.481275,-5.2220416
s12301a,2.1297905,6.917367,1.0565846,-1.0921068,-4.2004848,-4.8539414
s22011a,2.0998697,7.0406423,1.0841823,-1.027173,-4.3271604,-4.9780765
m14671,0.16182764,-5.5626903,-0.7153466,-5.9157543,-1.3066308,-10.3714285
m14672,0.16270082,-5.5080166,-0.6821619,-5.892066,-1.3203182,-10.341562
m21371,-6.4285665,4.9699936,8.615006,2.6539574,-2.9608824,-6.3758526
m21372,-6.4375687,4.985761,8.621104,2.659098,-2.9716794,-6.4064083
i82b11,-3.604557,-2.3990896,-0.062900886,-9.871541,-5.298195,-6.2530875
i82a11,-3.5819366,-2.3983164,-0.07627499,-9.824133,-5.277229,-6.192022
c7a8,2.651086,6.757089,1.1725745,2.8521042,-0.09631222,-10.672289
c7b8,2.6394727,6.7449417,1.1684214,2.8398376,-0.091133974,-10.6334915
l89321,0.07528016,0.19620146,1.380336,-1.1152797,-0.44791955,-2.5714133
l89311,0.042438727,0.21510214,1.3881048,-1.0251505,-0.40774116,-2.5941112
s61213a,4.1475377,3.8246589,6.666347,-6.031973,0.41507286,-3.9763966
s61215a,4.712573,4.3604083,7.6012635,-6.862275,0.46847376,-4.5190263
s61217a,4.3547163,4.018029,7.00155,-6.332069,0.44162476,-4.170134
s31829a,2.1565537,8.042022,-2.6758282,-3.8066583,-3.7829134,-7.7840967
s31819a,2.1545951,8.053181,-2.6579452,-3.818801,-3.7846003,-7.823526
o365931,4.1205697,7.1547303,2.2233949,-0.6872193,2.6778407,-8.97245
o365932,4.086644,7.122519,2.2189703,-0.7049567,2.6574743,-8.963258
o081,-2.0720384,-2.0894704,-3.3908744,-4.724778,1.2441555,-10.985595
o00102,-2.0692012,-2.0671184,-3.3654025,-4.7308598,1.2240088,-11.000988
z3801,-4.7639966,0.37440753,1.0385897,-3.837024,4.7437057,-7.5058494
z23,-5.6098733,0.51992404,1.3008987,-4.527191,5.6071424,-8.876374
z3800,-5.275179,0.4626678,1.1834141,-4.2461486,5.269519,-8.326325
z96621,0.30620968,8.434573,-1.58835,0.80769396,-3.4498954,-9.071249
z96622,0.30068922,8.441619,-1.5937198,0.793685,-3.4506888,-9.098791
s80922a,2.4474747,-2.0627038,3.513822,2.314725,-6.041409,-9.814836
s80921a,2.4671907,-2.0540972,3.5583022,2.304822,-6.0784283,-9.917184
q673,-0.24095115,1.048256,0.68266624,-0.86803496,-1.1333547,-2.5274458
g249,-0.20539747,0.91838235,0.7413661,-0.71930236,-1.1459074,-2.5781631
s80212d,3.1298313,-0.17458795,10.219245,-3.5036101,-2.6365538,-4.6476097
s80211d,3.1288142,-0.16182162,10.263983,-3.5527341,-2.6538866,-4.7089224
i462,0.4894432,0.77213275,-3.306794,-0.6902564,-6.9555707,-10.655262
i4901,0.4822649,0.77238107,-3.303985,-0.6746137,-6.915291,-10.628382
d61810,2.0954204,2.2853112,-1.5046074,1.1406599,-1.2891421,-8.626075
t451x5a,2.2479703,2.1874928,-1.6117121,0.99168396,-1.215985,-8.789361
r5081,2.0610032,2.5459688,-1.4767828,1.3716396,-1.4358448,-8.906403
d709,2.02861,2.4277384,-1.4491171,1.2817618,-1.3634763,-8.639588
d6481,2.448062,2.034901,-1.7354612,0.7295892,-1.1532259,-8.955901
t464x6a,-1.7340368,-6.0184236,2.7558196,-3.8162885,-0.8901434,-8.010127
t447x6a,-1.5996017,-5.6017838,2.5519817,-3.5006654,-0.85911447,-7.3818016
t466x6a,-1.8115097,-6.131005,2.8113816,-3.876566,-0.92631656,-8.193023
t39016a,-1.619365,-5.60065,2.558479,-3.5079756,-0.85954016,-7.417845
t45526a,-1.5617251,-5.4646735,2.5015824,-3.414784,-0.8369914,-7.198259
s5291xd,-7.380274,4.560388,3.2918031,3.1490176,-3.2345948,-7.8398013
s52201d,-7.3830056,4.5691686,3.3107555,3.1384866,-3.2445138,-7.8726077
s80812a,7.488344,4.2270503,5.8878646,-4.2032075,-0.7110664,-6.784362
s80811a,7.4581704,4.2137337,5.869025,-4.1871877,-0.71912616,-6.7747016
l03011,0.9396082,2.218964,8.148779,4.395027,-2.4365332,-8.450306
l02511,0.9289525,2.2289894,8.181973,4.378466,-2.448813,-8.505427
o98811,0.06327634,4.5452924,-1.0577506,-4.354657,-9.175554,-5.990311
o2301,0.06367687,4.5330915,-1.0643795,-4.3393035,-9.147183,-5.957181
c3482,-2.8966172,0.18753605,-1.092675,0.6481001,-8.347646,-9.226856
c3481,-2.9116457,0.19018883,-1.1048282,0.6693691,-8.4183235,-9.302631
z13228,-3.197887,10.545245,1.1857541,-1.8768456,0.09611119,-6.464587
f17213,-3.1828072,10.501246,1.1811498,-1.8657317,0.07866594,-6.445517
q564,-0.48519945,0.72069067,1.0813,-0.8618021,-0.46883792,-2.4840183
h47039,-0.47198263,0.83552825,1.0353351,-0.8703843,-0.57280684,-2.4250405
p523,0.2690175,0.6620675,-0.58700246,-11.489832,-0.15082195,-6.5734715
p524,0.26885924,0.6656604,-0.6025205,-11.552598,-0.14706185,-6.59256
l03113,1.2250875,0.98669606,-0.6197692,1.0805777,2.821233,-12.526292
l02413,1.2302532,0.98535144,-0.6252184,1.099514,2.8420522,-12.551145
s80211a,-4.630391,1.3634529,9.724325,-6.121389,-3.7474914,-2.5517733
s80212a,-4.6131434,1.367551,9.690581,-6.10372,-3.7306411,-2.5633497
l97912,4.959394,7.812503,6.3238907,-2.97826,1.2014316,-6.3716593
l97922,4.977819,7.8077254,6.3095694,-2.955229,1.230608,-6.3244042
m19041,-0.39187172,0.0051730634,1.102847,-1.107712,-0.7114557,-2.5799592
m19042,-0.33570582,0.017146809,1.0746785,-1.0818795,-0.6506527,-2.6389298
s81811d,-0.7553744,0.24939474,1.127103,-1.4945161,-0.06704984,-2.3630018
s81812d,-0.7527825,0.27407157,1.0585425,-1.4404409,0.009689141,-2.3814626
l03115,4.28191,5.850117,0.20385109,-7.814066,2.294998,-7.5856833
l03116,4.2556243,5.853331,0.22563049,-7.80684,2.260759,-7.604388
q2542,0.3473768,-2.32289,10.834172,-3.0049791,0.32228434,-5.8817697
q251,0.33374465,-2.2935305,10.845309,-3.0148144,0.32260233,-5.9113064
j9851,-0.11782674,0.65372986,0.8361564,-0.89973134,-0.8000672,-2.5492568
j853,-0.08703259,0.589969,0.7857345,-0.9782534,-0.77345407,-2.6011608
s5292xd,3.0694468,-0.87235034,2.3467765,2.5635448,0.64872116,-12.2892685
s42292d,3.038517,-0.847945,2.3422966,2.5268493,0.6552025,-12.200613
m50021,-4.055999,6.639047,-2.0209253,1.4988662,-1.6174432,-9.525581
m50121,-4.054708,6.6371465,-2.014614,1.5076492,-1.6187726,-9.539011
i5084,-4.905113,4.9247384,5.9077153,1.8001096,-6.529838,-5.2366214
z95811,-4.91584,4.9424324,5.901501,1.8057009,-6.522618,-5.248956
s82401a,-6.4508643,5.3194885,6.0898523,3.1417975,0.5544031,-7.87141
s82201a,-6.475155,5.3416777,6.131803,3.140738,0.5484621,-7.8995447
j0110,-0.5172108,8.453257,-1.3230731,-2.3909295,2.2679877,-8.3956175
j0120,-0.5066002,8.407881,-1.3435954,-2.3613045,2.2863762,-8.3206415
s22068a,-5.8804107,0.8604366,4.1467853,-1.6777523,-4.2427816,-3.0065768
s22078a,-5.581091,0.744455,4.0065575,-1.58483,-3.92269,-2.8434298
l97911,-0.6620879,0.51518434,1.3087724,-0.94009805,-0.81058484,-2.3364089
l97921,-0.7969023,0.49815255,1.2700227,-1.0435587,-0.8724748,-2.2780313
z85118,-3.2252066,-0.75683975,-1.2645327,1.167457,1.7352128,-12.296284
z902,-3.2101135,-0.7420138,-1.2329546,1.1273274,1.7098507,-12.272499
m25811,-5.327222,-5.320025,6.080807,-5.7038746,-0.6142789,-6.6258516
m25812,-5.320286,-5.2925234,6.0761795,-5.711897,-0.6161403,-6.6630588
s6401xa,3.2097862,2.4871976,10.338076,1.2348765,-0.58928424,-7.1811714
s66124a,3.2611825,2.5107698,10.457701,1.2714792,-0.60381716,-7.2352242
o99335,-0.71774894,0.76068264,1.2495075,-0.78566945,-0.80699635,-2.310834
o99325,-0.698491,0.7725154,1.2067372,-0.81905264,-0.72360104,-2.3334792
t22251a,-2.6830506,4.7660728,-1.5879959,-3.6669493,-1.3718929,-3.6278033
t24231a,-2.6994045,2.8838274,-0.60848594,-3.6764293,-0.3485577,-2.319343
m5117,-0.7767722,3.8829675,5.09136,3.3936534,-5.9404407,-6.356213
m4807,-0.8629916,4.3222427,5.7051706,3.7522154,-6.631558,-7.10261
m4317,-0.7670057,3.7631795,4.9398613,3.3166437,-5.7598343,-6.157148
o99611,-0.47988304,3.1182022,5.9000173,0.9203492,-1.7291424,-2.9220796
o26891,-0.46798092,3.127067,5.793323,0.93632776,-1.7424079,-2.9016633
p2810,-7.433783,1.0734226,5.367489,3.5950158,-1.1578776,-9.077427
p7432,-7.406968,1.070166,5.3551254,3.5740714,-1.1553417,-9.051039
s61511d,-7.84043,-2.6677508,3.7965703,-7.8840313,-0.59533405,-5.880513
s61512d,-7.846183,-2.672859,3.7947366,-7.9006023,-0.6017149,-5.88875
o99211,-0.47879028,3.1490977,5.886967,0.94294935,-1.7566483,-2.8976626
m50022,5.6735444,-1.4479002,0.3034559,-1.3277786,-3.861506,-10.731671
m50122,5.7119656,-1.4615386,0.29259616,-1.3293314,-3.862451,-10.769284
s50812d,4.803436,7.230417,3.6357272,-6.996517,0.62126744,-5.5059614
s50811d,4.8088174,7.223127,3.6209276,-6.9831963,0.62895215,-5.4678288
o9943,6.6216226,3.6173668,3.407531,-2.3922954,-4.492305,-6.4816136
o99285,6.630586,3.6244078,3.4244382,-2.408303,-4.5100265,-6.5223413
o9953,6.158113,3.346104,3.160647,-2.2166731,-4.1605763,-6.010343
o99355,6.117815,3.3225322,3.1371531,-2.1945965,-4.137196,-5.9591756
s22058d,3.5999842,6.5483093,1.0193154,-5.310958,-7.826639,-5.5319457
s22068d,3.5702963,6.523907,1.0372258,-5.304187,-7.7953095,-5.5498695
n138,1.2620624,5.3311033,-3.5100377,-1.8653709,-0.637775,-8.952522
n401,1.478223,6.226181,-4.084956,-2.1979795,-0.76661366,-10.563657
r338,1.3798718,5.818686,-3.8372648,-2.0483441,-0.7072077,-9.82543
m86651,-0.27126828,0.48668593,0.82829744,-0.9201822,-0.6353382,-2.6087754
m86652,-0.39112705,0.32763407,0.872104,-1.0278288,-0.6917648,-2.525013
i82511,-2.3277097,8.909496,6.4394464,-6.535076,-1.9257227,-2.6449714
i82531,-2.3370774,8.902089,6.4432592,-6.5486603,-1.9419961,-2.6768818
s92121a,1.7154125,-3.13092,-1.1006258,-4.444043,2.3348632,-11.4484625
s92111a,1.6968541,-3.0783257,-1.0562258,-4.427668,2.2951465,-11.395861
i7300,1.073572,-2.9831758,1.106086,-0.5523881,3.0284355,-12.375071
m349,1.0819623,-2.9968386,1.0815398,-0.528349,3.0395977,-12.333304
j851,-4.670145,-0.98982114,9.530695,-4.0993276,2.2311666,-5.1153083
j850,-4.6795845,-0.97976714,9.535841,-4.1010823,2.2297282,-5.130309
h01003,3.9145262,5.3010755,4.11425,-7.733662,-6.246031,-3.888541
h01006,3.8970942,5.2793007,4.0829744,-7.686861,-6.2159915,-3.843176
r94120,-3.6768622,0.46748304,-3.7937934,0.22415194,-4.309993,-11.423355
p09,-3.6934667,0.46588966,-3.8050478,0.2126437,-4.325447,-11.46621
z7984,-0.9561768,-2.1178763,2.7513978,-1.1040077,-2.6630433,-2.4130633
i8511,-3.349435,-2.3594456,-0.56380373,-3.0894587,-1.2350404,-4.822568
s0511xa,2.548616,8.970081,7.7103033,0.1460959,-0.98119193,-6.117426
s0512xa,2.5344543,8.935475,7.6835127,0.14521454,-0.97865164,-6.1046085
s32512d,-0.38575977,2.5352287,2.5329843,0.9532001,5.796619,-11.525007
s32592d,-0.39782363,2.5523198,2.5467956,0.95373464,5.801394,-11.581765
g546,-0.96183133,0.8071894,0.765879,-0.75777406,-0.51121914,-2.547592
z4781,-0.94766873,0.85474086,0.7552615,-0.7865908,-0.42468587,-2.526451
c7801,-1.0126029,5.6484795,5.714992,-9.062559,-3.368609,-2.0803714
c7802,-1.0234478,5.6131263,5.7125406,-9.008601,-3.3570971,-2.072627
s062x7a,1.3638984,3.9716144,4.4700627,-7.395365,2.76462,-3.9111712
s066x7a,1.5362501,4.462226,5.0422115,-8.3277445,3.0705397,-4.4258175
